isin,listing_key,ticker,exchange,is_primary
IE00B60SWW18,LSE::S600,S600,LSE,1
IE00B60SWW18,XETRA::SC0C,SC0C,XETRA,0
IE00B60SWX25,LSE::SX5S,SX5S,LSE,1
IE00B60SWX25,XETRA::SC0D,SC0D,XETRA,0
IE00B60SWX25,SIX::SX5E,SX5E,SIX,0
IE00B60SWY32,LSE::MXEU,MXEU,LSE,1
IE00B60SWY32,LSE::SMEU,SMEU,LSE,0
IE00B60SWY32,XETRA::SC0E,SC0E,XETRA,0
IE00B60SX170,LSE::MXUS,MXUS,LSE,1
IE00B60SX170,XETRA::SC0H,SC0H,XETRA,0
IE00B60SX170,SIX::MXUS,MXUS,SIX,0
IE00B60SX170,FSX::SC0H,SC0H,FSX,0
IE00B60SX287,LSE::MXJP,MXJP,LSE,1
IE00B60SX287,XETRA::SC0I,SC0I,XETRA,0
IE00B60SX394,LSE::MXWO,MXWO,LSE,1
IE00B60SX394,LSE::MXWS,MXWS,LSE,0
IE00B60SX394,XETRA::SC0J,SC0J,XETRA,0
IE00B60SX394,TASE::IN-FF7,IN-FF7,TASE,0
IE00B60SX394,SIX::MXWO,MXWO,SIX,0
IE00B60SX394,FSX::SC0J,SC0J,FSX,0
IE00B60SX402,LSE::RTYS,RTYS,LSE,1
IE00B60SX402,XETRA::SC0K,SC0K,XETRA,0
IE00B60SX402,TASE::IN-FF15,IN-FF15,TASE,0
IE00B652H904,LSE::IEDY,IEDY,LSE,1
IE00B652H904,LSE::SEDY,SEDY,LSE,0
IE00B652H904,XETRA::EUNY,EUNY,XETRA,0
IE00B66F4759,LSE::IHYG,IHYG,LSE,1
IE00B66F4759,LSE::SHYG,SHYG,LSE,0
IE00B66F4759,XETRA::EUNW,EUNW,XETRA,0
IE00B66F4759,SIX::IHYG,IHYG,SIX,0
IE00B6QGFW01,LSE::IGEA,IGEA,LSE,1
IE00B6QGFW01,LSE::SGEA,SGEA,LSE,0
IE00B6QGFW01,XETRA::IS0S,IS0S,XETRA,0
IE00B6QGFW01,SIX::IGEA,IGEA,SIX,0
IE00B6R51Z18,LSE::IOGP,IOGP,LSE,1
IE00B6R51Z18,LSE::SPOG,SPOG,LSE,0
IE00B6R51Z18,XETRA::IS0D,IS0D,XETRA,0
IE00B6R51Z18,FSX::IS0D,IS0D,FSX,0
IE00B6R52036,LSE::IAUP,IAUP,LSE,1
IE00B6R52036,LSE::SPGP,SPGP,LSE,0
IE00B6R52036,XETRA::IS0E,IS0E,XETRA,0
IE00B6R52036,SIX::IAUP,IAUP,SIX,0
IE00B6R52036,AMS::ISOE,ISOE,AMS,0
IE00B6R52143,LSE::ISAG,ISAG,LSE,1
IE00B6R52143,LSE::SPAG,SPAG,LSE,0
IE00B6R52143,AMS::ISAE,ISAE,AMS,0
IE00B6R52259,LSE::ISAC,ISAC,LSE,1
IE00B6R52259,LSE::SSAC,SSAC,LSE,0
IE00B6R52259,XETRA::IUSQ,IUSQ,XETRA,0
IE00B6R52259,TASE::IS-FF505,IS-FF505,TASE,0
IE00B6R52259,TASE::ISFF505,ISFF505,TASE,0
IE00B6R52259,FSX::IUSQ,IUSQ,FSX,0
IE00B6R52259,AMS::SSAC,SSAC,AMS,0
IE00B6R52259,SIX::SSAC,SSAC,SIX,0
IE00B6S2Z822,LSE::UKDV,UKDV,LSE,1
IE00B6S2Z822,XETRA::SPYG,SPYG,XETRA,0
IE00B6S2Z822,SIX::UKDV,UKDV,SIX,0
IE00B6SPMN59,LSE::MVUS,MVUS,LSE,1
IE00B6SPMN59,LSE::SPMV,SPMV,LSE,0
IE00B6SPMN59,XETRA::IBCK,IBCK,XETRA,0
IE00B6SPMN59,FSX::IBCK,IBCK,FSX,0
IE00B6SPMN59,SIX::SPLV,SPLV,SIX,0
IE00B6TLBW47,LSE::EMCP,EMCP,LSE,1
IE00B6TLBW47,LSE::EMCR,EMCR,LSE,0
IE00B6TLBW47,XETRA::IS0Q,IS0Q,XETRA,0
IE00B6TLBW47,SIX::EMCR,EMCR,SIX,0
IE00B6X2VY59,LSE::IRCP,IRCP,LSE,1
IE00B6X2VY59,XETRA::IS0Y,IS0Y,XETRA,0
IE00B6X2VY59,AMS::IRCP,IRCP,AMS,0
IE00B6X2VY59,SIX::IRCP,IRCP,SIX,0
IE00B6X4BP29,LSE::3GOS,3GOS,LSE,1
IE00B6X4BP29,LSE::3SGO,3SGO,LSE,0
IE00B6X4BP29,XETRA::PCFN,PCFN,XETRA,0
IE00B6YX5B26,LSE::EDVD,EDVD,LSE,1
IE00B6YX5B26,BATS::EMDV,EMDV,BATS,0
IE00B6YX5C33,LSE::SPX5,SPX5,LSE,1
IE00B6YX5C33,LSE::SPY5,SPY5,LSE,0
IE00B6YX5C33,XETRA::SPY5,SPY5,XETRA,0
IE00B6YX5C33,Euronext::SPY5,SPY5,Euronext,0
IE00B6YX5C33,SIX::SPY5,SPY5,SIX,0
IE00B6YX5D40,LSE::UDVD,UDVD,LSE,1
IE00B6YX5D40,LSE::USDV,USDV,LSE,0
IE00B6YX5D40,XETRA::SPYD,SPYD,XETRA,0
IE00B6YX5D40,FSX::SPYD,SPYD,FSX,0
IE00B6YX5D40,OTC::SSEEF,SSEEF,OTC,0
IE00B6YX5D40,SIX::USDV,USDV,SIX,0
IE00B6YX5F63,LSE::EU13,EU13,LSE,1
IE00B6YX5F63,XETRA::SYB3,SYB3,XETRA,0
IE00B6YX5F63,Euronext::GOVS,GOVS,Euronext,0
IE00B6YX5F63,SIX::SYB3,SYB3,SIX,0
IE00B6YX5K17,LSE::GLTS,GLTS,LSE,1
IE00B6YX5K17,XETRA::SYB5,SYB5,XETRA,0
IE00B6YX5L24,LSE::GLTL,GLTL,LSE,1
IE00B6YX5L24,XETRA::SYBL,SYBL,XETRA,0
IE00B6YX5M31,LSE::JNKE,JNKE,LSE,1
IE00B6YX5M31,XETRA::SYBJ,SYBJ,XETRA,0
IE00B6YX5M31,SIX::JNKE,JNKE,SIX,0
IE00B7452L46,LSE::FTAL,FTAL,LSE,1
IE00B7452L46,XETRA::SPYF,SPYF,XETRA,0
IE00B7452L46,SIX::FTAL,FTAL,SIX,0
IE00B7452L46,FSX::SPYF,SPYF,FSX,0
IE00B74DQ490,LSE::HYLD,HYLD,LSE,1
IE00B74DQ490,LSE::IGHY,IGHY,LSE,0
IE00B74DQ490,XETRA::IBC9,IBC9,XETRA,0
IE00B74DQ490,SIX::HYLD,HYLD,SIX,0
IE00B77D4428,LSE::UC03,UC03,LSE,1
IE00B77D4428,LSE::UC04,UC04,LSE,0
IE00B77D4428,XETRA::UBU3,UBU3,XETRA,0
IE00B77D4428,SIX::USAUSY,USAUSY,SIX,0
IE00B78JSG98,LSE::UC07,UC07,LSE,1
IE00B78JSG98,XETRA::UBU5,UBU5,XETRA,0
IE00B78JSG98,SIX::USVUSY,USVUSY,SIX,0
IE00B7J7TB45,LSE::CORP,CORP,LSE,1
IE00B7J7TB45,LSE::CRPS,CRPS,LSE,0
IE00B7J7TB45,XETRA::IS0X,IS0X,XETRA,0
IE00B7J7TB45,SIX::CORP,CORP,SIX,0
IE00B7K93397,LSE::UC13,UC13,LSE,1
IE00B7K93397,XETRA::UBU9,UBU9,XETRA,0
IE00B7K93397,SIX::SP5USY,SP5USY,SIX,0
IE00B7K93397,SIX::SP5USY-USD,SP5USY-USD,SIX,0
IE00B7KMNP07,XETRA::UBUD,UBUD,XETRA,1
IE00B7KMNP07,SIX::GGMUSY,GGMUSY,SIX,0
IE00B7KMNP07,SIX::GGMUSY-USD,GGMUSY-USD,SIX,0
IE00B7KQ7B66,LSE::WRDD,WRDD,LSE,1
IE00B7KQ7B66,XETRA::UBU7,UBU7,XETRA,0
IE00B7KQ7B66,SIX::WRDUSY,WRDUSY,SIX,0
IE00B7LW6Y90,LSE::IITB,IITB,LSE,1
IE00B7LW6Y90,XETRA::IS0M,IS0M,XETRA,0
IE00B7LW6Y90,FSX::IS0M,IS0M,FSX,0
IE00B7N3YW49,LSE::SSHY,SSHY,LSE,1
IE00B7N3YW49,LSE::STHY,STHY,LSE,0
IE00B7N3YW49,OTC::PMFIF,PMFIF,OTC,0
IE00B7WK2W23,LSE::UC48,UC48,LSE,1
IE00B7WK2W23,XETRA::UIQI,UIQI,XETRA,0
IE00B7WK2W23,SIX::AJEUAS,AJEUAS,SIX,0
IE00B7Y34M31,LSE::3LUS,3LUS,LSE,1
IE00B7Y34M31,LSE::3USL,3USL,LSE,0
IE00B7Y34M31,XETRA::US9L,US9L,XETRA,0
IE00B802KR88,LSE::LOWV,LOWV,LSE,1
IE00B802KR88,LSE::USLV,USLV,LSE,0
IE00B802KR88,XETRA::SPY1,SPY1,XETRA,0
IE00B802KR88,SIX::LOWV,LOWV,SIX,0
IE00B810Q511,LSE::VUKE,VUKE,LSE,1
IE00B810Q511,XETRA::VUKE,VUKE,XETRA,0
IE00B810Q511,SIX::VUKE,VUKE,SIX,0
IE00B86MWN23,LSE::IMV,IMV,LSE,1
IE00B86MWN23,LSE::IMVU,IMVU,LSE,0
IE00B86MWN23,LSE::MVEU,MVEU,LSE,0
IE00B86MWN23,XETRA::EUN0,EUN0,XETRA,0
IE00B86MWN23,SIX::MVEU,MVEU,SIX,0
IE00B87G8S03,LSE::IAAA,IAAA,LSE,1
IE00B87G8S03,LSE::SAAA,SAAA,LSE,0
IE00B87G8S03,XETRA::IS0Z,IS0Z,XETRA,0
IE00B87RLX93,XETRA::IS3B,IS3B,XETRA,1
IE00B87RLX93,SIX::IECF,IECF,SIX,0
IE00B8CJW150,LSE::MLPD,MLPD,LSE,1
IE00B8CJW150,LSE::MLPP,MLPP,LSE,0
IE00B8CJW150,XETRA::SMLD,SMLD,XETRA,0
IE00B8CJW150,SIX::MLPD,MLPD,SIX,0
IE00B8FHGS14,LSE::MINV,MINV,LSE,1
IE00B8FHGS14,LSE::MVOL,MVOL,LSE,0
IE00B8FHGS14,XETRA::IQQ0,IQQ0,XETRA,0
IE00B8FHGS14,FSX::IQQ0,IQQ0,FSX,0
IE00B8FHGS14,SIX::MVOL,MVOL,SIX,0
IE00B8GF1M35,LSE::GBRE,GBRE,LSE,1
IE00B8GF1M35,XETRA::SPYJ,SPYJ,XETRA,0
IE00B8GKDB10,LSE::VHYD,VHYD,LSE,1
IE00B8GKDB10,LSE::VHYL,VHYL,LSE,0
IE00B8GKDB10,XETRA::VGWD,VGWD,XETRA,0
IE00B8GKDB10,AMS::VHYL,VHYL,AMS,0
IE00B8GKDB10,SIX::VHYL,VHYL,SIX,0
IE00B8HGT870,LSE::3GOL,3GOL,LSE,1
IE00B8HGT870,LSE::3LGO,3LGO,LSE,0
IE00B8HGT870,XETRA::PCFP,PCFP,XETRA,0
IE00B8K7KM88,LSE::3ULS,3ULS,LSE,1
IE00B8K7KM88,LSE::3USS,3USS,LSE,0
IE00B8K7KM88,XETRA::US9S,US9S,XETRA,0
IE00B8KGV557,LSE::EMMV,EMMV,LSE,1
IE00B8KGV557,LSE::EMV,EMV,LSE,0
IE00B8KGV557,XETRA::EUNZ,EUNZ,XETRA,0
IE00B8KGV557,SIX::EMLV,EMLV,SIX,0
IE00B8KQN827,NYSE::ETN,ETN,NYSE,1
IE00B8KQN827,LSE::0Y3K,0Y3K,LSE,0
IE00B8KQN827,FSX::3EC,3EC,FSX,0
IE00B8X9NW27,LSE::FEX,FEX,LSE,1
IE00B8X9NW27,LSE::FEXU,FEXU,LSE,0
IE00B8X9NW27,XETRA::FTGU,FTGU,XETRA,0
IE00B8X9NX34,LSE::FEM,FEM,LSE,1
IE00B8X9NX34,LSE::FEMU,FEMU,LSE,0
IE00B8X9NY41,LSE::FEUZ,FEUZ,LSE,1
IE00B8X9NY41,LSE::FTEU,FTEU,LSE,0
IE00B8X9NY41,XETRA::FTGE,FTGE,XETRA,0
IE00B910VR50,XETRA::ZPRE,ZPRE,XETRA,1
IE00B910VR50,Euronext::EMUE,EMUE,Euronext,0
IE00B91XRN20,NASDAQ::PRTA,PRTA,NASDAQ,1
IE00B91XRN20,LSE::0Y3M,0Y3M,LSE,0
IE00B91XRN20,FSX::0PT,0PT,FSX,0
IE00B91XRN20,XSTU::0PT,0PT,XSTU,0
IE00B945VV12,LSE::VEUD,VEUD,LSE,1
IE00B945VV12,LSE::VEUR,VEUR,LSE,0
IE00B945VV12,XETRA::VGEU,VGEU,XETRA,0
IE00B945VV12,AMS::VEUR,VEUR,AMS,0
IE00B945VV12,SIX::VEUR,VEUR,SIX,0
IE00B945VV12,OTC::VFDEF,VFDEF,OTC,0
IE00B94ZB998,LSE::MLPQ,MLPQ,LSE,1
IE00B94ZB998,LSE::MLPS,MLPS,LSE,0
IE00B94ZB998,XETRA::SMLP,SMLP,XETRA,0
IE00B95PGT31,LSE::VDJP,VDJP,LSE,1
IE00B95PGT31,LSE::VJPN,VJPN,LSE,0
IE00B95PGT31,XETRA::VJPN,VJPN,XETRA,0
IE00B95PGT31,AMS::VJPN,VJPN,AMS,0
IE00B95PGT31,SIX::VJPN,VJPN,SIX,0
IE00B99FL386,LSE::JNKS,JNKS,LSE,1
IE00B99FL386,XETRA::SYBK,SYBK,XETRA,0
IE00B9CQXS71,LSE::GBDV,GBDV,LSE,1
IE00B9CQXS71,LSE::GLDV,GLDV,LSE,0
IE00B9CQXS71,XETRA::ZPRG,ZPRG,XETRA,0
IE00B9CQXS71,SIX::GLDV,GLDV,SIX,0
IE00B9F5YL18,LSE::VAPX,VAPX,LSE,1
IE00B9F5YL18,LSE::VDPX,VDPX,LSE,0
IE00B9F5YL18,XETRA::VGEJ,VGEJ,XETRA,0
IE00B9F5YL18,AMS::VAPX,VAPX,AMS,0
IE00B9F5YL18,SIX::VAPX,VAPX,SIX,0
IE00B9KNR336,LSE::ASDV,ASDV,LSE,1
IE00B9KNR336,LSE::PADV,PADV,LSE,0
IE00B9KNR336,XETRA::ZPRA,ZPRA,XETRA,0
IE00B9M6RS56,LSE::EMBE,EMBE,LSE,1
IE00B9M6RS56,XETRA::IS3C,IS3C,XETRA,0
IE00B9M6RS56,FSX::IS3C,IS3C,FSX,0
IE00B9M6SJ31,XETRA::IBCQ,IBCQ,XETRA,1
IE00B9M6SJ31,SIX::CRPH,CRPH,SIX,0
IE00B9MRHC27,LSE::XDN0,XDN0,LSE,1
IE00B9MRHC27,XETRA::XDN0,XDN0,XETRA,0
IE00B9MRHC27,SIX::XDN0,XDN0,SIX,0
IE00BBQ2W338,LSE::HMAD,HMAD,LSE,1
IE00BBQ2W338,LSE::HMAF,HMAF,LSE,0
IE00BBQ2W338,XETRA::H411,H411,XETRA,0
IE00BBQ2W338,SIX::HMAF,HMAF,SIX,0
IE00BC7GZJ81,LSE::TRS3,TRS3,LSE,1
IE00BC7GZJ81,LSE::TSY3,TSY3,LSE,0
IE00BC7GZJ81,XETRA::SYBW,SYBW,XETRA,0
IE00BC7GZJ81,SIX::TRS3,TRS3,SIX,0
IE00BC7GZW19,LSE::SEUC,SEUC,LSE,1
IE00BC7GZW19,XETRA::SYBD,SYBD,XETRA,0
IE00BC7GZW19,SIX::SEUC,SEUC,SIX,0
IE00BC7GZX26,LSE::SUSC,SUSC,LSE,1
IE00BC7GZX26,LSE::SUSD,SUSD,LSE,0
IE00BC7GZX26,XETRA::SYBF,SYBF,XETRA,0
IE00BC7GZX26,SIX::SUSC,SUSC,SIX,0
IE00BCBJF711,LSE::SUKC,SUKC,LSE,1
IE00BCBJF711,XETRA::SYBQ,SYBQ,XETRA,0
IE00BCBJG560,LSE::WDSC,WDSC,LSE,1
IE00BCBJG560,LSE::WOSC,WOSC,LSE,0
IE00BCBJG560,XETRA::ZPRS,ZPRS,XETRA,0
IE00BCBJG560,SIX::WOSC,WOSC,SIX,0
IE00BCBJG560,FSX::ZPRS,ZPRS,FSX,0
IE00BCHWNQ94,LSE::XDWY,XDWY,LSE,1
IE00BCHWNQ94,XETRA::XDWY,XDWY,XETRA,0
IE00BCHWNS19,LSE::XSEN,XSEN,LSE,1
IE00BCHWNS19,LSE::XUEN,XUEN,LSE,0
IE00BCHWNS19,SIX::XUEN,XUEN,SIX,0
IE00BCHWNT26,LSE::XSFN,XSFN,LSE,1
IE00BCHWNT26,LSE::XUFN,XUFN,LSE,0
IE00BCHWNT26,SIX::XUFN,XUFN,SIX,0
IE00BCHWNV48,LSE::XUIN,XUIN,LSE,1
IE00BCHWNV48,XETRA::XUIN,XUIN,XETRA,0
IE00BCHWNW54,LSE::XSHC,XSHC,LSE,1
IE00BCHWNW54,LSE::XUHC,XUHC,LSE,0
IE00BCHWNW54,XETRA::XUHC,XUHC,XETRA,0
IE00BCLWRB83,LSE::LQDH,LQDH,LSE,1
IE00BCLWRB83,XETRA::IS3F,IS3F,XETRA,0
IE00BCLWRB83,AMS::LQDH,LQDH,AMS,0
IE00BCLWRB83,SIX::LQDH,LQDH,SIX,0
IE00BCLWRD08,XETRA::IS3H,IS3H,XETRA,1
IE00BCLWRD08,SIX::EMUM,EMUM,SIX,0
IE00BCLWRF22,XETRA::IS3G,IS3G,XETRA,1
IE00BCLWRF22,Euronext::EMUL,EMUL,Euronext,0
IE00BCLWRG39,LSE::IJPD,IJPD,LSE,1
IE00BCLWRG39,SIX::IJPD,IJPD,SIX,0
IE00BCRY5Y77,LSE::IGSD,IGSD,LSE,1
IE00BCRY5Y77,LSE::SDIG,SDIG,LSE,0
IE00BCRY5Y77,XETRA::IS3J,IS3J,XETRA,0
IE00BCRY5Y77,AMS::SDIG,SDIG,AMS,0
IE00BCRY5Y77,SIX::SDIG,SDIG,SIX,0
IE00BCRY6003,LSE::SDHG,SDHG,LSE,1
IE00BCRY6003,LSE::SDHY,SDHY,LSE,0
IE00BCRY6003,XETRA::IS3K,IS3K,XETRA,0
IE00BCRY6003,OTC::ISDDF,ISDDF,OTC,0
IE00BCRY6003,AMS::SDHY,SDHY,AMS,0
IE00BCRY6003,SIX::SDHY,SDHY,SIX,0
IE00BCRY6227,LSE::ERND,ERND,LSE,1
IE00BCRY6227,LSE::ERNU,ERNU,LSE,0
IE00BCRY6227,XETRA::IS3L,IS3L,XETRA,0
IE00BCRY6227,AMS::ERND,ERND,AMS,0
IE00BCRY6227,SIX::ERND,ERND,SIX,0
IE00BCRY6227,OTC::ISUUF,ISUUF,OTC,0
IE00BCRY6557,LSE::ERN1,ERN1,LSE,1
IE00BCRY6557,LSE::ERNE,ERNE,LSE,0
IE00BCRY6557,XETRA::IS3M,IS3M,XETRA,0
IE00BCRY6557,AMS::ERNE,ERNE,AMS,0
IE00BCRY6557,SIX::ERNE,ERNE,SIX,0
IE00BD09ZV33,LSE::2VIS,2VIS,LSE,1
IE00BD09ZV33,XETRA::2VA,2VA,XETRA,0
IE00BD0Q9673,LSE::FAHY,FAHY,LSE,1
IE00BD0Q9673,LSE::HYFA,HYFA,LSE,0
IE00BD0Q9673,XETRA::FAHY,FAHY,XETRA,0
IE00BD0Q9673,Euronext::HYFA,HYFA,Euronext,0
IE00BD0Q9673,SIX::HYFA,HYFA,SIX,0
IE00BD1F4K20,LSE::IUSF,IUSF,LSE,1
IE00BD1F4K20,LSE::IUSZ,IUSZ,LSE,0
IE00BD1F4K20,XETRA::QDVC,QDVC,XETRA,0
IE00BD1F4L37,LSE::IUQA,IUQA,LSE,1
IE00BD1F4L37,LSE::IUQF,IUQF,LSE,0
IE00BD1F4L37,XETRA::QDVB,QDVB,XETRA,0
IE00BD1F4L37,SIX::IUQA,IUQA,SIX,0
IE00BD1F4L37,OTC::IUQFF,IUQFF,OTC,0
IE00BD1F4M44,LSE::IUVF,IUVF,LSE,1
IE00BD1F4M44,LSE::IUVL,IUVL,LSE,0
IE00BD1F4M44,XETRA::QDVI,QDVI,XETRA,0
IE00BD1F4M44,OTC::ISVUF,ISVUF,OTC,0
IE00BD1F4M44,SIX::IUVL,IUVL,SIX,0
IE00BD1F4N50,LSE::IUMF,IUMF,LSE,1
IE00BD1F4N50,LSE::IUMO,IUMO,LSE,0
IE00BD1F4N50,XETRA::QDVA,QDVA,XETRA,0
IE00BD1F4N50,OTC::IIQPF,IIQPF,OTC,0
IE00BD1F4N50,SIX::IUMO,IUMO,SIX,0
IE00BD1RP616,LSE::BIRG,BIRG,LSE,1
IE00BD1RP616,FSX::BIRG,BIRG,FSX,0
IE00BD1RP616,XSTU::BIRG,BIRG,XSTU,0
IE00BD1RP616,OTC::BKRIF,BKRIF,OTC,0
IE00BD1RP616,OTC::BKRIY,BKRIY,OTC,0
IE00BD34DK07,XETRA::UEQD,UEQD,XETRA,1
IE00BD34DK07,SIX::SP500E,SP500E,SIX,0
IE00BD34DL14,LSE::USPG,USPG,LSE,1
IE00BD34DL14,SIX::SP500H,SP500H,SIX,0
IE00BD3RYZ16,LSE::OMXS,OMXS,LSE,1
IE00BD3RYZ16,XETRA::OM3X,OM3X,XETRA,0
IE00BD3V0B10,LSE::BNKS,BNKS,LSE,1
IE00BD3V0B10,XETRA::IUS2,IUS2,XETRA,0
IE00BD3V0B10,OTC::BNKSF,BNKSF,OTC,0
IE00BD3V0B10,FSX::IUS2,IUS2,FSX,0
IE00BD45KH83,LSE::EIMU,EIMU,LSE,1
IE00BD45KH83,LSE::EMGU,EMGU,LSE,0
IE00BD45KH83,XETRA::IBC3,IBC3,XETRA,0
IE00BD45KH83,OTC::IEMIF,IEMIF,OTC,0
IE00BD4TXS21,XETRA::4UBB,4UBB,XETRA,1
IE00BD4TXS21,SIX::USAUSW,USAUSW,SIX,0
IE00BD4TXV59,LSE::WRDA,WRDA,LSE,1
IE00BD4TXV59,XETRA::UETW,UETW,XETRA,0
IE00BD4TXV59,SIX::WRDUSW,WRDUSW,SIX,0
IE00BD4TXV59,SIX::WRDUSW-USD,WRDUSW-USD,SIX,0
IE00BD4TYF66,AMS::UE31,UE31,AMS,1
IE00BD4TYF66,SIX::USEUYH,USEUYH,SIX,0
IE00BD4TYG73,XETRA::UBUJ,UBUJ,XETRA,1
IE00BD4TYG73,SIX::USEUWH,USEUWH,SIX,0
IE00BD5B1Y92,FSX::318,318,FSX,1
IE00BD5B1Y92,XSTU::318,318,XSTU,0
IE00BD5B1Y92,OTC::BKCYF,BKCYF,OTC,0
IE00BD5B1Y92,ATHEX::BOCHGR,BOCHGR,ATHEX,0
IE00BD5FCF91,LSE::FTAD,FTAD,LSE,1
IE00BD5FCF91,XETRA::ZPRD,ZPRD,XETRA,0
IE00BD5FCF91,SIX::FTAD,FTAD,SIX,0
IE00BD5HBS12,XETRA::FXEU,FXEU,XETRA,1
IE00BD5HBS12,AMS::FXEU,FXEU,AMS,0
IE00BD64C665,ISE::MIO,MIO,ISE,1
IE00BD64C665,LSE::MCON,MCON,LSE,0
IE00BD64C665,XSTU::MIO,MIO,XSTU,0
IE00BD6FTQ80,LSE::CMOD,CMOD,LSE,1
IE00BD6FTQ80,LSE::CMOP,CMOP,LSE,0
IE00BD6GCF16,LSE::UNCU,UNCU,LSE,1
IE00BD6GCF16,XETRA::FTGI,FTGI,XETRA,0
IE00BD6JX574,ISE::GVR,GVR,ISE,1
IE00BD6JX574,LSE::GLV,GLV,LSE,0
IE00BD6JX574,OTC::GLVHF,GLVHF,OTC,0
IE00BD6JX574,FSX::GVR,GVR,FSX,0
IE00BD6RZT93,LSE::DHSA,DHSA,LSE,1
IE00BD6RZT93,LSE::DHSP,DHSP,LSE,0
IE00BD6RZT93,XETRA::WTD9,WTD9,XETRA,0
IE00BD8PGZ49,LSE::DTLE,DTLE,LSE,1
IE00BD8PGZ49,XETRA::IUSV,IUSV,XETRA,0
IE00BD9MMD49,LSE::J13U,J13U,LSE,1
IE00BD9MMD49,LSE::JU13,JU13,LSE,0
IE00BD9MMD49,XETRA::JA13,JA13,XETRA,0
IE00BD9MMF62,LSE::JSET,JSET,LSE,1
IE00BD9MMF62,XETRA::JEST,JEST,XETRA,0
IE00BDB6Q211,NASDAQ::WTW,WTW,NASDAQ,1
IE00BDB6Q211,LSE::0Y4Q,0Y4Q,LSE,0
IE00BDB6Q211,FSX::WTY,WTY,FSX,0
IE00BDB6Q211,Munich::WTY,WTY,Munich,0
IE00BDB6Q211,XHAN::WTY,WTY,XHAN,0
IE00BDB6Q211,XSTU::WTY,WTY,XSTU,0
IE00BDBRDM35,XETRA::EUNA,EUNA,XETRA,1
IE00BDBRDM35,AMS::AGGH,AGGH,AMS,0
IE00BDBRT036,LSE::QCLN,QCLN,LSE,1
IE00BDBRT036,LSE::QCLU,QCLU,LSE,0
IE00BDBRT036,XETRA::QCLN,QCLN,XETRA,0
IE00BDBRT036,AMS::QCLN,QCLN,AMS,0
IE00BDC5DG00,LSE::KMR,KMR,LSE,1
IE00BDC5DG00,OTC::KMRPF,KMRPF,OTC,0
IE00BDD48R20,LSE::VDUC,VDUC,LSE,1
IE00BDD48R20,LSE::VUSC,VUSC,LSE,0
IE00BDD48R20,XETRA::VUSC,VUSC,XETRA,0
IE00BDD48R20,SIX::VUSC,VUSC,SIX,0
IE00BDD48S37,XETRA::VGCE,VGCE,XETRA,1
IE00BDD48S37,AMS::VSCE,VSCE,AMS,0
IE00BDDRDW15,LSE::EMES,EMES,LSE,1
IE00BDDRDW15,XETRA::36B1,36B1,XETRA,0
IE00BDDRF478,LSE::IUCM,IUCM,LSE,1
IE00BDDRF478,XETRA::IU5C,IU5C,XETRA,0
IE00BDDRF478,SIX::IUCM,IUCM,SIX,0
IE00BDDRF478,OTC::IVSPF,IVSPF,OTC,0
IE00BDDRF700,LSE::ITEK,ITEK,LSE,1
IE00BDDRF700,LSE::ITEP,ITEP,LSE,0
IE00BDDRF700,XETRA::T3KE,T3KE,XETRA,0
IE00BDDRF700,Euronext::ITEK,ITEK,Euronext,0
IE00BDDRF700,SIX::ITEK,ITEK,SIX,0
IE00BDF12W49,LSE::DEMR,DEMR,LSE,1
IE00BDF12W49,LSE::DEMS,DEMS,LSE,0
IE00BDF12W49,XETRA::WTD8,WTD8,XETRA,0
IE00BDF16007,LSE::EEIA,EEIA,LSE,1
IE00BDF16007,LSE::EEIP,EEIP,LSE,0
IE00BDF16114,LSE::DFEA,DFEA,LSE,1
IE00BDF16114,LSE::DFEP,DFEP,LSE,0
IE00BDF16114,XETRA::WTD7,WTD7,XETRA,0
IE00BDFBTQ78,LSE::GDIG,GDIG,LSE,1
IE00BDFBTQ78,LSE::GIGB,GIGB,LSE,0
IE00BDFBTQ78,XETRA::WMIN,WMIN,XETRA,0
IE00BDFBTQ78,Euronext::GDIG,GDIG,Euronext,0
IE00BDFBTQ78,SIX::GDIG,GDIG,SIX,0
IE00BDFC6G93,LSE::JPBM,JPBM,LSE,1
IE00BDFC6G93,LSE::JPMB,JPMB,LSE,0
IE00BDFC6G93,XETRA::JPBM,JPBM,XETRA,0
IE00BDFC6Q91,LSE::JPST,JPST,LSE,1
IE00BDFC6Q91,LSE::JPTS,JPTS,LSE,0
IE00BDFC6Q91,XETRA::JPPS,JPPS,XETRA,0
IE00BDFC6Q91,OTC::JIREF,JIREF,OTC,0
IE00BDFC6Q91,OTC::JPUHF,JPUHF,OTC,0
IE00BDFGJ627,LSE::FLOA,FLOA,LSE,1
IE00BDFGJ627,OTC::IVSRF,IVSRF,OTC,0
IE00BDFJYP58,LSE::WIAU,WIAU,LSE,1
IE00BDFJYP58,OTC::IRSIF,IRSIF,OTC,0
IE00BDFK1573,LSE::IBTE,IBTE,LSE,1
IE00BDFK1573,XETRA::2B7S,2B7S,XETRA,0
IE00BDFL4P12,LSE::COMM,COMM,LSE,1
IE00BDFL4P12,LSE::ICOM,ICOM,LSE,0
IE00BDFL4P12,XETRA::SXRS,SXRS,XETRA,0
IE00BDFL4P12,FSX::SXRS,SXRS,FSX,0
IE00BDGV0415,XETRA::USUE,USUE,XETRA,1
