listing_key,ticker,exchange,asset_type,isin,instrument_group_key,instrument_scope,scope_reason,primary_listing_key
SIX::BTCE-USD,BTCE-USD,SIX,ETF,DE000A27Z304,DE000A27Z304,extended,secondary_cross_listing,XETRA::BTCF
SIX::BTCW-EUR,BTCW-EUR,SIX,ETF,GB00BJYDH287,GB00BJYDH287,extended,secondary_cross_listing,LSE::WXBT
SIX::BUCN,BUCN,SIX,Stock,CH0002432174,CH0002432174,core,primary_listing,SIX::BUCN
SIX::BUGU,BUGU,SIX,ETF,IE00BMH5Y871,IE00BMH5Y871,extended,secondary_cross_listing,LSE::BUGG
SIX::BVZN,BVZN,SIX,Stock,CH0008207356,CH0008207356,core,primary_listing,SIX::BVZN
SIX::BYS,BYS,SIX,Stock,CH0244017502,CH0244017502,core,primary_listing,SIX::BYS
SIX::C2MV,C2MV,SIX,ETF,LU0811899946,LU0811899946,core,primary_listing,SIX::C2MV
SIX::C4DE,C4DE,SIX,ETF,LU1681047079,LU1681047079,extended,secondary_cross_listing,Euronext::C4D
SIX::CAHCHA,CAHCHA,SIX,ETF,LU1130155432,LU1130155432,core,primary_listing,SIX::CAHCHA
SIX::CAHEUA,CAHEUA,SIX,ETF,LU1130155606,LU1130155606,core,primary_listing,SIX::CAHEUA
SIX::CAHGBA,CAHGBA,SIX,ETF,LU1130156323,LU1130156323,extended,secondary_cross_listing,LSE::UC87
SIX::CAHGBD,CAHGBD,SIX,ETF,LU1130156596,LU1130156596,core,primary_listing,SIX::CAHGBD
SIX::CALN,CALN,SIX,Stock,CH0126639464,CH0126639464,core,primary_listing,SIX::CALN
SIX::CANCDA,CANCDA,SIX,ETF,LU0446734872,LU0446734872,extended,secondary_cross_listing,LSE::UB23
SIX::CANUKD,CANUKD,SIX,ETF,LU1107559962,LU1107559962,core,primary_listing,SIX::CANUKD
SIX::CAPH,CAPH,SIX,ETF,LU1446552652,LU1446552652,core,primary_listing,SIX::CAPH
SIX::CB1MDX,CB1MDX,SIX,ETF,DE000ETF9074,DE000ETF9074,extended,secondary_cross_listing,XETRA::E907
SIX::CBDAX,CBDAX,SIX,ETF,LU2611732046,LU2611732046,extended,secondary_cross_listing,XETRA::C001
SIX::CBESG,CBESG,SIX,ETF,CH0118923876,CH0118923876,core,primary_listing,SIX::CBESG
SIX::CBFEDF,CBFEDF,SIX,ETF,LU2090062352,LU2090062352,extended,secondary_cross_listing,XETRA::C101
SIX::CBMDAX,CBMDAX,SIX,ETF,LU2611731667,LU2611731667,extended,secondary_cross_listing,XETRA::C007
SIX::CBMEM,CBMEM,SIX,ETF,LU2573966905,LU2573966905,extended,secondary_cross_listing,LSE::E127
SIX::CBMPUS,CBMPUS,SIX,ETF,LU2572257397,LU2572257397,extended,secondary_cross_listing,XETRA::X014
SIX::CBNX,CBNX,SIX,ETF,IE00BJSBC011,IE00BJSBC011,core,primary_listing,SIX::CBNX
SIX::CBSEUA,CBSEUA,SIX,ETF,LU1484799843,LU1484799843,extended,secondary_cross_listing,XETRA::4UBF
SIX::CBSEUD,CBSEUD,SIX,ETF,LU1484799926,LU1484799926,core,primary_listing,SIX::CBSEUD
SIX::CBSEUS,CBSEUS,SIX,ETF,LU1484800955,LU1484800955,core,primary_listing,SIX::CBSEUS
SIX::CBSU5,CBSU5,SIX,ETF,LU2408467723,LU2408467723,extended,secondary_cross_listing,LSE::CBS5
SIX::CBSUS5,CBSUS5,SIX,ETF,LU2408468887,LU2408468887,core,primary_listing,SIX::CBSUS5
SIX::CBSUSE,CBSUSE,SIX,ETF,LU1215461325,LU1215461325,extended,secondary_cross_listing,XETRA::UET0
SIX::CBSUST,CBSUST,SIX,ETF,LU1215461754,LU1215461754,core,primary_listing,SIX::CBSUST
SIX::CBUS5,CBUS5,SIX,ETF,LU1048314949,LU1048314949,extended,secondary_cross_listing,LSE::UC81
SIX::CBUS5A,CBUS5A,SIX,ETF,LU1048315086,LU1048315086,core,primary_listing,SIX::CBUS5A
SIX::CBUS5E,CBUS5E,SIX,ETF,LU1048315243,LU1048315243,extended,secondary_cross_listing,XETRA::UEF8
SIX::CBUS5S,CBUS5S,SIX,ETF,LU1048315755,LU1048315755,core,primary_listing,SIX::CBUS5S
SIX::CBUSAC,CBUSAC,SIX,ETF,LU1048316720,LU1048316720,core,primary_listing,SIX::CBUSAC
SIX::CBUSE,CBUSE,SIX,ETF,LU1048317025,LU1048317025,extended,secondary_cross_listing,XETRA::UEF0
SIX::CBUSH,CBUSH,SIX,ETF,LU1048317298,LU1048317298,extended,secondary_cross_listing,LSE::UC85
SIX::CBUSS,CBUSS,SIX,ETF,LU1048317538,LU1048317538,core,primary_listing,SIX::CBUSS
SIX::CC1E,CC1E,SIX,ETF,LU1681043912,LU1681043912,extended,secondary_cross_listing,Euronext::CC1
SIX::CC1USD,CC1USD,SIX,ETF,LU1681044050,LU1681044050,extended,secondary_cross_listing,LSE::CC1U
SIX::CCCHA,CCCHA,SIX,ETF,IE00B58FQX63,IE00B58FQX63,core,primary_listing,SIX::CCCHA
SIX::CCEUA,CCEUA,SIX,ETF,IE00B58HMN42,IE00B58HMN42,core,primary_listing,SIX::CCEUA
SIX::CCGBAS,CCGBAS,SIX,ETF,IE00B50XJX92,IE00B50XJX92,extended,secondary_cross_listing,LSE::UC90
SIX::CCMCUA,CCMCUA,SIX,ETF,IE00BKFB6L02,IE00BKFB6L02,extended,secondary_cross_listing,LSE::CCUA
SIX::CCUSAS,CCUSAS,SIX,ETF,IE00B53H0131,IE00B53H0131,extended,secondary_cross_listing,LSE::UC14
SIX::CCXAA,CCXAA,SIX,ETF,IE00BZ2GV965,IE00BZ2GV965,extended,secondary_cross_listing,LSE::CXAP
SIX::CCXAE,CCXAE,SIX,ETF,IE00BYT5CV85,IE00BYT5CV85,extended,secondary_cross_listing,XETRA::UIQ1
SIX::CCXAG,CCXAG,SIX,ETF,IE00BYT5CX00,IE00BYT5CX00,extended,secondary_cross_listing,LSE::UD08
SIX::CCXAS,CCXAS,SIX,ETF,IE00BYT5CW92,IE00BYT5CW92,core,primary_listing,SIX::CCXAS
SIX::CD5E,CD5E,SIX,ETF,LU1681047319,LU1681047319,extended,secondary_cross_listing,XETRA::V50D
SIX::CE8E,CE8E,SIX,ETF,LU1681045537,LU1681045537,extended,secondary_cross_listing,XETRA::CE8G
SIX::CETH-USD,CETH-USD,SIX,ETF,CH1209763130,CH1209763130,core,primary_listing,SIX::CETH-USD
SIX::CFT,CFT,SIX,Stock,CH0014345117,CH0014345117,core,primary_listing,SIX::CFT
SIX::CHAM,CHAM,SIX,Stock,CH0524026959,CH0524026959,core,primary_listing,SIX::CHAM
SIX::CHCORP,CHCORP,SIX,ETF,CH0226976816,CH0226976816,core,primary_listing,SIX::CHCORP
SIX::CHDIV,CHDIV,SIX,ETF,CH1244681594,CH1244681594,core,primary_listing,SIX::CHDIV
SIX::CHDVD,CHDVD,SIX,ETF,CH0237935637,CH0237935637,core,primary_listing,SIX::CHDVD
SIX::CHESG,CHESG,SIX,ETF,CH0118923892,CH0118923892,core,primary_listing,SIX::CHESG
SIX::CHEUR,CHEUR,SIX,ETF,LU1169830103,LU1169830103,core,primary_listing,SIX::CHEUR
SIX::CHEURD,CHEURD,SIX,ETF,LU1169830012,LU1169830012,core,primary_listing,SIX::CHEURD
SIX::CHFON,CHFON,SIX,ETF,CH1415798458,CH1415798458,core,primary_listing,SIX::CHFON
SIX::CHSPI,CHSPI,SIX,ETF,CH0237935652,CH0237935652,core,primary_listing,SIX::CHSPI
SIX::CHSRI,CHSRI,SIX,ETF,CH0368190739,CH0368190739,core,primary_listing,SIX::CHSRI
SIX::CHSRIA,CHSRIA,SIX,ETF,CH0492935355,CH0492935355,core,primary_listing,SIX::CHSRIA
SIX::CHSRII,CHSRII,SIX,ETF,LU2250132763,LU2250132763,extended,secondary_cross_listing,XETRA::CHSR
SIX::CHUSD,CHUSD,SIX,ETF,LU1169830368,LU1169830368,core,primary_listing,SIX::CHUSD
SIX::CHUSDD,CHUSDD,SIX,ETF,LU1169830285,LU1169830285,core,primary_listing,SIX::CHUSDD
SIX::CI2E,CI2E,SIX,ETF,LU1681043086,LU1681043086,extended,secondary_cross_listing,XETRA::18MK
SIX::CI2USD,CI2USD,SIX,ETF,LU1681043169,LU1681043169,extended,secondary_cross_listing,LSE::CI2G
SIX::CISB,CISB,SIX,ETF,IE00BKTLJC87,IE00BKTLJC87,extended,secondary_cross_listing,XETRA::AYEU
SIX::CLIMA,CLIMA,SIX,ETF,IE00BN4PXC48,IE00BN4PXC48,extended,secondary_cross_listing,XETRA::AW11
SIX::CLN,CLN,SIX,Stock,CH0012142631,CH0012142631,core,primary_listing,SIX::CLN
SIX::CLTN,CLTN,SIX,Stock,CH0025343259,CH0025343259,core,primary_listing,SIX::CLTN
SIX::CMBN,CMBN,SIX,Stock,CH0225173167,CH0225173167,core,primary_listing,SIX::CMBN
SIX::CMES,CMES,SIX,ETF,IE00BKP5L623,IE00BKP5L623,core,primary_listing,SIX::CMES
SIX::CMXUS,CMXUS,SIX,ETF,IE000OULL4R4,IE000OULL4R4,extended,secondary_cross_listing,XETRA::CSY1
SIX::CNESG,CNESG,SIX,ETF,LU1953188833,LU1953188833,extended,secondary_cross_listing,LSE::CNSG
SIX::CNYGB,CNYGB,SIX,ETF,LU2095995895,LU2095995895,extended,secondary_cross_listing,XETRA::JC11
SIX::COPN,COPN,SIX,Stock,NL0011832936,NL0011832936,extended,secondary_cross_listing,LSE::0RGI
SIX::CORC,CORC,SIX,ETF,IE00BK0TB144,IE00BK0TB144,core,primary_listing,SIX::CORC
SIX::CORPS,CORPS,SIX,ETF,LU2099991882,LU2099991882,core,primary_listing,SIX::CORPS
SIX::CORPSC,CORPSC,SIX,ETF,LU2099992005,LU2099992005,core,primary_listing,SIX::CORPSC
SIX::COSIC,COSIC,SIX,ETF,IE00BMC5DW92,IE00BMC5DW92,core,primary_listing,SIX::COSIC
SIX::CPHN,CPHN,SIX,Stock,CH0001624714,CH0001624714,core,primary_listing,SIX::CPHN
SIX::CRPH,CRPH,SIX,ETF,IE00B9M6SJ31,IE00B9M6SJ31,extended,secondary_cross_listing,XETRA::IBCQ
SIX::CSBGC0,CSBGC0,SIX,ETF,CH0016999861,CH0016999861,core,primary_listing,SIX::CSBGC0
SIX::CSBGC3,CSBGC3,SIX,ETF,CH0102530786,CH0102530786,core,primary_listing,SIX::CSBGC3
SIX::CSBGC7,CSBGC7,SIX,ETF,CH0016999846,CH0016999846,core,primary_listing,SIX::CSBGC7
SIX::CSBGE3,CSBGE3,SIX,ETF,IE00B3VTMJ91,IE00B3VTMJ91,extended,secondary_cross_listing,LSE::CBE3
SIX::CSBGE7,CSBGE7,SIX,ETF,IE00B3VTML14,IE00B3VTML14,extended,secondary_cross_listing,LSE::CE71
SIX::CSBGU0,CSBGU0,SIX,ETF,IE00B3VWN518,IE00B3VWN518,extended,secondary_cross_listing,LSE::CBU0
SIX::CSBGU3,CSBGU3,SIX,ETF,IE00B3VWN179,IE00B3VWN179,extended,secondary_cross_listing,LSE::CBU3
SIX::CSBGU7,CSBGU7,SIX,ETF,IE00B3VWN393,IE00B3VWN393,extended,secondary_cross_listing,LSE::CBU7
SIX::CSEI,CSEI,SIX,ETF,GB00BSLNZT73,GB00BSLNZT73,core,primary_listing,SIX::CSEI
SIX::CSEMAS,CSEMAS,SIX,ETF,IE00B5L8K969,IE00B5L8K969,extended,secondary_cross_listing,LSE::CEA1
SIX::CSEMU,CSEMU,SIX,ETF,IE00B53QG562,IE00B53QG562,extended,secondary_cross_listing,LSE::CEU1
SIX::CSEMUS,CSEMUS,SIX,ETF,IE00B3VWMM18,IE00B3VWMM18,extended,secondary_cross_listing,LSE::CES1
SIX::CSGLDC,CSGLDC,SIX,ETF,CH0104136285,CH0104136285,core,primary_listing,SIX::CSGLDC
SIX::CSGLDE,CSGLDE,SIX,ETF,CH0104136319,CH0104136319,core,primary_listing,SIX::CSGLDE
SIX::CSGOLD,CSGOLD,SIX,ETF,CH0104136236,CH0104136236,core,primary_listing,SIX::CSGOLD
SIX::CSINDU,CSINDU,SIX,ETF,IE00B53L4350,IE00B53L4350,extended,secondary_cross_listing,LSE::CIND
SIX::CSNDX,CSNDX,SIX,ETF,IE00B53SZB19,IE00B53SZB19,extended,secondary_cross_listing,LSE::CNDX
SIX::CSNKY,CSNKY,SIX,ETF,IE00B52MJD48,IE00B52MJD48,extended,secondary_cross_listing,LSE::CNKY
SIX::CSOL-USD,CSOL-USD,SIX,ETF,CH1385084384,CH1385084384,core,primary_listing,SIX::CSOL-USD
SIX::CSPXJ,CSPXJ,SIX,ETF,IE00B52MJY50,IE00B52MJY50,extended,secondary_cross_listing,LSE::CPJ1
SIX::CSSLI,CSSLI,SIX,ETF,CH0031768937,CH0031768937,core,primary_listing,SIX::CSSLI
SIX::CSSMI,CSSMI,SIX,ETF,CH0008899764,CH0008899764,core,primary_listing,SIX::CSSMI
SIX::CSSMIM,CSSMIM,SIX,ETF,CH0019852802,CH0019852802,core,primary_listing,SIX::CSSMIM
SIX::CSSPX,CSSPX,SIX,ETF,IE00B5BMR087,IE00B5BMR087,extended,secondary_cross_listing,LSE::CSP1
SIX::CSSX5E,CSSX5E,SIX,ETF,IE00B53L3W79,IE00B53L3W79,extended,secondary_cross_listing,LSE::CS51
SIX::CSUKS,CSUKS,SIX,ETF,IE00B3VWLG82,IE00B3VWLG82,extended,secondary_cross_listing,LSE::CUKS
SIX::CSUKX,CSUKX,SIX,ETF,IE00B53HP851,IE00B53HP851,extended,secondary_cross_listing,LSE::CUKX
SIX::CSUSS,CSUSS,SIX,ETF,IE00B3VWM098,IE00B3VWM098,extended,secondary_cross_listing,LSE::CUS1
SIX::CSWCHF,CSWCHF,SIX,ETF,LU1681044993,LU1681044993,extended,secondary_cross_listing,LSE::CSWG
SIX::CTEK,CTEK,SIX,ETF,IE00BMH5YL08,IE00BMH5YL08,extended,secondary_cross_listing,LSE::CTEG
SIX::CU2USD,CU2USD,SIX,ETF,LU1681042948,LU1681042948,extended,secondary_cross_listing,LSE::CU2G
SIX::CW8E,CW8E,SIX,ETF,LU1681043599,LU1681043599,extended,secondary_cross_listing,XETRA::AMEW
SIX::CW8USD,CW8USD,SIX,ETF,LU1681043672,LU1681043672,extended,secondary_cross_listing,LSE::CW8G
SIX::CWEE,CWEE,SIX,ETF,LU1681046006,LU1681046006,extended,secondary_cross_listing,XETRA::WDNR
SIX::CWEUSD,CWEUSD,SIX,ETF,LU1681046188,LU1681046188,extended,secondary_cross_listing,LSE::CWEU
SIX::DAE,DAE,SIX,Stock,CH0030486770,CH0030486770,core,primary_listing,SIX::DAE
SIX::DAXD,DAXD,SIX,ETF,LU2090062436,LU2090062436,extended,secondary_cross_listing,XETRA::LDAX
SIX::DAXEX,DAXEX,SIX,ETF,DE0005933931,DE0005933931,extended,secondary_cross_listing,XETRA::EXS1
SIX::DCCHAS,DCCHAS,SIX,ETF,IE00B598DX38,IE00B598DX38,core,primary_listing,SIX::DCCHAS
SIX::DCEUAS,DCEUAS,SIX,ETF,IE00B58ZM503,IE00B58ZM503,core,primary_listing,SIX::DCEUAS
SIX::DCGBAS,DCGBAS,SIX,ETF,IE00B5993T22,IE00B5993T22,core,primary_listing,SIX::DCGBAS
SIX::DCUSAS,DCUSAS,SIX,ETF,IE00B5B3W843,IE00B5B3W843,core,primary_listing,SIX::DCUSAS
SIX::DDBB,DDBB,SIX,ETF,IE00BKRWN659,IE00BKRWN659,extended,secondary_cross_listing,XETRA::36BD
SIX::DESG,DESG,SIX,ETF,LU2240851688,LU2240851688,extended,secondary_cross_listing,XETRA::DECD
SIX::DESN,DESN,SIX,Stock,CH0582581713,CH0582581713,core,primary_listing,SIX::DESN
SIX::DHYC,DHYC,SIX,ETF,IE00BMWPV694,IE00BMWPV694,core,primary_listing,SIX::DHYC
SIX::DJSXE,DJSXE,SIX,ETF,DE0005933956,DE0005933956,extended,secondary_cross_listing,XETRA::EXW1
SIX::DKSH,DKSH,SIX,Stock,CH0126673539,CH0126673539,core,primary_listing,SIX::DKSH
SIX::DMFC,DMFC,SIX,ETF,IE00BF450720,IE00BF450720,core,primary_listing,SIX::DMFC
SIX::DOCM,DOCM,SIX,Stock,CH0042615283,CH0042615283,core,primary_listing,SIX::DOCM
SIX::DOGE,DOGE,SIX,ETF,CH1431521033,CH1431521033,core,primary_listing,SIX::DOGE
SIX::DOGE-USD,DOGE-USD,SIX,ETF,CH1431521033,CH1431521033,extended,secondary_cross_listing,SIX::DOGE
SIX::DOKA,DOKA,SIX,Stock,CH1486524122,CH1486524122,core,primary_listing,SIX::DOKA
SIX::DTLC,DTLC,SIX,ETF,IE00BD8PH067,IE00BD8PH067,core,primary_listing,SIX::DTLC
SIX::DXJD,DXJD,SIX,ETF,IE00BYQCZL35,IE00BYQCZL35,core,primary_listing,SIX::DXJD
SIX::E20Y,E20Y,SIX,ETF,IE00BSKRJX20,IE00BSKRJX20,extended,secondary_cross_listing,LSE::020Y
SIX::E50CC,E50CC,SIX,ETF,IE00BLDGHQ61,IE00BLDGHQ61,core,primary_listing,SIX::E50CC
SIX::E50EUA,E50EUA,SIX,ETF,LU0136234068,LU0136234068,extended,secondary_cross_listing,LSE::UB00
SIX::E50PW,E50PW,SIX,ETF,IE00BLDGHT92,IE00BLDGHT92,extended,secondary_cross_listing,XETRA::UIQ4
SIX::E5ESG,E5ESG,SIX,ETF,LU1971906802,LU1971906802,extended,secondary_cross_listing,XETRA::UET5
SIX::EACW,EACW,SIX,ETF,IE00BF1B7389,IE00BF1B7389,extended,secondary_cross_listing,XETRA::SPP1
SIX::EAST,EAST,SIX,ETF,LU2090063160,LU2090063160,core,primary_listing,SIX::EAST
SIX::EBB,EBB,SIX,Stock,CH0597194171,CH0597194171,core,primary_listing,SIX::EBB
SIX::EFGN,EFGN,SIX,Stock,CH0022268228,CH0022268228,core,primary_listing,SIX::EFGN
SIX::EGUSAS,EGUSAS,SIX,ETF,IE00B3Z3FS74,IE00B3Z3FS74,core,primary_listing,SIX::EGUSAS
SIX::EHYC,EHYC,SIX,ETF,IE00BMWPV587,IE00BMWPV587,core,primary_listing,SIX::EHYC
SIX::ELMN,ELMN,SIX,Stock,CH0005319162,CH0005319162,core,primary_listing,SIX::ELMN
SIX::ELOVD,ELOVD,SIX,ETF,LU1215454460,LU1215454460,extended,secondary_cross_listing,LSE::UD02
SIX::EMCH,EMCH,SIX,ETF,IE00BGQ0J979,IE00BGQ0J979,core,primary_listing,SIX::EMCH
SIX::EMDA,EMDA,SIX,ETF,IE00BFWFPY67,IE00BFWFPY67,extended,secondary_cross_listing,XETRA::SPFA
SIX::EMLOCA,EMLOCA,SIX,ETF,LU1720938924,LU1720938924,core,primary_listing,SIX::EMLOCA
SIX::EMLV,EMLV,SIX,ETF,IE00B8KGV557,IE00B8KGV557,extended,secondary_cross_listing,LSE::EMMV
SIX::EMMH,EMMH,SIX,ETF,IE000ZO4CUT7,IE000ZO4CUT7,core,primary_listing,SIX::EMMH
SIX::EMMN,EMMN,SIX,Stock,CH0012829898,CH0012829898,core,primary_listing,SIX::EMMN
SIX::EMMUKD,EMMUKD,SIX,ETF,LU1126036976,LU1126036976,core,primary_listing,SIX::EMMUKD
SIX::EMMUSA,EMMUSA,SIX,ETF,LU0480132876,LU0480132876,extended,secondary_cross_listing,LSE::UB30
SIX::EMMUSC,EMMUSC,SIX,ETF,LU0950674175,LU0950674175,core,primary_listing,SIX::EMMUSC
SIX::EMSN,EMSN,SIX,Stock,CH0016440353,CH0016440353,core,primary_listing,SIX::EMSN
SIX::EMSW,EMSW,SIX,ETF,IE000DBHED39,IE000DBHED39,core,primary_listing,SIX::EMSW
SIX::EMUAA,EMUAA,SIX,ETF,LU0950668870,LU0950668870,extended,secondary_cross_listing,LSE::0DZP
SIX::EMUC,EMUC,SIX,ETF,IE00BWK1SP74,IE00BWK1SP74,core,primary_listing,SIX::EMUC
SIX::EMUCHF,EMUCHF,SIX,ETF,LU1169819635,LU1169819635,core,primary_listing,SIX::EMUCHF
SIX::EMUEUA,EMUEUA,SIX,ETF,LU0147308422,LU0147308422,extended,secondary_cross_listing,LSE::UB06
SIX::EMUM,EMUM,SIX,ETF,IE00BCLWRD08,IE00BCLWRD08,extended,secondary_cross_listing,XETRA::IS3H
SIX::EMUPA,EMUPA,SIX,ETF,IE00BN4Q0L55,IE00BN4Q0L55,extended,secondary_cross_listing,XETRA::AW1Z
SIX::EMUSD,EMUSD,SIX,ETF,LU1169819718,LU1169819718,core,primary_listing,SIX::EMUSD
SIX::EMUSRI,EMUSRI,SIX,ETF,LU0950674761,LU0950674761,core,primary_listing,SIX::EMUSRI
SIX::EMUUKD,EMUUKD,SIX,ETF,LU1107559376,LU1107559376,core,primary_listing,SIX::EMUUKD
SIX::EMUUSD,EMUUSD,SIX,ETF,LU1169819809,LU1169819809,core,primary_listing,SIX::EMUUSD
SIX::EMVEUA,EMVEUA,SIX,ETF,LU0446734369,LU0446734369,extended,secondary_cross_listing,LSE::UB17
SIX::ENVR,ENVR,SIX,ETF,IE00BLRPRR04,IE00BLRPRR04,extended,secondary_cross_listing,LSE::LVNG
SIX::EPIC,EPIC,SIX,Stock,CH0516131684,CH0516131684,core,primary_listing,SIX::EPIC
SIX::EQAC,EQAC,SIX,ETF,IE00BFZXGZ54,IE00BFZXGZ54,extended,secondary_cross_listing,XETRA::EQQB
SIX::EQCH,EQCH,SIX,ETF,IE00BYVTMT69,IE00BYVTMT69,core,primary_listing,SIX::EQCH
SIX::EQLTS,EQLTS,SIX,ETF,LU1215452092,LU1215452092,core,primary_listing,SIX::EQLTS
SIX::ERCH,ERCH,SIX,ETF,IE0004WPSAM9,IE0004WPSAM9,core,primary_listing,SIX::ERCH
SIX::EROX,EROX,SIX,ETF,IE00BKWQ0Q14,IE00BKWQ0Q14,core,primary_listing,SIX::EROX
SIX::ESCEUA,ESCEUA,SIX,ETF,LU0671493277,LU0671493277,extended,secondary_cross_listing,LSE::UB69
SIX::ESGEMC,ESGEMC,SIX,ETF,LU1974696095,LU1974696095,core,primary_listing,SIX::ESGEMC
SIX::ESGEMD,ESGEMD,SIX,ETF,LU1974695790,LU1974695790,extended,secondary_cross_listing,LSE::EMIG
SIX::ESGEME,ESGEME,SIX,ETF,LU1974696418,LU1974696418,extended,secondary_cross_listing,XETRA::EMIE
SIX::ESGEMU,ESGEMU,SIX,ETF,LU2194286006,LU2194286006,core,primary_listing,SIX::ESGEMU
SIX::ESGGB,ESGGB,SIX,ETF,LU1974693662,LU1974693662,extended,secondary_cross_listing,LSE::EGOV
SIX::ESGGBD,ESGGBD,SIX,ETF,LU1974694041,LU1974694041,core,primary_listing,SIX::ESGGBD
SIX::ESGGBS,ESGGBS,SIX,ETF,LU1974694397,LU1974694397,core,primary_listing,SIX::ESGGBS
SIX::ESREUA,ESREUA,SIX,ETF,LU0629460675,LU0629460675,extended,secondary_cross_listing,LSE::UB39
SIX::ESSN,ESSN,SIX,ETF,IE00BLRPQH31,IE00BLRPQH31,extended,secondary_cross_listing,LSE::FOGB
SIX::ESUN,ESUN,SIX,Stock,CH0024736404,CH0024736404,core,primary_listing,SIX::ESUN
SIX::ETHE-EUR,ETHE-EUR,SIX,ETF,GB00BLD4ZM24,GB00BLD4ZM24,extended,secondary_cross_listing,LSE::ETHP
SIX::ETHE-USD,ETHE-USD,SIX,ETF,GB00BLD4ZM24,GB00BLD4ZM24,extended,secondary_cross_listing,LSE::ETHP
SIX::EUESG,EUESG,SIX,ETF,IE00BNC0M913,IE00BNC0M913,extended,secondary_cross_listing,XETRA::AW1H
SIX::EUEUA,EUEUA,SIX,ETF,LU1600334798,LU1600334798,extended,secondary_cross_listing,XETRA::UIMF
SIX::EUGBPA,EUGBPA,SIX,ETF,LU1169820138,LU1169820138,extended,secondary_cross_listing,LSE::UB0E
SIX::EUGBPD,EUGBPD,SIX,ETF,LU1169819981,LU1169819981,extended,secondary_cross_listing,LSE::UB0F
SIX::EUNE,EUNE,SIX,ETF,IE0008471009,IE0008471009,extended,secondary_cross_listing,LSE::EUE
SIX::EURCHA,EURCHA,SIX,ETF,LU1589327680,LU1589327680,core,primary_listing,SIX::EURCHA
SIX::EURE,EURE,SIX,ETF,IE00BSJCQV56,IE00BSJCQV56,extended,secondary_cross_listing,XETRA::ZPRP
SIX::EUREUA,EUREUA,SIX,ETF,LU0446734104,LU0446734104,extended,secondary_cross_listing,LSE::UB12
SIX::EURPA,EURPA,SIX,ETF,IE00BN4Q0933,IE00BN4Q0933,extended,secondary_cross_listing,XETRA::AW13
SIX::EURSRI,EURSRI,SIX,ETF,LU2206597804,LU2206597804,extended,secondary_cross_listing,XETRA::UIW1
SIX::EUSRS,EUSRS,SIX,ETF,LU1273642816,LU1273642816,core,primary_listing,SIX::EUSRS
SIX::EUSRT,EUSRT,SIX,ETF,LU1273642907,LU1273642907,core,primary_listing,SIX::EUSRT
SIX::EUSRU,EUSRU,SIX,ETF,LU1280300770,LU1280300770,core,primary_listing,SIX::EUSRU
SIX::EVE,EVE,SIX,Stock,CH1262055788,CH1262055788,core,primary_listing,SIX::EVE
SIX::F1ESG,F1ESG,SIX,ETF,LU0879397742,LU0879397742,extended,secondary_cross_listing,XETRA::UEFY
SIX::F1ESGA,F1ESGA,SIX,ETF,LU0950670777,LU0950670777,core,primary_listing,SIX::F1ESGA
SIX::F5ESG,F5ESG,SIX,ETF,LU0879399441,LU0879399441,extended,secondary_cross_listing,XETRA::UEFZ
SIX::F5ESGA,F5ESGA,SIX,ETF,LU0950677863,LU0950677863,core,primary_listing,SIX::F5ESGA
SIX::FACH,FACH,SIX,ETF,IE00BYVTMY13,IE00BYVTMY13,core,primary_listing,SIX::FACH
SIX::FEMC,FEMC,SIX,ETF,IE00BYSX4739,IE00BYSX4739,extended,secondary_cross_listing,LSE::FEME
SIX::FGQC,FGQC,SIX,ETF,IE00BMG8GR03,IE00BMG8GR03,core,primary_listing,SIX::FGQC
SIX::FHZN,FHZN,SIX,Stock,CH0319416936,CH0319416936,core,primary_listing,SIX::FHZN
SIX::FORN,FORN,SIX,Stock,CH0003541510,CH0003541510,core,primary_listing,SIX::FORN
SIX::FREN,FREN,SIX,Stock,CH0045825517,CH0045825517,core,primary_listing,SIX::FREN
SIX::FTON,FTON,SIX,Stock,CH0009320091,CH0009320091,core,primary_listing,SIX::FTON
SIX::FWCA,FWCA,SIX,ETF,IE000SHR0UX9,IE000SHR0UX9,core,primary_listing,SIX::FWCA
SIX::GALD,GALD,SIX,Stock,CH1335392721,CH1335392721,core,primary_listing,SIX::GALD
SIX::GALE,GALE,SIX,Stock,CH0360674466,CH0360674466,core,primary_listing,SIX::GALE
SIX::GAV,GAV,SIX,Stock,CH1278877563,CH1278877563,core,primary_listing,SIX::GAV
SIX::GCVC,GCVC,SIX,ETF,IE00BDT6FS23,IE00BDT6FS23,core,primary_listing,SIX::GCVC
SIX::GEBN,GEBN,SIX,Stock,CH0030170408,CH0030170408,core,primary_listing,SIX::GEBN
SIX::GENDEG,GENDEG,SIX,ETF,IE00BDR5H297,IE00BDR5H297,extended,secondary_cross_listing,LSE::GENG
SIX::GENDES,GENDES,SIX,ETF,IE00BDR5H412,IE00BDR5H412,core,primary_listing,SIX::GENDES
SIX::GENDET,GENDET,SIX,ETF,IE00BDR5H305,IE00BDR5H305,core,primary_listing,SIX::GENDET
SIX::GF,GF,SIX,Stock,CH1169151003,CH1169151003,core,primary_listing,SIX::GF
SIX::GFAA,GFAA,SIX,ETF,IE00BF540Z61,IE00BF540Z61,extended,secondary_cross_listing,LSE::GFA
SIX::GGMUSY,GGMUSY,SIX,ETF,IE00B7KMNP07,IE00B7KMNP07,extended,secondary_cross_listing,XETRA::UBUD
