ticker,isin,wkn
000615,CNE0000007D1,
000617,CNE000000MS3,
000619,CNE000000MR5,
00062,BMG9031M1082,
000620,CNE000000958,
000623,CNE000000719,
000625,CNE000000R36,
000626,CNE000000H12,
000628,CNE0000005X3,
000629,CNE0000007H2,
00063,BMG2123P1059,
000630,CNE000000529,
000631,CNE000000990,
000632,CNE000000685,
000633,CNE000000081,
000635,CNE000000N71,
000636,CNE000000GH8,
000637,CNE0000000M7,
000638,CNE0000008Y5,
000639,CNE000000008,
00064,KYG3926K1296,
000640,KR7000640003,
00065,KYG4064U1013,
000651,CNE0000001D4,
000652,CNE0000005D5,
000655,CNE000000131,
000656,CNE000000073,
000657,CNE0000006M4,
000659,CNE0000000C8,
00066,HK0066009694,
000660,KR7000660001,
000661,CNE0000007J8,
000663,CNE000000CS4,
000665,CNE0000000W6,
000668,CNE0000000Q8,
000669,CNE000000693,
000670,KR7000670000,
000672,CNE0000004Q0,
000676,CNE000000NN2,
000677,CNE0000000J3,
000678,CNE0000008Z2,
000679,CNE0000008C1,
000681,CNE000000BW8,
000682,CNE0000006P7,
000683,CNE000000P20,
000685,CNE0000006B7,
000686,CNE0000004H9,
000688,CNE0000003F5,
00069,BMG8063F1068,
000690,CNE000000P12,
000691,CNE000000628,
000692,CNE0000007K6,
000695,CNE0000005C7,
000697,CNE000000800,
000698,CNE0000002H3,
0007,MYQ0007OO003,
00070,HK0000295763,
000701,CNE0000005Y1,
000702,CNE000000P95,
000703,CNE0000001J1,
000705,CNE0000007L4,
000707,CNE0000007M2,
000708,CNE0000008J6,
000709,CNE000000H20,
00071,HK0071000456,
000710,CNE000000PN7,
000711,CNE0000006Q5,
000712,CNE000000PJ5,
000713,CNE000000PQ0,
000715,CNE000000PS6,
000716,CNE000000909,
000717,CNE000000PW8,
000718,CNE0000007N0,
000719,CNE0000000X4,
00072,KYG618251089,
000720,KR7000720003,
000721,CNE000000D81,
000722,CNE0000009J4,
000723,CNE0000005J2,
000726,CNE000001667,
000727,CNE0000002J9,
000728,CNE000000QZ9,
000729,CNE000000S84,
00073,BMG0620W3009,
000731,CNE000000FV1,
000733,CNE000000RY0,
000735,CNE000000CR6,
000736,CNE000000727,
000737,CNE000000PR8,
000738,CNE000000RM5,
000739,CNE000000Q45,
00075,BMG987731079,
000750,CNE0000008K4,
000751,CNE0000004X6,
000752,CNE000000RJ1,
000753,CNE000000RR4,
000755,CNE000000S43,
000756,CNE000000BG1,
000757,CNE000000RV6,
000758,CNE000000PK3,
000759,CNE000000180,
00076,HK0000900701,
000760,KR7000760009,
000761,CNE000000TX8,
000762,CNE000000S27,
000766,CNE000000735,
000767,CNE000000776,
000768,CNE000000RF9,
00077,KYG041561088,
000776,CNE0000008L2,
000777,CNE000000RW4,
000778,CNE000000QG9,
000779,CNE000000QL9,
00078,BMG7475M1626,
000782,CNE0000002K7,
000783,CNE000000SH3,
000785,CNE0000001N3,
000786,CNE000000QS4,
000788,CNE0000008M0,
000789,CNE000000SZ5,
00079,BMG2021N1609,
000790,CNE0000001H5,
000791,CNE000000T42,
000792,CNE000000SW2,
000793,CNE0000002L5,
000795,CNE000000SL5,
000796,CNE000000S50,
000797,CNE000000SD2,
000798,CNE000000V30,
000799,CNE000000S92,
0007F0,KR70007F0000,
0007G0,KR70007G0009,
0007N0,KR70007N0000,
0008,MYQ0008OO001,
00080,KYG211971687,
000800,CNE000000R85,
000801,CNE0000000B0,
000802,CNE000000TW0,
000803,CNE0000000G9,
000807,CNE000000VG9,
000809,CNE0000000Z9,
00081,HK0000065737,
000810,KR7000810002,
000811,CNE0000000S4,
000812,CNE0000006R3,
000813,CNE000000VV8,
000816,CNE000000SR2,
000818,CNE000000T67,
000819,CNE0000006C5,
00082,BMG249551091,
000820,CNE0000007Q3,
000821,CNE000000743,
000822,CNE000000WH5,
000823,CNE000000T26,
000825,CNE000000WM5,
000826,CNE000000BX6,
000828,CNE000000R02,
000829,CNE000000TM1,
00083,HK0083000502,
000830,CNE000000WN3,
000831,CNE000000WS2,
000833,CNE000000XC4,
000837,CNE000000WX2,
000838,CNE0000007R1,
000839,CNE000000TD0,
00084,BMG8465C1073,
000848,CNE000000TG3,
00085,BMG2122L1054,
000852,CNE000000XK7,
000856,CNE000000WJ1,
000858,CNE000000VQ8,
000859,CNE000000XF7,
00086,HK0086000525,
000862,CNE000000WZ7,
000863,CNE000000T00,
000868,CNE000000SG5,
000869,CNE000001568,
00087,HK0087000532,
000875,CNE000001CR4,
000876,CNE000000VB0,
000877,CNE000000XV4,
000878,CNE000000W13,
00088,BMG8659B1054,
000880,KR7000880005,
000881,CNE000000842,
000882,CNE000000W70,
000883,CNE000000750,
000885,CNE000000Y45,
000886,CNE000000V48,
000887,CNE000000XP6,
000888,CNE000000T91,
000889,CNE000000TT6,
00089,HK0089000548,
000892,CNE000000XX0,
000893,CNE000000XS0,
000895,CNE000000XM3,
000897,CNE000000Y60,
000898,CNE000000SQ4,
000899,CNE000000TP4,
0008E0,KR70008E0000,
0008S0,KR70008S0004,
0008T0,KR70008T0003,
00090,KYG730761049,
000900,CNE000000925,
000901,CNE000000Y86,
000902,CNE000000YG3,
000903,CNE000000YJ7,
000905,CNE000000YL3,
000906,CNE000000YS8,
000908,CNE000000Y11,
000909,CNE000000YN9,
000911,CNE000000YX8,
000912,CNE000000Z02,
000913,CNE000000YQ2,
000915,CNE000000Z28,
000917,CNE000000YB4,
000919,CNE0000010W5,
00092,BMG2033C4008,
000920,CNE000000Z51,
000921,CNE000000LC9,
000922,CNE0000007V3,
000923,CNE000000ZK2,
000925,CNE000000Z93,
000926,CNE000000ZG0,
000927,CNE000000ZV9,
000928,CNE0000007W1,
000929,CNE000000ZD7,
00093,BMG8760C1414,
000930,CNE000000ZR7,
000931,CNE000001030,
000932,CNE000001006,
000933,CNE000001097,
000935,CNE000001048,
000936,CNE000001063,
000937,CNE0000010H6,
000938,CNE0000010T1,
00094,BMG4094L1054,
000948,CNE0000010M6,
000949,CNE0000010N4,
00095,KYG5727E1035,
000950,KR7000950006,
000951,CNE0000010Y1,
000952,CNE0000010R5,
000953,CNE000001105,
000955,CNE000001121,
000957,CNE000001188,
000958,CNE000001154,
000959,CNE000001196,
00096,KYG9883K1013,
000960,CNE0000011D3,
000962,CNE0000011N2,
000963,CNE0000011S1,
000965,CNE000001212,
000966,CNE0000011X1,
000967,CNE0000011Z6,
000968,CNE0000012V3,
000969,CNE0000012X9,
00097,HK0097000571,
000972,CNE0000012C3,
000973,CNE0000012F6,
000975,CNE0000012L4,
000977,CNE0000012M2,
000978,CNE0000012H2,
00098,KYG9828C1078,
000980,CNE000001337,
000981,CNE000001352,
000983,CNE0000013Y5,
000985,CNE000001402,
000987,CNE0000013M0,
000988,CNE000001303,
000989,CNE000001394,
00099,BMG9738G1078,
000990,KR7000990002,
000993,CNE000001469,
000995,CNE000001477,
000997,CNE0000014B1,
000998,CNE000001360,
000999,CNE0000011K8,
0010,MYQ0010OO007,
00100,KYG6181S1093,
001000,KR7001000009,
00101,HK0101000591,
001020,KR7001020007,
00103,HK0001215935,
00104,BMG0532V2009,
001040,KR7001040005,
00105,HK0105000613,
00106,BMG5370A1018,
001060,KR7001060003,
00107,CNE100000494,
001070,KR7001070002,
00108,HK0108000628,
001080,KR7001080001,
0010E0,KR70010E0006,
0011,MYQ0011OO005,
00110,BMG2154Z1216,
00111,BMG2143M1082,
001120,KR7001120005,
00113,BMG275871231,
001130,KR7001130004,
00114,BMG4410A1062,
00115,BMG4054H3005,
00116,BMG2113M1203,
00117,KYG8884H1092,
00118,HK0118000667,
00119,HK0119000674,
0012,MYQ0012OO003,
00120,KYG2445L1703,
001200,KR7001200005,
001201,CNE100004JW2,
001202,CNE100004JX0,
001203,CNE100004JY8,
001205,CNE100004JZ5,
001206,CNE100004K03,
001207,CNE100004K11,
001208,CNE100004K29,
001209,CNE100005H72,
001210,KR7001210004,
001211,CNE100004N18,
001212,CNE100004N26,
001213,CNE100005D43,
001215,CNE100004R48,
001216,CNE100005H56,
001217,CNE100004R55,
001218,CNE100004R63,
001219,CNE100004R71,
00122,HK0001074084,
001222,CNE100005JB3,
001223,CNE100005WW2,
001225,CNE1000061C8,
001226,CNE100005DK7,
001227,CNE1000056L9,
001228,CNE100005CX2,
001229,CNE100005JC1,
00123,HK0000745908,
001230,KR7001230002,
001231,CNE100005HT9,
001233,CNE100007CR0,
001234,CNE100005H23,
001236,CNE100005HS1,
001238,CNE100005KR7,
001239,CNE100006CJ9,
00124,BMG4182K1009,
00125,BMG8572F1005,
001250,KR7001250000,
001255,CNE100005KS5,
001256,CNE100005NG4,
001258,CNE100005GM6,
001259,CNE100005JD9,
00126,BMG1993G1042,
001260,KR7001260009,
001266,CNE100005840,
001267,CNE100004Y72,
001268,CNE100005GN4,
001269,CNE100005KT3,
00127,BMG2108M2182,
001270,KR7001270008,
001278,CNE1000061F1,
00128,HK0128011282,
001280,CNE100007CS8,
001282,CNE1000061G9,
001283,CNE100005JF4,
001286,CNE100005Z70,
001287,CNE100005Z88,
001288,CNE100004Y80,
001289,US16890R1095,
00129,BMG0533U2355,
001290,KR7001290006,
001296,CNE100005H15,
001298,CNE100005KV9,
001299,CNE100005M00,
00130,KYG618641073,
001300,CNE100005M18,
001301,CNE100005WV4,
001308,CNE100005857,
001309,CNE100005GP9,
00131,HK0131037993,
001311,CNE100005YL1,
001313,CNE100005865,
001314,CNE100005YM9,
001316,,
001317,CNE100005H49,
001318,CNE100005CZ7,
001319,CNE100005D01,
00132,BMG210751092,
001322,CNE100005KW7,
001323,CNE100005DN1,
001324,CNE1000061H7,
001326,CNE1000069Q1,
001328,CNE100005Z96,
00133,HK0133000726,
001330,CNE100005JG2,
001331,CNE100005JH0,
001332,CNE100005KX5,
001333,CNE100005NH2,
001336,CNE100005GQ7,
001337,CNE100005YN7,
001338,CNE100005NJ8,
001339,CNE100005JJ6,
001340,KR7001340009,
00135,BMG5320C1082,
001358,CNE100006CK7,
00136,BMG4404N1149,
001360,KR7001360007,
001366,,
001367,CNE1000061L9,
001368,CNE1000061M7,
00137,HK0137031065,
001373,CNE1000061N5,
001376,CNE1000069R9,
001378,CNE1000069S7,
001379,CNE100006FJ2,
00138,BMG1987Y2020,
001380,KR7001380005,
001382,CNE100006VC4,
001387,CNE100006D83,
001388,CNE1000071J2,
00139,BMG2118J2052,
001390,KR7001390004,
0013P0,KR70013P0000,
0013R0,KR70013R0008,
00142,BMG348041077,
001420,KR7001420009,
001430,KR7001430008,
00144,HK0144000764,
001440,KR7001440007,
00145,HK0000990694,
001450,KR7001450006,
00146,BMG8659F1068,
001460,KR7001460005,
00147,BMG4824K1045,
00148,KYG525621408,
00149,BMG2150P2343,
00150,KYG468321040,
001500,KR7001500008,
00151,KYG9431R1039,
001510,KR7001510007,
00152,BMG8086V1467,
001520,KR7001520006,
001530,KR7001530005,
00154,HK0154000803,
001540,KR7001540004,
001550,KR7001550003,
00156,HK0000936234,
001560,KR7001560002,
00157,KYG640061027,
00158,HK0158000825,
0015B0,KR70015B0004,
0015E0,KR70015E0001,
0015F0,KR70015F0000,
0015K0,KR70015K0003,
00160,HK0160011786,
00162,BMG2021K1172,
001620,KR7001620004,
00163,BMG3036C2239,
001630,KR7001630003,
00164,BMG2119D3063,
00165,HK0165000859,
00166,BMG648851092,
00167,BMG4705P1499,
00168,CNE1000004K1,
001680,KR7001680008,
00169,BMG9430N1039,
001696,CNE000000107,
0016X0,KR70016X0007,
0017,MYQ0017OO002,
00171,HK0171000877,
001720,KR7001720002,
00173,BMG5321P1169,
00174,HK0174000890,
001740,KR7001740000,
001750,KR7001750009,
00176,BMG8587Y1021,
00177,CNE1000003J5,
001770,KR7001770007,
00178,KYG7814S1021,
001780,KR7001780006,
00179,BMG5150J1577,
001790,KR7001790005,
0017Y0,KR70017Y0005,
00180,BMG5206W1038,
001800,KR7001800002,
00181,HK0181013399,
001810,KR7001810001,
00182,BMG2345T1099,
001820,KR7001820000,
00183,KYG9704H1130,
00184,HK0184000948,
00185,HK0000769783,
00186,BMG652161065,
00187,CNE100000270,
001872,CNE000000818,
00188,BMG8587P1196,
00189,KYG2816P1072,
001896,CNE000000TZ3,
0018C0,KR70018C0000,
0018Z0,KR70018Z0003,
00191,HK0000356805,
001914,CNE000000H95,
00193,HK0000489689,
00194,HK0194000995,
001940,KR7001940006,
00195,KYG4100V1133,
00196,KYG4584R1092,
001965,CNE1000032B1,
00197,KYG440351305,
001979,CNE100002FC6,
00199,BMG4984N1618,
0019K0,KR70019K0009,
0020,MYQ0020OO006,
00200,HK0200030994,
002001,CNE000001J84,
002003,CNE000001JH0,
002004,CNE000001JJ6,
002005,CNE000001JK4,
002006,CNE000001JL2,
002007,CNE000001JN8,
002008,CNE000001JQ1,
002009,CNE000001JR9,
00201,HK0201008726,
002010,CNE000001JS7,
002011,CNE000001JT5,
002012,CNE000001JW9,
002014,CNE000001JZ2,
002015,CNE000001K08,
002016,CNE000001K16,
002017,CNE000001K32,
002019,CNE000001K65,
00202,HK0000062734,
002021,CNE000001K81,
002022,CNE000001KC9,
002023,CNE000001KD7,
002024,CNE000001KF2,
002026,CNE000001KH8,
002027,CNE000001KK2,
002028,CNE000001KM8,
002029,CNE000001KN6,
002031,CNE000001KR7,
002032,CNE000001KS5,
002033,CNE000001KV9,
002034,CNE000001KW7,
002035,CNE000001KY3,
002036,CNE000001L07,
002037,CNE000001L15,
002038,CNE000001L31,
002039,CNE000001LK0,
00204,BMG2115B2053,
002040,CNE000001LN4,
002041,CNE000001LQ7,
002042,CNE000001LR5,
002043,CNE000001LT1,
002044,CNE000001LV7,
002045,CNE000001LW5,
002046,CNE000001LY1,
002047,CNE000001LZ8,
002048,CNE000001M06,
002049,CNE000001M14,
002050,CNE000001M22,
002051,CNE000001N13,
002052,CNE000001N21,
002053,CNE000001N39,
002054,CNE000001N54,
002055,CNE000001N62,
002056,CNE000001N70,
002057,CNE000001N88,
002058,CNE000001N96,
002059,CNE000001NB5,
00206,KYG2124A1076,
002060,CNE000001NC3,
002061,CNE000001NF6,
002062,CNE000001NH2,
002063,CNE000001NJ8,
002064,CNE000001NK6,
002065,CNE000001NL4,
002066,CNE000001NM2,
002067,CNE000001NP5,
002068,CNE000001NQ3,
002069,CNE000001NR1,
002070,KR7002070001,
002072,CNE000001NW1,
002073,CNE000001NX9,
002074,CNE000001NY7,
002075,CNE000001P11,
002076,CNE000001P29,
002077,CNE000001P45,
002078,CNE000001P52,
002079,CNE000001P60,
002080,CNE000001P78,
002081,CNE000001P86,
002082,CNE000001P94,
002083,CNE000001PC8,
002084,CNE000001PD6,
002085,CNE000001PF1,
002086,CNE000001PG9,
002088,CNE000001PK1,
00209,BMG9723F1225,
002090,CNE000001PM7,
002091,CNE000001PN5,
002092,CNE000001PP0,
002093,CNE000001PR6,
002094,CNE000001PS4,
002095,CNE000001PT2,
002096,CNE000001PV8,
002097,CNE000001PW6,
002098,CNE000001PX4,
002099,CNE000001PY2,
0020H0,KR70020H0001,
00210,KYG2830J1031,
002101,CNE000001Q10,
002102,CNE000001Q28,
002103,CNE000001Q51,
002104,CNE000001Q69,
002105,CNE000001Q77,
002106,CNE000001Q85,
002107,CNE000001QB8,
002108,CNE000001QC6,
002109,CNE000001QD4,
00211,BMG8540A3088,
002110,CNE000001QF9,
002111,CNE000001QT0,
002112,CNE000001QX2,
002114,CNE000001R01,
002115,CNE000001R19,
002116,CNE000001R27,
002117,CNE000001R35,
002119,CNE000001R50,
00212,BMG6362N1011,
002120,CNE100000015,
002121,CNE100000023,
002122,CNE100000031,
002123,CNE100000049,
002124,CNE100000056,
002125,CNE100000064,
002126,CNE100000072,
002127,CNE100000080,
002128,CNE100000098,
002129,CNE1000000B8,
00213,BMG6374F1041,
002130,CNE1000000C6,
002131,CNE1000000F9,
002132,CNE1000000G7,
002133,CNE1000000H5,
002134,CNE1000000N3,
002135,CNE1000000J1,
002136,CNE1000000K9,
002137,CNE1000000L7,
002138,CNE1000000M5,
002139,CNE1000005H4,
00214,BMG0534H1189,
002141,CNE1000005S1,
002142,CNE1000005P7,
002144,CNE1000005W3,
002145,CNE1000005X1,
002146,CNE1000005Y9,
002148,CNE100000676,
002149,CNE100000684,
00215,KYG4672G1064,
002151,CNE100000643,
002152,CNE100000650,
002153,CNE100000668,
002154,CNE1000006D1,
002155,CNE1000006B5,
002156,CNE1000006C3,
002157,CNE1000006H2,
002158,CNE1000006J8,
002159,CNE1000006K6,
00216,HK0216001088,
002160,CNE1000006F6,
002161,CNE1000006G4,
002162,CNE1000006M2,
002163,CNE1000006N0,
002164,CNE1000006P5,
002165,CNE1000006Q3,
002166,CNE1000006W1,
002167,CNE1000006R1,
002168,CNE1000006S9,
002169,CNE1000006T7,
00217,HK0217012357,
002171,CNE1000006X9,
002172,CNE1000006Y7,
002173,CNE1000007J6,
002174,CNE1000007K4,
002175,CNE1000007D9,
002176,CNE1000007F4,
002177,CNE1000007R9,
002178,CNE1000007S7,
002179,CNE1000007T5,
00218,HK0218001102,
002180,CNE1000007W9,
002181,CNE000001931,
002182,CNE1000007X7,
002183,CNE1000007Y5,
002184,CNE100000809,
002185,CNE100000825,
002186,CNE100000833,
002187,CNE100000841,
002188,CNE100000858,
002189,CNE100000882,
00219,HK0219009344,
002190,CNE100000890,
002191,CNE1000008B1,
002192,CNE1000008C9,
002193,CNE1000008G0,
002194,CNE1000008H8,
002195,CNE1000008K2,
002196,CNE1000008L0,
002197,CNE1000008N6,
002198,CNE1000008P1,
002199,CNE1000008Q9,
0021C0,KR70021C0005,
0021D0,KR70021D0004,
0021E0,KR70021E0003,
0022,MYQ0022OO002,
00220,KYG9222R1065,
002201,CNE1000008T3,
002202,CNE1000008S5,
002203,CNE1000008X5,
002204,CNE1000008Y3,
002205,CNE100000908,
002206,CNE100000916,
002207,CNE100000932,
002208,CNE100000940,
002209,CNE100000965,
002210,CNE100000973,
002211,CNE100000999,
002212,CNE1000009B9,
002213,CNE1000009C7,
002214,CNE1000009G8,
002215,CNE1000009H6,
002216,CNE1000009J2,
002217,CNE1000009K0,
002218,CNE1000009M6,
002219,CNE1000009R5,
00222,HK0222001130,
002220,KR7002220002,
002221,CNE1000009S3,
002222,CNE1000009V7,
002223,CNE1000009X3,
002224,CNE100000B08,
002225,CNE100000B16,
002226,CNE100000B57,
002227,CNE100000B32,
002228,CNE100000B40,
002229,CNE100000B65,
00223,KYG3002T1195,
002232,CNE100000B73,
002233,CNE100000BC9,
002234,CNE100000BF2,
002235,CNE100000BD7,
002236,CNE100000BJ4,
002237,CNE100000BH8,
002238,CNE100000BM8,
002239,CNE100000BL0,
00224,BMG7098N1002,
002241,CNE100000BP1,
002242,CNE100000BQ9,
002243,CNE100000BR7,
002244,CNE100000BS5,
002245,CNE100000BT3,
002246,CNE100000BW7,
002247,CNE100000BX5,
002248,CNE100000BZ0,
002249,CNE100000C07,
00225,HK0225001145,
002250,CNE100000C15,
002251,CNE100000C23,
002252,CNE100000C31,
002253,CNE100000C49,
002254,CNE100000C56,
002255,CNE100000C64,
002256,CNE100000C72,
002258,CNE100000C98,
002259,CNE100000CC7,
002261,CNE100000CF0,
002262,CNE100000CG8,
002263,CNE100000CH6,
002264,CNE100000CJ2,
002265,CNE100000CK0,
002266,CNE100000CL8,
002267,CNE100000CN4,
002268,CNE100000CM6,
002269,CNE100000CQ7,
00227,HK0227001168,
002270,CNE100000CR5,
002271,CNE100000CS3,
002272,CNE100000CV7,
002273,CNE100000CT1,
002274,CNE100000CW5,
002275,CNE100000DY9,
002276,CNE100000DZ6,
002277,CNE100000F12,
002278,CNE100000F53,
002279,CNE000001QL7,
00228,KYG2153W1116,
002281,CNE100000F87,
002282,CNE100000F61,
002283,CNE100000F79,
002284,CNE100000FJ5,
002285,CNE100000FK3,
002286,CNE100000FL1,
002287,CNE100000FM9,
002289,CNE100000FQ0,
00229,HK0229001182,
002291,CNE100000FS6,
002292,CNE100000FT4,
002293,CNE100000FV0,
002294,CNE100000FW8,
002295,CNE100000FY4,
002296,CNE100000FZ1,
002297,CNE100000G03,
002298,CNE100000G11,
002299,CNE100000G78,
0022T0,KR70022T0005,
0023,MYQ0023OO000,
002300,CNE100000G86,
002301,CNE100000G94,
002302,CNE100000H77,
002303,CNE100000H85,
002304,CNE100000HB8,
002305,CNE100000HC6,
002306,CNE100000HG7,
002307,CNE100000HH5,
002309,CNE100000HM5,
002311,CNE100000HP8,
002312,CNE100000HQ6,
002313,CNE100000HR4,
002314,CNE100000HS2,
002315,CNE100000HT0,
002316,CNE100000HV6,
002317,CNE100000HW4,
002318,CNE100000HX2,
002319,CNE100000HY0,
00232,BMG2381M1091,
002321,CNE100000J00,
002322,CNE100000J18,
002323,CNE100000J26,
002324,CNE100000J34,
002326,CNE100000J59,
002327,CNE100000JP4,
002328,CNE100000JQ2,
002329,CNE100000JS8,
002330,CNE100000JT6,
002331,CNE100000JV2,
002332,CNE100000K64,
002333,CNE100000K56,
002334,CNE100000K49,
002335,CNE100000K31,
002337,CNE100000K98,
002338,CNE100000K80,
002339,CNE100000KV0,
00234,BMG644581396,
002340,CNE100000KT4,
002342,CNE100000KR8,
002343,CNE100000KQ0,
002344,CNE100000KP2,
002345,CNE100000KZ1,
002346,CNE100000KY4,
002347,CNE100000KX6,
002348,CNE100000L22,
002349,CNE100000L14,
00235,HK0235034623,
002351,CNE100000L71,
002352,CNE100000L63,
002353,CNE100000L55,
002354,CNE100000LB0,
002356,CNE100000LD6,
002357,CNE100000LF1,
002358,CNE100000LG9,
00236,HK0236001209,
002361,CNE100000LX4,
002362,CNE100000LW6,
