ticker,exchange,asset_type,name,cotahist_ticker,cotahist_name,cotahist_bdi_code,cotahist_market_type,cotahist_date,cotahist_isin,decision
HOAM5,B3,Stock,CIA TROPICAL DE HOTEIS DA AMAZONIA,,,,,,,no_cotahist_match
HOAM6,B3,Stock,CIA TROPICAL DE HOTEIS DA AMAZONIA,,,,,,,no_cotahist_match
ICBR3,B3,Stock,INTERCEMENT BRASIL S.A.,,,,,,,no_cotahist_match
IMBB11,B3,ETF,Etf Bradesco Ima-B Fundo De Indice,,,,,,,no_cotahist_match
INDA11,B3,ETF,TREND ETF MSCI INDIA FDO DE INV DE ÍNDICE,,,,,,,no_cotahist_match
IPNN3,B3,Stock,TESTE IPN VS SA,,,,,,,no_cotahist_match
IVLG3B,B3,Stock,INVITEL LEGACY S.A.,,,,,,,no_cotahist_match
IVPR3B,B3,Stock,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,,,,,,,no_cotahist_match
IVPR4B,B3,Stock,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,,,,,,,no_cotahist_match
JCBA6,B3,Stock,J C BARRETTO FERTILIZANTES S.A.,,,,,,,no_cotahist_match
KALS5,B3,Stock,KA 2 LAUNDRY SERVICES S.A.,,,,,,,no_cotahist_match
KALU3,B3,Stock,KALUNGA S.A,,,,,,,no_cotahist_match
LAZT3,B3,Stock,LAGO AZUL TRANSMISSO S.A.,,,,,,,no_cotahist_match
LMED3,B3,Stock,LIFEMED INDUSTRIAL EQUIP. DE ART. MÉD. HOSP. S.A.,,,,,,,no_cotahist_match
LOGS3,B3,Stock,LOGASA INDUSTRIA E COMERCIO S.A.,,,,,,,no_cotahist_match
LOGS4,B3,Stock,LOGASA INDUSTRIA E COMERCIO S.A.,,,,,,,no_cotahist_match
LTEL3B,B3,Stock,LITEL PARTICIPACOES S.A.,,,,,,,no_cotahist_match
LTLA3B,B3,Stock,LITELA PARTICIPAÇÕES S.A.,,,,,,,no_cotahist_match
MAQN3,B3,Stock,MAQUINA DE VENDAS BRASIL PARTICIPAÇÕES S.A.,,,,,,,no_cotahist_match
MAQN4,B3,Stock,MAQUINA DE VENDAS BRASIL PARTICIPAÇÕES S.A.,,,,,,,no_cotahist_match
MBRF11,B3,ETF,Fundo De Investimento Imobiliário Mercantil Do Brasil-fii -Inicio,,,,,,,no_cotahist_match
MDIN3,B3,Stock,MUNDIAL INC,,,,,,,no_cotahist_match
MDSI3,B3,Stock,MUNDIAL ASIA HONG KONG,,,,,,,no_cotahist_match
MGFB3,B3,Stock,M&G FIBRAS HOLDING S.A.,,,,,,,no_cotahist_match
MKSS3,B3,Stock,MKS SOLUÇÕES INTEGRADAS S.A.,,,,,,,no_cotahist_match
MMBR3,B3,Stock,MAGNETI MARELLI DO BRASIL IND.COM S.A.,,,,,,,no_cotahist_match
MMBR4,B3,Stock,MAGNETI MARELLI DO BRASIL IND.COM S.A.,,,,,,,no_cotahist_match
MMCA3,B3,Stock,MAGNETI MARELLI COFAP AUTOPECAS S.A.,,,,,,,no_cotahist_match
MMCA4,B3,Stock,MAGNETI MARELLI COFAP AUTOPECAS S.A.,,,,,,,no_cotahist_match
MMCF3,B3,Stock,MAGNETI MARELLI COFAP-CIA FABR PECAS S/A,,,,,,,no_cotahist_match
MMCF4,B3,Stock,MAGNETI MARELLI COFAP-CIA FABR PECAS S/A,,,,,,,no_cotahist_match
MNBI3,B3,Stock,MLOG S.A.,,,,,,,no_cotahist_match
MTAL3,B3,Stock,CIMETAL SIDERURGIA S/A,,,,,,,no_cotahist_match
MTAL6,B3,Stock,CIMETAL SIDERURGIA S/A,,,,,,,no_cotahist_match
MTNR5,B3,Stock,METANOR - METANOL DO NORDESTE S.A.,,,,,,,no_cotahist_match
MTNR7,B3,Stock,METANOR - METANOL DO NORDESTE S.A.,,,,,,,no_cotahist_match
MWIS6,B3,Stock,MWI - SISTEMA DE COMUNICACAO S.A.,,,,,,,no_cotahist_match
NAII3,B3,Stock,NAI HOLDINGS S.A.,,,,,,,no_cotahist_match
NAII4,B3,Stock,NAI HOLDINGS S.A.,,,,,,,no_cotahist_match
NESB3,B3,Stock,NESBER S.A.,,,,,,,no_cotahist_match
NIPL3,B3,Stock,NIPLAN ENGENHARIA S.A.,,,,,,,no_cotahist_match
NKEP3,B3,Stock,NK 031 EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,,,,,,,no_cotahist_match
NKEP4,B3,Stock,NK 031 EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,,,,,,,no_cotahist_match
NLFA11,B3,ETF,Nu Letras Financeiras Anbima Classe De Índice - Responsabilidade Limitada,,,,,,,no_cotahist_match
NODA3,B3,Stock,NOVADATA SISTEMAS E COMPUTADORES S/A,,,,,,,no_cotahist_match
NODA6,B3,Stock,NOVADATA SISTEMAS E COMPUTADORES S/A,,,,,,,no_cotahist_match
NOGV11,B3,ETF,INTER EQI TEVA ETF BOLSA SEM ESTATAIS FDO DE ÍNDIC,,,,,,,no_cotahist_match
NOVI3,B3,Stock,NORTIS INCORPORADORA E CONSTRUTORA S.A.,,,,,,,no_cotahist_match
NXVL3,B3,Stock,NOXVILLE INVESTIMENTOS S.A.,,,,,,,no_cotahist_match
NXVL4,B3,Stock,NOXVILLE INVESTIMENTOS S.A.,,,,,,,no_cotahist_match
OBAH3,B3,Stock,GRUPO FARTURA DE HORTIFRUT S/A,,,,,,,no_cotahist_match
OBIO3,B3,Stock,OLEOPLAN S.A - ÓLEOS VEGETAIS PLANALTO,,,,,,,no_cotahist_match
ODTR3,B3,Stock,OTP S.A.,,,,,,,no_cotahist_match
OPDL3B,B3,Stock,DALETH PARTICIPACOES S.A.,,,,,,,no_cotahist_match
ORNA4B,B3,Stock,ORNATO S.A. INDL DE PISOS E AZULEJOS,,,,,,,no_cotahist_match
OULG11B,B3,ETF,Pedra Dourada Fundo De Investimento Imobiliário - FII,,,,,,,no_cotahist_match
P5RD3,B3,Stock,MATRIZ COMPANHIA METALURGICA PRADA,,,,,,,no_cotahist_match
PASS5,B3,Stock,COMPASS GAS E ENERGIA S.A.,,,,,,,no_cotahist_match
PCBU3,B3,Stock,PACAEMBU CONSTRUTORA S.A.,,,,,,,no_cotahist_match
PCEM13,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,no_cotahist_match
PCEM14,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,no_cotahist_match
PCEM15,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,no_cotahist_match
PCEM16,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,no_cotahist_match
PCEM17,B3,Stock,PORTO PECEM GERACAO ENERGIA S/A,,,,,,,no_cotahist_match
PCFV4,B3,Stock,POCOS DE FERVEDOURO S.A.,,,,,,,no_cotahist_match
PLFS3,B3,Stock,POLO FILMS INDUSTRIA E COMERCIO SA,,,,,,,no_cotahist_match
PLSP3,B3,Stock,PLASCORP PARTICIPAÇÕES S.A.,,,,,,,no_cotahist_match
PMSP13B,B3,Stock,PREFEITURA MUNICIPAL DE SAO PAULO,,,,,,,no_cotahist_match
PMSP14B,B3,Stock,PREFEITURA MUNICIPAL DE SAO PAULO,,,,,,,no_cotahist_match
PRMN3B,B3,Stock,PRODUTORES ENERGET.DE MANSO S.A.- PROMAN,,,,,,,no_cotahist_match
PRVA3,B3,Stock,PRIVALIA BRASIL S.A.,,,,,,,no_cotahist_match
PTBP4,B3,Stock,PORTOBELLO PARTICIPACOES CERAMICAS S.A.,,,,,,,no_cotahist_match
PTSL3,B3,Stock,PORTOSUL PARTICIPAÇÕES S.A.,,,,,,,no_cotahist_match
PTSL4,B3,Stock,PORTOSUL PARTICIPAÇÕES S.A.,,,,,,,no_cotahist_match
QFOF11,B3,ETF,QR BLOOMBERG FUTURE OF FINANCE FUNDO DE ÍNDICE–IE,,,,,,,no_cotahist_match
QWEB11,B3,ETF,QR CF WEB 3.0 INFRA BLOCKCHAIN FDO DE ÍNDICE IE,,,,,,,no_cotahist_match
RBNS3,B3,Stock,RODOBENS S.A,,,,,,,no_cotahist_match
RBNS4,B3,Stock,RODOBENS S.A,,,,,,,no_cotahist_match
REFC4,B3,Stock,REFINADORA CATARINENSE S.A.,,,,,,,no_cotahist_match
RFAG3,B3,Stock,REDE FEDERAL ARMAZENS GERAIS FERROV. S/A,,,,,,,no_cotahist_match
RHED4,B3,Stock,RHEDE TECNOLOGIA S.A.,,,,,,,no_cotahist_match
RIBC8,B3,Stock,RIBEIRO CORDEIRO IND E COMERCIOS.A.,,,,,,,no_cotahist_match
RIVA3,B3,Stock,RIVA 9 EMPREENDIMENTOS IMOBILIÁRIOS S.A.,,,,,,,no_cotahist_match
RJSA3,B3,Stock,RJS S.A.,,,,,,,no_cotahist_match
RNPT4,B3,Stock,RENNER PARTICIPACOES S.A.,,,,,,,no_cotahist_match
ROOS12,B3,Stock,ROOSTER S.A. INDUSTRIA DE EQUIPAMENTOS,,,,,,,no_cotahist_match
RSAN3,B3,Stock,CIA RIOGRANDENSE DE SANEAMENTO,,,,,,,no_cotahist_match
RSAN4,B3,Stock,CIA RIOGRANDENSE DE SANEAMENTO,,,,,,,no_cotahist_match
SANY6,B3,Stock,SANYO DA AMAZONIA S.A.,,,,,,,no_cotahist_match
SDRM3,B3,Stock,CIA SIDERURGICA DA AMAZONIA - SIDERAMA,,,,,,,no_cotahist_match
SDRM6,B3,Stock,CIA SIDERURGICA DA AMAZONIA - SIDERAMA,,,,,,,no_cotahist_match
SEMI11,B3,ETF,TREND ETF PHLX SEMICONDUCTOR FDO DE INV DE ÍNDICE,,,,,,,no_cotahist_match
SILO3,B3,Stock,CIA DE ARMAZENS E SILOS DO EST MG-CASEMG,,,,,,,no_cotahist_match
SILO4,B3,Stock,CIA DE ARMAZENS E SILOS DO EST MG-CASEMG,,,,,,,no_cotahist_match
SPCI6,B3,Stock,SOCIEDADE DE PARTICIP. CIMENTEIRAS S.A.,,,,,,,no_cotahist_match
SPCR3,B3,Stock,SPE CRISTINA S.A.,,,,,,,no_cotahist_match
STAL6,B3,Stock,SETAL TELECOM S.A.,,,,,,,no_cotahist_match
STOK3,B3,Stock,ESTOK COMERCIO E REPRESENTACOES S.A.,,,,,,,no_cotahist_match
SULG3,B3,Stock,COMPANHIA DE GÁS DO ESTADO DO RIO GRANDE DO SUL,,,,,,,no_cotahist_match
SVPH7,B3,Stock,SALVADOR PRAIA HOTEL S.A.,,,,,,,no_cotahist_match
TCQC3,B3,Stock,INDUSTRIA CARBOQUIMICA CATARINENSE S/A,,,,,,,no_cotahist_match
TCQC4,B3,Stock,INDUSTRIA CARBOQUIMICA CATARINENSE S/A,,,,,,,no_cotahist_match
TRBR3,B3,Stock,TRANSBRASIL S.A. LINHAS AEREAS,,,,,,,no_cotahist_match
TRBR4,B3,Stock,TRANSBRASIL S.A. LINHAS AEREAS,,,,,,,no_cotahist_match
TREG3,B3,Stock,TANGARA ENERGIA S.A.,,,,,,,no_cotahist_match
TVIT3,B3,Stock,"TIVIT TERC. DE PROC., SERV. E TEC. S.A.",,,,,,,no_cotahist_match
TXBZ5,B3,Stock,TBM - TEXTIL BEZERRA DE MENEZES S.A.,,,,,,,no_cotahist_match
USAG11,B3,ETF,TREND ETF CRSP U.S. LARGE CAP GROWTH FDO INV IND,,,,,,,no_cotahist_match
USAT4,B3,Stock,USATI PARTICIPACOES PORTUARIAS S.A.,,,,,,,no_cotahist_match
USAV11,B3,ETF,TREND ETF CRSP US LARGE CAP VALUE FDO INV IND,,,,,,,no_cotahist_match
VDMG3,B3,Stock,VEÍCULO DE DESESTATIZAÇÃO MG INVESTIMENTOS S.A.,,,,,,,no_cotahist_match
VECF3,B3,Stock,VALEC - ENG.CONSTRUCOES E FERROVIAS S.A.,,,,,,,no_cotahist_match
VLPN3,B3,Stock,ELETRICIDADE VALE PARANAPANEMA S.A.,,,,,,,no_cotahist_match
VRGL3,B3,Stock,GOL LINHAS AEREAS S.A,,,,,,,no_cotahist_match
WESG11,B3,ETF,WISE DOW JONES U.S. SELECT ESG REIT FDO INV IE,,,,,,,no_cotahist_match
WIRE3,B3,Stock,WIREX CABLE S.A.,,,,,,,no_cotahist_match
WISE11,B3,ETF,WISE S&P GLOBAL REIT FUNDO DE ÍNDICE - IE,,,,,,,no_cotahist_match
WNBR3,B3,Stock,W2W E-COMMERCE DE VINHOS S.A.,,,,,,,no_cotahist_match
WRET11,B3,ETF,TREND ETF FTSE GLOBAL REITS FDO INV DE ÍNDICE,,,,,,,no_cotahist_match
XBIO11,B3,ETF,TREND ETF BIOTECHNOLOGY NASDAQ FDO INV ÍNDICE,,,,,,,no_cotahist_match
XGEN11,B3,ETF,TREND ETF NASDAQ NEXT GENERATION 100 FDO INV IND,,,,,,,no_cotahist_match
XPML13,B3,Stock,XP MALLS FDO INV IMOB FII RESP LIM,,,,,,,no_cotahist_match
XTEC11,B3,ETF,TREND ETF FTSE CHINA TECHNOLOGY FUNDO DE INVESTIME,,,,,,,no_cotahist_match
YOUC3,B3,Stock,YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.,,,,,,,no_cotahist_match
