listing_key,ticker,exchange,name,fd_symbol,fd_name,fd_isin,official_ticker,official_name,official_isin,official_source_key,official_sector,official_reference_asset_type,reference_asset_type_conflict,local_same_isin_any_venue,local_same_isin_venues,openfigi_query_type,openfigi_query_value,openfigi_common_stock_match_count,openfigi_common_stock_figis,openfigi_common_stock_names,openfigi_common_stock_exchange_codes,openfigi_security_types,openfigi_match_status,apply_action,reason,stock_sector_action,isin_action
TSXV::BST,BST,TSXV,Bessor Minerals Inc.,BST.V,Bessor Minerals Inc.,,BST,Bessor Minerals Inc.,,tmx_listed_issuers,,Stock,false,false,,TICKER,BST,18,BBG000TFKLS5|BBG000TFKMR4|BBG000TFKP24|BBG000TFKPX0|BBG000TFKQM0|BBG000TFKQY7|BBG000TFKR57|BBG001QLJ7D2|BBG003G88LN8|BBG004J9XDX0|BBG005XRJZN9|BBG0086KHNP5|BBG0086KHNQ4|BBG00DVN2WL0|BBG00LN9KFH4|BBG019LPJ697|BBG01J14Q623|BBG01J15FH19,BESSOR MINERALS INC|BESSOR MINERALS INC|BESSOR MINERALS INC|BESSOR MINERALS INC|BESSOR MINERALS INC|BESSOR MINERALS INC|BESSOR MINERALS INC|BESSOR MINERALS INC|BESSOR MINERALS INC|BESSOR MINERALS INC|BESSOR MINERALS INC|BESSOR MINERALS INC|BESSOR MINERALS INC|BESSOR MINERALS INC|BESSOR MINERALS INC|BESSOR MINERALS INC|BESSOR MINERALS INC|BESSOR MINERALS INC,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::CAG,CAG,TSXV,Composite Alliance Group Inc.,CAG.V,Composite Alliance Group Inc.,,CAG,Composite Alliance Group Inc.,,tmx_listed_issuers,,Stock,false,false,,TICKER,CAG,18,BBG000K5DP05|BBG000K5DQM9|BBG000K5DTY0|BBG000K5DWX4|BBG000K5F062|BBG000K5F0R9|BBG000K5F1J6|BBG001QLJSM6|BBG003G895Z9|BBG004J9XTD7|BBG005XRKBX9|BBG0086KJD02|BBG0086KJD11|BBG00DVN37S7|BBG00LN9KSP7|BBG019LPJKK3|BBG01J14QKD0|BBG01J15FVC6,COMPOSITE ALLIANCE GROUP INC|COMPOSITE ALLIANCE GROUP INC|COMPOSITE ALLIANCE GROUP INC|COMPOSITE ALLIANCE GROUP INC|COMPOSITE ALLIANCE GROUP INC|COMPOSITE ALLIANCE GROUP INC|COMPOSITE ALLIANCE GROUP INC|COMPOSITE ALLIANCE GROUP INC|COMPOSITE ALLIANCE GROUP INC|COMPOSITE ALLIANCE GROUP INC|COMPOSITE ALLIANCE GROUP INC|COMPOSITE ALLIANCE GROUP INC|COMPOSITE ALLIANCE GROUP INC|COMPOSITE ALLIANCE GROUP INC|COMPOSITE ALLIANCE GROUP INC|COMPOSITE ALLIANCE GROUP INC|COMPOSITE ALLIANCE GROUP INC|COMPOSITE ALLIANCE GROUP INC,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::CMU,CMU,TSXV,Comet Industries Ltd.,CMU.V,Comet Industries Ltd.,,CMU,Comet Industries Ltd.,,tmx_listed_issuers,,Stock,false,false,,TICKER,CMU,18,BBG000BY3NJ8|BBG000BY3PN8|BBG000BY3QX5|BBG000BY3SH9|BBG000BY3VL7|BBG000BY3W80|BBG000BY3XH8|BBG001QL9CC3|BBG003G7X726|BBG004J9LZW5|BBG005XR7G81|BBG0086JW4B8|BBG0086JW4C7|BBG00DVMSF40|BBG00LN97X26|BBG019LP6NJ3|BBG01J14DNC9|BBG01J153YB4,COMET INDUSTRIES|COMET INDUSTRIES|COMET INDUSTRIES|COMET INDUSTRIES|COMET INDUSTRIES|COMET INDUSTRIES|COMET INDUSTRIES|COMET INDUSTRIES|COMET INDUSTRIES|COMET INDUSTRIES|COMET INDUSTRIES|COMET INDUSTRIES|COMET INDUSTRIES|COMET INDUSTRIES|COMET INDUSTRIES|COMET INDUSTRIES|COMET INDUSTRIES|COMET INDUSTRIES,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::ELM,ELM,TSXV,Element Lifestyle Retirement Inc.,ELM.V,Element Lifestyle Retirement Inc.,,ELM,Element Lifestyle Retirement Inc.,,tmx_listed_issuers,,Stock,false,false,,TICKER,ELM,18,BBG002CLSL08|BBG002CLSL35|BBG002CLSL71|BBG002CLSLB6|BBG002CLSLF2|BBG002CLSLH0|BBG002CLSLJ8|BBG002CLSLK6|BBG003G8C6G4|BBG004J9YXZ3|BBG005XRLGW8|BBG0086BJ0J0|BBG0086BJ0K8|BBG00DVN4BS7|BBG00LN9LX02|BBG019LPKNM3|BBG01J14RNJ7|BBG01J15GYG5,ELEMENT LIFESTYLE RETIREMENT|ELEMENT LIFESTYLE RETIREMENT|ELEMENT LIFESTYLE RETIREMENT|ELEMENT LIFESTYLE RETIREMENT|ELEMENT LIFESTYLE RETIREMENT|ELEMENT LIFESTYLE RETIREMENT|ELEMENT LIFESTYLE RETIREMENT|ELEMENT LIFESTYLE RETIREMENT|ELEMENT LIFESTYLE RETIREMENT|ELEMENT LIFESTYLE RETIREMENT|ELEMENT LIFESTYLE RETIREMENT|ELEMENT LIFESTYLE RETIREMENT|ELEMENT LIFESTYLE RETIREMENT|ELEMENT LIFESTYLE RETIREMENT|ELEMENT LIFESTYLE RETIREMENT|ELEMENT LIFESTYLE RETIREMENT|ELEMENT LIFESTYLE RETIREMENT|ELEMENT LIFESTYLE RETIREMENT,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::FA,FA,TSXV,Fountain Asset Corp.,FA.V,Fountain Asset Corp.,,FA,Fountain Asset Corp.,,tmx_listed_issuers,,Stock,false,false,,TICKER,FA,18,BBG000H2Y6D1|BBG000H2Y801|BBG000H2ZCY4|BBG000H2ZG39|BBG000H2ZJX0|BBG000H2ZKG6|BBG000H2ZL92|BBG001QLDRN3|BBG003G83G90|BBG004J9SQH5|BBG005XRF764|BBG0086K7WC0|BBG0086K7WD9|BBG00DVMZ562|BBG00LN9FQ13|BBG019LPDGL7|BBG01J14LGC5|BBG01J159RB3,FOUNTAIN ASSET CORP|FOUNTAIN ASSET CORP|FOUNTAIN ASSET CORP|FOUNTAIN ASSET CORP|FOUNTAIN ASSET CORP|FOUNTAIN ASSET CORP|FOUNTAIN ASSET CORP|FOUNTAIN ASSET CORP|FOUNTAIN ASSET CORP|FOUNTAIN ASSET CORP|FOUNTAIN ASSET CORP|FOUNTAIN ASSET CORP|FOUNTAIN ASSET CORP|FOUNTAIN ASSET CORP|FOUNTAIN ASSET CORP|FOUNTAIN ASSET CORP|FOUNTAIN ASSET CORP|FOUNTAIN ASSET CORP,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::GLDN,GLDN,TSXV,Golden Ridge Resources Ltd.,GLDN.V,Golden Ridge Resources Ltd.,,GLDN,Golden Ridge Resources Ltd.,,tmx_listed_issuers,,Stock,false,false,,TICKER,GLDN,18,BBG001QL5RY0|BBG001QL5S14|BBG001QL5S50|BBG001QL5S87|BBG001QL5SC2|BBG001QL5SD1|BBG001QL5SF9|BBG001QL5SG8|BBG003G8BS59|BBG004J9YP62|BBG005XRL767|BBG0086KL383|BBG0086KL392|BBG00DVN4314|BBG00LN9LN68|BBG019LPKDX3|BBG01J14RDV5|BBG01J15GPS1,GOLDEN RIDGE RESOURCES LTD|GOLDEN RIDGE RESOURCES LTD|GOLDEN RIDGE RESOURCES LTD|GOLDEN RIDGE RESOURCES LTD|GOLDEN RIDGE RESOURCES LTD|GOLDEN RIDGE RESOURCES LTD|GOLDEN RIDGE RESOURCES LTD|GOLDEN RIDGE RESOURCES LTD|GOLDEN RIDGE RESOURCES LTD|GOLDEN RIDGE RESOURCES LTD|GOLDEN RIDGE RESOURCES LTD|GOLDEN RIDGE RESOURCES LTD|GOLDEN RIDGE RESOURCES LTD|GOLDEN RIDGE RESOURCES LTD|GOLDEN RIDGE RESOURCES LTD|GOLDEN RIDGE RESOURCES LTD|GOLDEN RIDGE RESOURCES LTD|GOLDEN RIDGE RESOURCES LTD,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::GRF,GRF,TSXV,Green Rise Foods Inc.,GRF.V,Green Rise Foods Inc.,,GRF,Green Rise Foods Inc.,,tmx_listed_issuers,,Stock,false,false,,TICKER,GRF,18,BBG00HTMM221|BBG00HTMM258|BBG00HTMM294|BBG00HTMM2D9|BBG00HTMM2H5|BBG00HTMM2J3|BBG00HTMM2K1|BBG00HTMM2L0|BBG00HTMM2P6|BBG00HTMM2Q5|BBG00HTMM2S3|BBG00HTMM2T2|BBG00HTMM2V9|BBG00HTMM2X7|BBG00LN9NDL1|BBG019LPM4H9|BBG01J14T4L4|BBG01J15JFJ0,GREEN RISE FOODS INC|GREEN RISE FOODS INC|GREEN RISE FOODS INC|GREEN RISE FOODS INC|GREEN RISE FOODS INC|GREEN RISE FOODS INC|GREEN RISE FOODS INC|GREEN RISE FOODS INC|GREEN RISE FOODS INC|GREEN RISE FOODS INC|GREEN RISE FOODS INC|GREEN RISE FOODS INC|GREEN RISE FOODS INC|GREEN RISE FOODS INC|GREEN RISE FOODS INC|GREEN RISE FOODS INC|GREEN RISE FOODS INC|GREEN RISE FOODS INC,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::IEI,IEI,TSXV,Imperial Equities Inc.,IEI.V,Imperial Equities Inc.,,IEI,Imperial Equities Inc.,,tmx_listed_issuers,,Stock,false,false,,TICKER,IEI,18,BBG000BMXDR4|BBG000BMXGK4|BBG000BMXHZ6|BBG000BMXJV6|BBG000BMXMX7|BBG000BMXNY4|BBG000BMXP88|BBG001QLCK04|BBG003G816M9|BBG004J9QW66|BBG005XRCCL9|BBG0086K4408|BBG0086K4417|BBG00DVMX9L9|BBG00LN9CTQ3|BBG019LPBL65|BBG01J14JL00|BBG01J157VZ0,IMPERIAL EQUITIES INC|IMPERIAL EQUITIES INC|IMPERIAL EQUITIES INC|IMPERIAL EQUITIES INC|IMPERIAL EQUITIES INC|IMPERIAL EQUITIES INC|IMPERIAL EQUITIES INC|IMPERIAL EQUITIES INC|IMPERIAL EQUITIES INC|IMPERIAL EQUITIES INC|IMPERIAL EQUITIES INC|IMPERIAL EQUITIES INC|IMPERIAL EQUITIES INC|IMPERIAL EQUITIES INC|IMPERIAL EQUITIES INC|IMPERIAL EQUITIES INC|IMPERIAL EQUITIES INC|IMPERIAL EQUITIES INC,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::ION,ION,TSXV,Lithium Ion Energy Ltd.,ION.V,Ion Energy Ltd.,CA4620481099,ION,Lithium Ion Energy Ltd.,,tmx_listed_issuers,,Stock,false,false,,TICKER,ION,0,,,,Common Stock,common_stock_name_mismatch,blocked_openfigi_name_mismatch,"OpenFIGI returned Common Stock results, but none matched the official issuer name.",leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::IOT,IOT,TSXV,Innovotech Inc.,IOT.V,Innovotech Inc.,,IOT,Innovotech Inc.,,tmx_listed_issuers,,Stock,false,false,,TICKER,IOT,18,BBG000M5X6V9|BBG000M5X8L6|BBG000M5ZG18|BBG000M5ZJM9|BBG000M5ZLB6|BBG000M5ZM51|BBG000M5ZMC3|BBG001QLGHX1|BBG003G85YB6|BBG004J9VM80|BBG005XRH4T4|BBG0086KCZZ2|BBG0086KD006|BBG00DVN1273|BBG00LN9HM47|BBG019LPGCS6|BBG01J14NCK3|BBG01J15CNJ0,INNOVOTECH INC|INNOVOTECH INC|INNOVOTECH INC|INNOVOTECH INC|INNOVOTECH INC|INNOVOTECH INC|INNOVOTECH INC|INNOVOTECH INC|INNOVOTECH INC|INNOVOTECH INC|INNOVOTECH INC|INNOVOTECH INC|INNOVOTECH INC|INNOVOTECH INC|INNOVOTECH INC|INNOVOTECH INC|INNOVOTECH INC|INNOVOTECH INC,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::JTC,JTC,TSXV,Jemtec Inc.,JTC.V,JEMTEC Inc.,,JTC,Jemtec Inc.,,tmx_listed_issuers,,Stock,false,false,,TICKER,JTC,18,BBG000DDN6V3|BBG000DDN8N8|BBG000DDNC13|BBG000DDNDQ4|BBG000DDNFX1|BBG000DDNGH7|BBG000DDNGN0|BBG001QLC6Y8|BBG003G80KN8|BBG004J9Q814|BBG005XRBRG3|BBG0086K2WT7|BBG0086K2WV4|BBG00DVMWPH9|BBG00LN9C6K9|BBG019LP9YX0|BBG01J14HYQ6|BBG01J1577P4,JEMTEC INC|JEMTEC INC|JEMTEC INC|JEMTEC INC|JEMTEC INC|JEMTEC INC|JEMTEC INC|JEMTEC INC|JEMTEC INC|JEMTEC INC|JEMTEC INC|JEMTEC INC|JEMTEC INC|JEMTEC INC|JEMTEC INC|JEMTEC INC|JEMTEC INC|JEMTEC INC,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::MAP,MAP,TSXV,Maple Peak Investments Inc.,MAP.V,Maple Peak Investments Inc.,,MAP,Maple Peak Investments Inc.,,tmx_listed_issuers,,Stock,false,false,,TICKER,MAP,18,BBG006112606|BBG006112633|BBG006112688|BBG0061126C3|BBG0061126G9|BBG0061126H8|BBG0061126J6|BBG0061126K4|BBG0061126N1|BBG0061126P9|BBG0061126R7|BBG0086KMRM3|BBG0086KMRN2|BBG00DVN4XY2|BBG00LN9MHH8|BBG019LPL7W6|BBG01J14S7T0|BBG01J15HJR5,MAPLE PEAK INVESTMENTS INC|MAPLE PEAK INVESTMENTS INC|MAPLE PEAK INVESTMENTS INC|MAPLE PEAK INVESTMENTS INC|MAPLE PEAK INVESTMENTS INC|MAPLE PEAK INVESTMENTS INC|MAPLE PEAK INVESTMENTS INC|MAPLE PEAK INVESTMENTS INC|MAPLE PEAK INVESTMENTS INC|MAPLE PEAK INVESTMENTS INC|MAPLE PEAK INVESTMENTS INC|MAPLE PEAK INVESTMENTS INC|MAPLE PEAK INVESTMENTS INC|MAPLE PEAK INVESTMENTS INC|MAPLE PEAK INVESTMENTS INC|MAPLE PEAK INVESTMENTS INC|MAPLE PEAK INVESTMENTS INC|MAPLE PEAK INVESTMENTS INC,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::MBO,MBO,TSXV,Mobio Technologies Inc.,MBO.V,Mobio Technologies Inc.,,MBO,Mobio Technologies Inc.,,tmx_listed_issuers,,Stock,false,false,,TICKER,MBO,18,BBG000BZ5MP8|BBG000BZ5P99|BBG000BZ5QJ6|BBG000BZ5R95|BBG000BZ5S20|BBG000BZ5S75|BBG000BZ5SV8|BBG001QLF4M3|BBG003G84398|BBG004J9T6Y9|BBG005XRFQS8|BBG0086K8XF4|BBG0086K8XG3|BBG00DVMZNT8|BBG00LN9G6N2|BBG019LPDZ62|BBG01J14LYZ1|BBG01J15B7Y9,MOBIO TECHNOLOGIES INC|MOBIO TECHNOLOGIES INC|MOBIO TECHNOLOGIES INC|MOBIO TECHNOLOGIES INC|MOBIO TECHNOLOGIES INC|MOBIO TECHNOLOGIES INC|MOBIO TECHNOLOGIES INC|MOBIO TECHNOLOGIES INC|MOBIO TECHNOLOGIES INC|MOBIO TECHNOLOGIES INC|MOBIO TECHNOLOGIES INC|MOBIO TECHNOLOGIES INC|MOBIO TECHNOLOGIES INC|MOBIO TECHNOLOGIES INC|MOBIO TECHNOLOGIES INC|MOBIO TECHNOLOGIES INC|MOBIO TECHNOLOGIES INC|MOBIO TECHNOLOGIES INC,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::MINE,MINE,TSXV,Inomin Mines Inc.,MINE.V,Inomin Mines Inc.,CA45782J1075,MINE,Inomin Mines Inc.,,tmx_listed_issuers,,Stock,false,false,,TICKER,MINE,18,BBG004MKB6W1|BBG004MKB6Z8|BBG004MKB731|BBG004MKB768|BBG004MKB795|BBG004MKB7B2|BBG004MKB7C1|BBG004MKB7D0|BBG004MKB7H6|BBG004MKB7J4|BBG005XRLXF0|BBG0086KMFR4|BBG0086KMFS3|BBG00DVN4S37|BBG00LN9MBJ9|BBG019LPL2R3|BBG01J14S2P5|BBG01J15HCM5,INOMIN MINES INC|INOMIN MINES INC|INOMIN MINES INC|INOMIN MINES INC|INOMIN MINES INC|INOMIN MINES INC|INOMIN MINES INC|INOMIN MINES INC|INOMIN MINES INC|INOMIN MINES INC|INOMIN MINES INC|INOMIN MINES INC|INOMIN MINES INC|INOMIN MINES INC|INOMIN MINES INC|INOMIN MINES INC|INOMIN MINES INC|INOMIN MINES INC,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::NPTH,NPTH,TSXV,NeuPath Health Inc.,NPTH.V,NeuPath Health Inc.,,NPTH,NeuPath Health Inc.,,tmx_listed_issuers,,Stock,false,false,,TICKER,NPTH,18,BBG00Q7B29B6|BBG00R0ZBNF3|BBG00R0ZBNK7|BBG00R0ZBNN4|BBG00R0ZBNR0|BBG00R0ZBNS9|BBG00R0ZBNT8|BBG00R0ZBNV5|BBG00R0ZBNY2|BBG00R0ZBNZ1|BBG00R0ZBP13|BBG00R0ZBP22|BBG00R0ZBP31|BBG00R0ZBP59|BBG00R0ZBPB2|BBG019LPMY01|BBG01J14TY10|BBG01J15K6Y1,NEUPATH HEALTH INC|NEUPATH HEALTH INC|NEUPATH HEALTH INC|NEUPATH HEALTH INC|NEUPATH HEALTH INC|NEUPATH HEALTH INC|NEUPATH HEALTH INC|NEUPATH HEALTH INC|NEUPATH HEALTH INC|NEUPATH HEALTH INC|NEUPATH HEALTH INC|NEUPATH HEALTH INC|NEUPATH HEALTH INC|NEUPATH HEALTH INC|NEUPATH HEALTH INC|NEUPATH HEALTH INC|NEUPATH HEALTH INC|NEUPATH HEALTH INC,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::NXG,NXG,TSXV,NexgenRX Inc.,NXG.V,NexgenRx Inc.,,NXG,NexgenRX Inc.,,tmx_listed_issuers,,Stock,false,false,,TICKER,NXG,18,BBG000C04BT5|BBG000C04DG5|BBG000C04G69|BBG000C04J18|BBG000C04KN1|BBG000C04L40|BBG000C04MT1|BBG001QLGJ67|BBG003G85YZ0|BBG004J9VML5|BBG005XRH548|BBG0086KD0M2|BBG0086KD0N1|BBG00DVN12K8|BBG00LN9HMG4|BBG019LPGD31|BBG01J14NCW0|BBG01J15CNV6,NEXGENRX INC|NEXGENRX INC|NEXGENRX INC|NEXGENRX INC|NEXGENRX INC|NEXGENRX INC|NEXGENRX INC|NEXGENRX INC|NEXGENRX INC|NEXGENRX INC|NEXGENRX INC|NEXGENRX INC|NEXGENRX INC|NEXGENRX INC|NEXGENRX INC|NEXGENRX INC|NEXGENRX INC|NEXGENRX INC,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::PTC,PTC,TSXV,Petrox Resources Corp.,PTC.V,Petrox Resources Corp.,,PTC,Petrox Resources Corp.,,tmx_listed_issuers,,Stock,false,false,,TICKER,PTC,18,BBG0022SH6Z1|BBG0022SH770|BBG0022SH7G0|BBG0022SH7K5|BBG0022SH7N2|BBG0022SH7P0|BBG0022SH7Q9|BBG0022SH7R8|BBG003G8BZJ8|BBG004J9YT28|BBG005XRLC39|BBG0086KLBT2|BBG0086KLBV9|BBG00DVN46V4|BBG00LN9LS12|BBG019LPKJP9|BBG01J14RJM2|BBG01J15GTK1,PETROX RESOURCES CORP|PETROX RESOURCES CORP|PETROX RESOURCES CORP|PETROX RESOURCES CORP|PETROX RESOURCES CORP|PETROX RESOURCES CORP|PETROX RESOURCES CORP|PETROX RESOURCES CORP|PETROX RESOURCES CORP|PETROX RESOURCES CORP|PETROX RESOURCES CORP|PETROX RESOURCES CORP|PETROX RESOURCES CORP|PETROX RESOURCES CORP|PETROX RESOURCES CORP|PETROX RESOURCES CORP|PETROX RESOURCES CORP|PETROX RESOURCES CORP,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::RGI,RGI,TSXV,Reco International Group Inc.,RGI.V,Reco International Group Inc.,,RGI,Reco International Group Inc.,,tmx_listed_issuers,,Stock,false,false,,TICKER,RGI,18,BBG000DW9YG3|BBG000DW9ZL4|BBG000DWB314|BBG000DWB4F7|BBG000DWB608|BBG000DWB6G1|BBG000DWB715|BBG001QLFYR2|BBG003G84W30|BBG004J9TTG9|BBG005XRGBB8|BBG0086KB9D5|BBG0086KB9F3|BBG00DVN08F2|BBG00LN9GT98|BBG019LPFKV5|BBG01J14MKM4|BBG01J15BVL0,RECO INTERNATIONAL GROUP INC|RECO INTERNATIONAL GROUP INC|RECO INTERNATIONAL GROUP INC|RECO INTERNATIONAL GROUP INC|RECO INTERNATIONAL GROUP INC|RECO INTERNATIONAL GROUP INC|RECO INTERNATIONAL GROUP INC|RECO INTERNATIONAL GROUP INC|RECO INTERNATIONAL GROUP INC|RECO INTERNATIONAL GROUP INC|RECO INTERNATIONAL GROUP INC|RECO INTERNATIONAL GROUP INC|RECO INTERNATIONAL GROUP INC|RECO INTERNATIONAL GROUP INC|RECO INTERNATIONAL GROUP INC|RECO INTERNATIONAL GROUP INC|RECO INTERNATIONAL GROUP INC|RECO INTERNATIONAL GROUP INC,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
TSXV::RUM,RUM,TSXV,Rocky Mountain Liquor Inc.,RUM.V,Rocky Mountain Liquor Inc.,,RUM,Rocky Mountain Liquor Inc.,,tmx_listed_issuers,,Stock,false,false,,TICKER,RUM,18,BBG000VBG459|BBG000VBG583|BBG000VBG6G2|BBG000VBG7F1|BBG000VBG841|BBG000VBG8B3|BBG000VBG8H7|BBG001QVVGT9|BBG003G88WH1|BBG004J9XLM4|BBG005XRK5G1|BBG0086KJ108|BBG0086KJ117|BBG00DVN3299|BBG00LN9KM70|BBG019LPJD29|BBG01J14QCV8|BBG01J15FNT6,ROCKY MOUNTAIN LIQUOR INC|ROCKY MOUNTAIN LIQUOR INC|ROCKY MOUNTAIN LIQUOR INC|ROCKY MOUNTAIN LIQUOR INC|ROCKY MOUNTAIN LIQUOR INC|ROCKY MOUNTAIN LIQUOR INC|ROCKY MOUNTAIN LIQUOR INC|ROCKY MOUNTAIN LIQUOR INC|ROCKY MOUNTAIN LIQUOR INC|ROCKY MOUNTAIN LIQUOR INC|ROCKY MOUNTAIN LIQUOR INC|ROCKY MOUNTAIN LIQUOR INC|ROCKY MOUNTAIN LIQUOR INC|ROCKY MOUNTAIN LIQUOR INC|ROCKY MOUNTAIN LIQUOR INC|ROCKY MOUNTAIN LIQUOR INC|ROCKY MOUNTAIN LIQUOR INC|ROCKY MOUNTAIN LIQUOR INC,BF|CJ|CN|CV|DG|DK|DS|DV|HD|HX|QF|QG|QH|TG|TK|TN|TV|TW,Common Stock,common_stock_name_match,add_coverage_expansion,Active official Stock reference plus OpenFIGI Common Stock issuer-name match.,leave_blank_until_official_sector,leave_blank_until_official_identifier
