listing_key,action,ticker,exchange,asset_type,isin,old_name,new_name,source_key,reference_scope,source_url,observation_id,evidence_status
FSX::0S0,proposed,0S0,FSX,Stock,US82982L1035,SiteOne Landscape Supply Inc,"SITEO.LANDS.SUPP.INC.-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,701c8e9e01c268eedd1e8934,active_official_exact_listing_isin_name
FSX::0S1,proposed,0S1,FSX,Stock,US68268W1036,OneMain Holdings Inc,"ONEMAIN HOLDINGS   DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,14da023e3cd354fa00b4c560,active_official_exact_listing_isin_name
FSX::0V4,proposed,0V4,FSX,Stock,US92047W1018,Valvoline Inc,"VALVOLINE INC.    DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,d8948a6ab831cf27b27cfff1,active_official_exact_listing_isin_name
FSX::0WKA,proposed,0WKA,FSX,Stock,US98139A1051,Workiva Inc,"WORKIVA INC. A    DL-,001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,cd7c620fadc72353983b96e5,active_official_exact_listing_isin_name
FSX::0YT,proposed,0YT,FSX,Stock,GB0004478896,Hunting PLC,"HUNTING PLC        LS-,25",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,577798b57699e03b9c3f1617,active_official_exact_listing_isin_name
FSX::0ZG,proposed,0ZG,FSX,Stock,US98954M1018,Zillow Group Inc,"ZILLOW GROUP       DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,f826679bea43bf5b2ebe172a,active_official_exact_listing_isin_name
FSX::11N,proposed,11N,FSX,Stock,US67011P1003,Now Inc,"DNOW INC           DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,7384e69c3f3282271a9fdc61,active_official_exact_listing_isin_name
FSX::12DA,proposed,12DA,FSX,Stock,US24703L2025,Dell Technologies Inc,"DELL TECHS INC. C  DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,dfa4db88c01391c8e0a3e48a,active_official_exact_listing_isin_name
FSX::12V,proposed,12V,FSX,Stock,US92337F1075,Veracyte Inc,"VERACYTE INC.     DL-,001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,136b0b1bdb7d4eda17130741,active_official_exact_listing_isin_name
FSX::163,proposed,163,FSX,Stock,US0050981085,Acushnet Holdings Corp,"ACUSHNET HLDGS.CORP -,001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,a7b96c1c91cff50edbf4bd30,active_official_exact_listing_isin_name
FSX::18G0,proposed,18G0,FSX,Stock,GB00BPK3YZ68,Itaconix plc,"ITACONIX PLC     LS-,50",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,c8b5cde3e027ca3c6fbfc1c2,active_official_exact_listing_isin_name
FSX::19P,proposed,19P,FSX,Stock,US71944F1066,Phreesia Inc,"PHREESIA INC.      DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,8039cf1feb5d72ec66ab2b96,active_official_exact_listing_isin_name
FSX::19YA,proposed,19YA,FSX,Stock,US98585L1008,Yiren Digital Ltd,"YIREN DIG. ADR/2 DL-,0001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,d67c537646203bd5649bd43d,active_official_exact_listing_isin_name
FSX::1AE,proposed,1AE,FSX,Stock,NL0010832176,Argen-X,"ARGENX SE EO -,10",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,def912196ed1c7e3d7222c7f,active_official_exact_listing_isin_name
FSX::1C9,proposed,1C9,FSX,Stock,CA1249003098,CCL Industries Inc,CCL IND. INC. CL.-B-,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,56f099987d7933bc31f24d11,active_official_exact_listing_isin_name
FSX::1DH,proposed,1DH,FSX,Stock,GB0002018363,Clarkson PLC,"CLARKSON PLC       LS-,25",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,60ceaa7b1a24c32c9fe31d7b,active_official_exact_listing_isin_name
FSX::1G70,proposed,1G70,FSX,Stock,US3765358789,Gladstone Capital Corporation,GLADSTONE CAP CORP. NEW,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,7ed93103570639518cafc9fb,active_official_exact_listing_isin_name
FSX::1HI,proposed,1HI,FSX,Stock,US32051X1081,First Hawaiian Inc,"1ST HAWAIIAN INC.  DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,8e310190e9b03fd5b11822cf,active_official_exact_listing_isin_name
FSX::1L3,proposed,1L3,FSX,Stock,US53174A1060,Lifco AB (publ),LIFCO AB  UNSP.ADR/1/2,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,b61cf323086765d7b22d9f1a,active_official_exact_listing_isin_name
FSX::1L6,proposed,1L6,FSX,Stock,CH0001624714,CPH Group AG,CPH GROUP AG NAA,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,80ae5172030093a156956b61,active_official_exact_listing_isin_name
FSX::1ON,proposed,1ON,FSX,Stock,US2575541055,Domo Inc,"DOMO INC. CL.B DL-,001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,026821602e3240225bbf60bf,active_official_exact_listing_isin_name
FSX::1OY,proposed,1OY,FSX,Stock,GB0009292243,Victrex plc,"VICTREX PLC        LS-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,7d77b055cff2aa1f22d1d487,active_official_exact_listing_isin_name
FSX::1PZ,proposed,1PZ,FSX,Stock,NO0010564701,Panoro Energy ASA,"PANORO ENERGY ASA NK 0,05",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,ac081f7355c0d6611d7f2228,active_official_exact_listing_isin_name
FSX::1Q6,proposed,1Q6,FSX,Stock,NO0010861990,Prosafe SE,"PROSAFE SE        EO 1,25",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,aaf80b884f19649780a5ab7c,active_official_exact_listing_isin_name
FSX::1QC,proposed,1QC,FSX,Stock,CA0287921096,American Pacific Mining Corp.,AMER. PACIF. MIN.CORP NEW,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,7a69c7853f44c055a77eeac1,active_official_exact_listing_isin_name
FSX::1QG,proposed,1QG,FSX,Stock,GB00B012BV22,Marshalls PLC,"MARSHALLS PLC     LS -,25",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,a0cafdafa6638bd3260d7368,active_official_exact_listing_isin_name
FSX::1RU,proposed,1RU,FSX,Stock,CH0386200239,Medartis Holding AG,"MEDARTIS HLDG AG SF-,20",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,fe628e7557e693036552389d,active_official_exact_listing_isin_name
FSX::1U1,proposed,1U1,FSX,Stock,DE0005545503,1&1 AG,1+1 AG  INH O.N.,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,035f8edd258fa950fad27dde,active_official_exact_listing_isin_name
FSX::1VRA,proposed,1VRA,FSX,Stock,FR0013447729,Verallia Société Anonyme,"VERALLIA SA (PROM.)EO3,38",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,8af0ab3b445f4cbad90d990a,active_official_exact_listing_isin_name
FSX::1YN,proposed,1YN,FSX,Stock,US98585X1046,YETI Holdings Inc,"YETI HOLDINGS INC  DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,53dadeda274eee42ef953a7d,active_official_exact_listing_isin_name
FSX::1YZ,proposed,1YZ,FSX,Stock,GB00B135BJ46,Savills plc,"SAVILLS PLC       LS-,025",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,1e9f2e61622d911e33d8c2be,active_official_exact_listing_isin_name
FSX::1ZV,proposed,1ZV,FSX,Stock,CA0307361026,AmeriTrust Financial Technologies Inc.,AMERITRUST FINL TECHN.INC,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,9cfcc4d1859b8cebd68044ec,active_official_exact_listing_isin_name
FSX::22UA,proposed,22UA,FSX,Stock,US09075V1026,BioNTech SE,BIONTECH SE SPON. ADRS 1,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,0fbe9247e7c5f3c176e9491f,active_official_exact_listing_isin_name
FSX::26R,proposed,26R,FSX,Stock,US74967R1068,The RMR Group Inc,"RMR GROUP INC.CL.A DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,b0b1ffa3152b1c2cd14c5a6c,active_official_exact_listing_isin_name
FSX::276,proposed,276,FSX,Stock,NL0011660485,Sif Holding N.V,"SIF HOLDING N.V.   EO-,20",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,64e91fe28aa574283100de2c,active_official_exact_listing_isin_name
FSX::27E,proposed,27E,FSX,Stock,US29357K1034,Enova International Inc,"ENOVA INTL INC.    DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,25ed5b0275b06a351a898e8c,active_official_exact_listing_isin_name
FSX::27M,proposed,27M,FSX,Stock,GB00BNGDN821,Melrose Industries PLC,"MELR IN PLC LS-,001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,36a14d0961a261d1e81b344f,active_official_exact_listing_isin_name
FSX::2A41,proposed,2A41,FSX,Stock,FI4000058870,Aktia Pankki Oyj,AKTIA BANK PLC A,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,792c8f21cf08278a6b9c207c,active_official_exact_listing_isin_name
FSX::2ES,proposed,2ES,FSX,Stock,JP3046500009,Industrial & Infrastructure Fund Investment Corp,IND+INFRSTR.FD INVT CORP.,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,d0d87d4be1d94a7ab248fb3a,active_official_exact_listing_isin_name
FSX::2H51,proposed,2H51,FSX,Stock,US67577C1053,Ocugen Inc,"OCUGEN INC.       DL-,001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,532c323070b7bc3d90e39322,active_official_exact_listing_isin_name
FSX::2HK,proposed,2HK,FSX,Stock,KYG451581055,HKBN Ltd,"HKBN LTD        HD -,0001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,e5eecd421113e0f5a641960d,active_official_exact_listing_isin_name
FSX::2HRA,proposed,2HRA,FSX,Stock,DE000A2E4T77,H&R GmbH & Co. KGaA,H+R KGAA  INH. O.N.,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,7fcecb3a8c0db589391c0964,active_official_exact_listing_isin_name
FSX::2II,proposed,2II,FSX,Stock,US45073V1089,ITT Inc,ITT INC.         DL 1,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,bd6d88cf5ca32f61dee8dd19,active_official_exact_listing_isin_name
FSX::2LJ,proposed,2LJ,FSX,Stock,NO0010840515,Axactor SE,"AXACTOR ASA  NK 5,09",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,bda4ddc42b3da3fad2ac3af9,active_official_exact_listing_isin_name
FSX::2M6,proposed,2M6,FSX,Stock,IE00BTN1Y115,Medtronic PLC,"MEDTRONIC PLC    DL-,0001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,ae90bfcaa911ec6f7238bfcb,active_official_exact_listing_isin_name
FSX::2MK,proposed,2MK,FSX,Stock,CH0420462266,Klingelnberg AG,KLINGELNBERG AG NA    SF5,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,e654321b7e1045a930991eac,active_official_exact_listing_isin_name
FSX::2NM0,proposed,2NM0,FSX,Stock,CNE100006NF4,"S.F. Holding Co., Ltd.",S.F.HOLDING CO.LTD H YC1,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,c2d83a1d93d02d9b847c2e20,active_official_exact_listing_isin_name
FSX::2NN,proposed,2NN,FSX,Stock,NL0010773842,NN Group NV,"NN GROUP NV EO -,12",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,6f10bfae713a78f696a76ca8,active_official_exact_listing_isin_name
FSX::2OY,proposed,2OY,FSX,Stock,US2605571031,Dow Inc,"DOW INC.           DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,c64bc351c3a8e3eae8f3de6c,active_official_exact_listing_isin_name
FSX::2UA,proposed,2UA,FSX,Stock,GB00BVYVFW23,Auto Trader Group Plc,"AUTOTR. GROUP PLC  LS0,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,d25be0d95e2e6ad1f13ca2ae,active_official_exact_listing_isin_name
FSX::2WZ,proposed,2WZ,FSX,Stock,US67098H1041,O-I Glass Inc,"O-I GLASS INC.     DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,15b3533461e7de384d0ff844,active_official_exact_listing_isin_name
FSX::2X0,proposed,2X0,FSX,Stock,US22052L1044,Corteva Inc,"CORTEVA INC.      DL -,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,27b7545f6269148425f84b20,active_official_exact_listing_isin_name
FSX::2X1,proposed,2X1,FSX,Stock,FR0012333284,Abivax SA,"ABIVAX SA         EO -,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,eff2b9d9921114e184af2698,active_official_exact_listing_isin_name
FSX::34T1,proposed,34T1,FSX,Stock,KYG888311134,Tiangong International Company Limited,"TIANGONG INTL CO.DL-,0025",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,972caad1c0399aa103386278,active_official_exact_listing_isin_name
FSX::34V,proposed,34V,FSX,Stock,CNE100002003,Guolian Securities Co. Ltd,GUOLIAN SECS CO.LTD H YC1,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,ff98ba24a4cd4fd29ccfe997,active_official_exact_listing_isin_name
FSX::3A9,proposed,3A9,FSX,Stock,US17253J1060,Cipher Mining Inc,CIPHER DIGITAL INC.,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,5270bbb7bb357b4807d67d6a,active_official_exact_listing_isin_name
FSX::3B7,proposed,3B7,FSX,Stock,SE0010442418,Bahnhof AB (publ),BAHNHOF AB AK B,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,e7334d0a64952ad0141e0965,active_official_exact_listing_isin_name
FSX::3E2,proposed,3E2,FSX,Stock,US29786A1060,Etsy Inc,"ETSY INC.         DL-,001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,ca576c9c3a05b3eff71e549f,active_official_exact_listing_isin_name
FSX::3F3,proposed,3F3,FSX,Stock,FR0010492199,Foraco International SA,FORACO INTL SA      EO 15,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,ad2f3945af0af0108d68e5c7,active_official_exact_listing_isin_name
FSX::3FF,proposed,3FF,FSX,Stock,US36116M1062,FutureFuel Corp,"FUTUREFUEL CORP. DL-,0001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,2a76b6f6f608a123b0207a4a,active_official_exact_listing_isin_name
FSX::3G0,proposed,3G0,FSX,Stock,US02155H2004,Altimmune Inc,"ALTIMMUNE INC.   DL-,0001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,ccf37909e77d43d28ba4e9ef,active_official_exact_listing_isin_name
FSX::3GS,proposed,3GS,FSX,Stock,KYG3932Q1029,Global Sweeteners Holdings Limited,"GLOBAL CORN GROUP  HD-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,d04de1dd1bf185453dd8a1c7,active_official_exact_listing_isin_name
FSX::3HJ,proposed,3HJ,FSX,Stock,SG1W27938677,Lippo Malls Indonesia Retail Trust,LANDMARK REIT,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,ba841d27c167842e1e07cc07,active_official_exact_listing_isin_name
FSX::3I5,proposed,3I5,FSX,Stock,US35905A1097,Frontdoor Inc,"FRONTDOOR INC.   DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,b6ef632b6aa293ed5cf20771,active_official_exact_listing_isin_name
FSX::3K1,proposed,3K1,FSX,Stock,KYG5264Y1089,Kingsoft Corporation Limited,"KINGSOFT COR.LTD DL-,0005",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,f8249ba3c73f75a318d338fd,active_official_exact_listing_isin_name
FSX::3L1,proposed,3L1,FSX,Stock,US5663301068,The Marcus Corporation,MARCUS CORP.         DL 1,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,794b653e59e28c7ed1259bec,active_official_exact_listing_isin_name
FSX::3L7A,proposed,3L7A,FSX,Stock,US74758T3032,Qualys Inc,"QUALYS INC.      DL -,001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,6f89e0b4e448f200b467c0fc,active_official_exact_listing_isin_name
FSX::3P71,proposed,3P71,FSX,Stock,US6983413021,Pandora A/S,"PANDORA  UNSP.ADR/0,125",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,a85e6a18cfd16f5535b89696,active_official_exact_listing_isin_name
FSX::3RR,proposed,3RR,FSX,Stock,BMG763301022,RomReal Limited,"ROMREAL LTD.    EO 0,0025",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,75f2b65536cb85cdc3b0798c,active_official_exact_listing_isin_name
FSX::3S9,proposed,3S9,FSX,Stock,US86771W1053,Sunrun Inc,"SUNRUN INC.      DL-,0001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,0d97df4036341cf350dbd72a,active_official_exact_listing_isin_name
