ticker,exchange,asset_type,name,sec_cik,sec_ticker,sec_exchange,sec_name,sec_sic,sec_sic_description,sector_update,number_tokens_match,name_match,decision
PWWRF,OTC,Stock,Cleantech Power Corp.,,,,,,,,False,False,no_sec_match
PXSTF,OTC,Stock,Phoenix Media Investment (Holdings) Limited,,,,,,,,False,False,no_sec_match
PYIYF,OTC,Stock,Property For Industry Ltd.,,,,,,,,False,False,no_sec_match
QIMCF,OTC,Stock,QUEBEC INNOVATIVE MATLS,,,,,,,,False,False,no_sec_match
QNICF,OTC,Stock,Québec Nickel Corp,,,,,,,,False,False,no_sec_match
QQCMF,OTC,Stock,Questcorp Mining Inc.,,,,,,,,False,False,no_sec_match
QTIH,OTC,Stock,"QT Imaging Holdings, Inc.",,,,,,,,False,False,no_sec_match
RBOTWS,OTC,Stock,RBOTWS,,,,,,,,False,False,no_sec_match
RBRSF,OTC,Stock,NovaRed Mining Inc.,,,,,,,,False,False,no_sec_match
REDLD,OTC,Stock,Vault Minerals Limited,,,,,,,,False,False,no_sec_match
REVFF,OTC,Stock,Gitennes Exploration Inc.,1002366,REVFF,OTC,Gitennes Exploration Inc.,,,,True,True,missing_sic
RFAFF,OTC,Stock,RFA Financial Inc,,,,,,,,False,False,no_sec_match
RHBAF,OTC,Stock,RHB Capital Berhad,,,,,,,,False,False,no_sec_match
RHKJF,OTC,Stock,RHÖN-KLINIKUM Aktiengesellschaft,,,,,,,,False,False,no_sec_match
RINIY,OTC,Stock,Rinnai Corp,,,,,,,,False,False,no_sec_match
RINVS,OTC,Stock,RSE INNOVATION LLC,,,,,,,,False,False,no_sec_match
RKICF,OTC,Stock,MIROKU JYOHO SERVICE CO,,,,,,,,False,False,no_sec_match
RNRTF,OTC,Stock,Reunert Ltd,,,,,,,,False,False,no_sec_match
RONN,OTC,Stock,RONN Inc.,,,,,,,,False,False,no_sec_match
RONND,OTC,Stock,Aimwell Partners Inc.,,,,,,,,False,False,no_sec_match
RPTCP,OTC,Stock,RPTCP,,,,,,,,False,False,no_sec_match
RRACF,OTC,Stock,Rigel Resource Acquisition Corp.,,,,,,,,False,False,no_sec_match
RRMLF,OTC,Stock,Ross River Minerals Inc,,,,,,,,False,False,no_sec_match
RTCJD,OTC,Stock,Baijiayun Group Ltd,,,,,,,,False,False,no_sec_match
RTGC,OTC,Stock,Ridder Titan Genesis Corp,,,,,,,,False,False,no_sec_match
RTRZY,OTC,Stock,RIETER HLDG AG UNSP/ADR,,,,,,,,False,False,no_sec_match
RTSO,OTC,Stock,RTS Oil Holdings Inc,,,,,,,,False,False,no_sec_match
RVLWF,OTC,Stock,Revitalist Lifestyle and Wellness Ltd,,,,,,,,False,False,no_sec_match
RYOTF,OTC,Stock,Ryoden Trading Co.,,,,,,,,False,False,no_sec_match
RZZN,OTC,Stock,Jialijia Group Corporation Ltd,,,,,,,,False,False,no_sec_match
SAGMF,OTC,Stock,SAGA METALS CORP,,,,,,,,False,False,no_sec_match
SAHN,OTC,Stock,Saudi American Holdings Corp,,,,,,,,False,False,no_sec_match
SBAGY,OTC,Stock,Strabag SE,,,,,,,,False,False,no_sec_match
SBDCF,OTC,Stock,SBD Capital Corp,,,,,,,,False,False,no_sec_match
SBLCF,OTC,Stock,SPIRIT BLOCKCHAIN CAP INC.,,,,,,,,False,False,no_sec_match
SCRSF,OTC,Stock,ScreenPro Security Inc,,,,,,,,False,False,no_sec_match
SCVFD,OTC,Stock,SCVFD,,,,,,,,False,False,no_sec_match
SCYRF,OTC,Stock,Scryb Inc,,,,,,,,False,False,no_sec_match
SDCHD,OTC,Stock,"SideChannel, Inc.",,,,,,,,False,False,no_sec_match
SDPMP,OTC,Stock,SDPMP,,,,,,,,False,False,no_sec_match
SDPMV,OTC,Stock,SDPMV,,,,,,,,False,False,no_sec_match
SFEGY,OTC,Stock,SMARTFIT ESCOLA U/ADR,,,,,,,,False,False,no_sec_match
SFFFF,OTC,Stock,Peugeot Invest Société anonyme,,,,,,,,False,False,no_sec_match
SFGLF,OTC,Stock,Steadfast Group Ltd,,,,,,,,False,False,no_sec_match
SFOUV,OTC,Stock,SFOUV,,,,,,,,False,False,no_sec_match
SFRIF,OTC,Stock,SFRIF,,,,,,,,False,False,no_sec_match
SGUJ,OTC,Stock,Saguaro Holdings Corp,,,,,,,,False,False,no_sec_match
SHCC,OTC,Stock,Shi Corporation,,,,,,,,False,False,no_sec_match
SHEKF,OTC,Stock,SHIKOKU ELECTRIC PWR,,,,,,,,False,False,no_sec_match
SHGY,OTC,Stock,SearchGuy.com Inc,,,,,,,,False,False,no_sec_match
SHHPF,OTC,Stock,Ship Healthcare Holdings Inc,,,,,,,,False,False,no_sec_match
SHPPF,OTC,Stock,Shop Apotheke Europe N.V,,,,,,,,False,False,no_sec_match
SHUFF,OTC,Stock,Shufersal Ltd,,,,,,,,False,False,no_sec_match
SILGF,OTC,Stock,GLOBAL X ETFS ICAV,,,,,,,,False,False,no_sec_match
SIUDF,OTC,Stock,Shanghai Industrial Urban Development Group Limited,,,,,,,,False,False,no_sec_match
SKBNF,OTC,Stock,Shikun & Binui Ltd,,,,,,,,False,False,no_sec_match
SKRJ,OTC,Stock,Silk Road Entertainment Inc,,,,,,,,False,False,no_sec_match
SKURF,OTC,Stock,SAKURA INTERNET INC.,,,,,,,,False,False,no_sec_match
SLCND,OTC,Stock,SILICON METALS CORP NEW,,,,,,,,False,False,no_sec_match
SLCVF,OTC,Stock,SITIOS LATINOAMERICA S A B DE C V,,,,,,,,False,False,no_sec_match
SLGWQ,OTC,Stock,Slang Worldwide Inc.,,,,,,,,False,False,no_sec_match
SMDPY,OTC,Stock,Sumitomo Pharma Co. Ltd,,,,,,,,False,False,no_sec_match
SMHGF,OTC,Stock,SIMCERE PHARMACEUTICAL GROUP LTD,,,,,,,,False,False,no_sec_match
SMNRF,OTC,Stock,S2 Minerals Inc,,,,,,,,False,False,no_sec_match
SMRVD,OTC,Stock,Smooth Rock Ventures Corp,,,,,,,,False,False,no_sec_match
SNKCF,OTC,Stock,SENKO GROUP HLDGS CO LTD,,,,,,,,False,False,no_sec_match
SNLM,OTC,Stock,Homestead Gold and Silver Ltd,,,,,,,,False,False,no_sec_match
SNPVF,OTC,Stock,Baillie Gifford Shin Nippon Ord,,,,,,,,False,False,no_sec_match
SNRBY,OTC,Stock,Sunrise Communications AG,,,,,,,,False,False,no_sec_match
SOFE,OTC,Stock,Carepay Holdings Inc,,,,,,,,False,False,no_sec_match
SOHGF,OTC,Stock,ALSOK Co Ltd./ADR,1536787,SOHGF,OTC,ALSOK Co Ltd./ADR,,,,True,True,missing_sic
SONGD,OTC,Stock,"Music Licensing, Inc.",,,,,,,,False,False,no_sec_match
SONIF,OTC,Stock,SonicStrategy Inc.,,,,,,,,False,False,no_sec_match
SOTDF,OTC,Stock,Stroeer SE,,,,,,,,False,False,no_sec_match
SPDE,OTC,Stock,Speedus Corp,,,,,,,,False,False,no_sec_match
SPLTF,OTC,Stock,SpotLite360 Technologies Inc,,,,,,,,False,False,no_sec_match
SPMCP,OTC,Stock,"Sound Point Meridian Capital, Inc.",,,,,,,,False,False,no_sec_match
SPMXF,OTC,Stock,Supermax Corporation Berhad,,,,,,,,False,False,no_sec_match
SPODF,OTC,Stock,Spod Lithium Corp.,,,,,,,,False,False,no_sec_match
SRANF,OTC,Stock,SRANAN GOLD CORP,,,,,,,,False,False,no_sec_match
SRBZF,OTC,Stock,STRATEC Biomedical AG,,,,,,,,False,False,no_sec_match
SRGBF,OTC,Stock,Suruga Bank Ltd,,,,,,,,False,False,no_sec_match
SRSLF,OTC,Stock,Sorrento Resources Ltd.,,,,,,,,False,False,no_sec_match
SRSSF,OTC,Stock,S2 RES LTD,,,,,,,,False,False,no_sec_match
SSCC,OTC,Stock,SMURFIT-STONE CONTAINER Corp,,,,,,,,False,False,no_sec_match
SSLVF,OTC,Stock,SUN SILVER LTD.,,,,,,,,False,False,no_sec_match
SSPDF,OTC,Stock,SSGA SPDR ETFS Europe I PLC,,,,,,,,False,False,no_sec_match
SSPLF,OTC,Stock,Safe Supply Streaming Co Ltd.,,,,,,,,False,False,no_sec_match
STAEY,OTC,Stock,Stanley Electric Co. Ltd,,,,,,,,False,False,no_sec_match
STAOF,OTC,Stock,Sing Tao News Corporation Limited,,,,,,,,False,False,no_sec_match
STCI,OTC,Stock,Surge Technologies Inc,,,,,,,,False,False,no_sec_match
STCPF,OTC,Stock,Sella Capital Real Estate Ltd,,,,,,,,False,False,no_sec_match
STGDF,OTC,Stock,COPPER RD RES INC.,,,,,,,,False,False,no_sec_match
STIVV,OTC,Stock,"Strive Asset Management, LLC",,,,,,,,False,False,no_sec_match
STLB,OTC,Stock,Sterling Business Solutions Inc,,,,,,,,False,False,no_sec_match
STMM,OTC,Stock,Stemcell Holdings Inc,,,,,,,,False,False,no_sec_match
STPDF,OTC,Stock,STAMPEDE DRILLING INC,,,,,,,,False,False,no_sec_match
STTFF,OTC,Stock,SmarTone Telecommunications Holdings Limited,,,,,,,,False,False,no_sec_match
SUCEF,OTC,Stock,Sumitomo Osaka Cement Co. Ltd,,,,,,,,False,False,no_sec_match
SUFF,OTC,Stock,Ophir Resources Co,,,,,,,,False,False,no_sec_match
SUNXF,OTC,Stock,Stardust Solar Energy Inc.,2048958,SUNXF,OTC,Stardust Solar Energy Inc.,,,,True,True,missing_sic
SURNF,OTC,Stock,SureNano Science Ltd.,,,,,,,,False,False,no_sec_match
SVEXF,OTC,Stock,SVEXF,,,,,,,,False,False,no_sec_match
SVJTY,OTC,Stock,Public Joint Stock Company Severstal,,,,,,,,False,False,no_sec_match
SVRZF,OTC,Stock,Purpose Silver Bullion Fund,,,,,,,,False,False,no_sec_match
SVTPF,OTC,Stock,S-Ventures Plc,,,,,,,,False,False,no_sec_match
SVXA,OTC,Stock,Historic Discoveries Inc,,,,,,,,False,False,no_sec_match
SYBE,OTC,Stock,SYBLEU INC.,,,,,,,,False,False,no_sec_match
SYDRF,OTC,Stock,Delota Corp,,,,,,,,False,False,no_sec_match
SYKKF,OTC,Stock,Soliton Systems K.K,,,,,,,,False,False,no_sec_match
SYXZF,OTC,Stock,SYNNEX TECH INTL GDR,,,,,,,,False,False,no_sec_match
SZDEF,OTC,Stock,Dongjiang Environmental Company Limited,,,,,,,,False,False,no_sec_match
TBRDF,OTC,Stock,THUNDERBIRD MINERALS CORP,,,,,,,,False,False,no_sec_match
TCBPY,OTC,Stock,TC Biopharm (Holdings) Plc,,,,,,,,False,False,no_sec_match
TCBWF,OTC,Stock,TC Biopharm (Holdings) Plc,,,,,,,,False,False,no_sec_match
TCGGY,OTC,Stock,Tecan Group Ltd,,,,,,,,False,False,no_sec_match
TCNT,OTC,Stock,Toucan Interactive Corp,,,,,,,,False,False,no_sec_match
TCSIF,OTC,Stock,2CRSI,,,,,,,,False,False,no_sec_match
TDGGF,OTC,Stock,TDG Gold Corp.,1972589,TDGGF,OTC,TDG Gold Corp.,,,,True,True,missing_sic
TDSPU,OTC,Stock,TDSPU,,,,,,,,False,False,no_sec_match
TEBAF,OTC,Stock,Terra Balcanica Resources Corp.,,,,,,,,False,False,no_sec_match
TESTJ,OTC,Stock,Test Security J1,,,,,,,,False,False,no_sec_match
TETAB,OTC,Stock,"Alpha G Investment Management, Inc.",,,,,,,,False,False,no_sec_match
TGAAF,OTC,Stock,Target Global Acquisition I Corp.,,,,,,,,False,False,no_sec_match
TGAUF,OTC,Stock,Target Global Acquisition I Corp.,,,,,,,,False,False,no_sec_match
TGBMF,OTC,Stock,Taiwan Cement Corp,,,,,,,,False,False,no_sec_match
TGLTY,OTC,Stock,TGLT S.A,,,,,,,,False,False,no_sec_match
THAHF,OTC,Stock,"Thoresen Thai Agencies Public Co., Ltd.",,,,,,,,False,False,no_sec_match
THER,OTC,Stock,Therasense Inc,,,,,,,,False,False,no_sec_match
TKCCF,OTC,Stock,TOUKEI COMPUTER CO LTD,,,,,,,,False,False,no_sec_match
TKGZY,OTC,Stock,Turkiye Garanti Bankasi A.S,,,,,,,,False,False,no_sec_match
TKKYY,OTC,Stock,Turkiye Sise ve Cam Fabrikalari AS,,,,,,,,False,False,no_sec_match
TKMSF,OTC,Stock,TKMS AG & CO.,2124215,TKMSF,OTC,TKMS AG & CO. KGAA/ADR,,,,True,False,name_mismatch
TKOLF,OTC,Stock,"Teikoku Electric Manufacturing Co., Ltd.",,,,,,,,False,False,no_sec_match
TLNE,OTC,Stock,Talen Energy Corporation,,,,,,,,False,False,no_sec_match
TMGID,OTC,Stock,The Marquie Group Inc,,,,,,,,False,False,no_sec_match
TMGLF,OTC,Stock,Trigg Minerals Limited,,,,,,,,False,False,no_sec_match
TMLL,OTC,Stock,Third Millennium Industries Inc,,,,,,,,False,False,no_sec_match
TMNA,OTC,Stock,Tingo Inc,,,,,,,,False,False,no_sec_match
TNGCF,OTC,Stock,Tongcheng Travel Holdings Limited,,,,,,,,False,False,no_sec_match
TNPOF,OTC,Stock,Ten Pao Group Holdings Limited,,,,,,,,False,False,no_sec_match
TNSMF,OTC,Stock,Titanium Sands Ltd,,,,,,,,False,False,no_sec_match
TODCF,OTC,Stock,Toda Corp,,,,,,,,False,False,no_sec_match
TOSKF,OTC,Stock,TOYO SEIKAN KAISHA LTD,,,,,,,,False,False,no_sec_match
TOUBF,OTC,Stock,TOUBANI RES LTD.,,,,,,,,False,False,no_sec_match
TOYWF,OTC,Stock,"TOYO Co., Ltd",1985273,TOYWF,OTC,"TOYO Co., Ltd",,,,True,False,name_mismatch
TRGYS,OTC,Stock,ARRIVED HOMES 5 LLC,,,,,,,,False,False,no_sec_match
TRKYY,OTC,Stock,Türkiye Sinai Kalkinma Bankasi A.S,,,,,,,,False,False,no_sec_match
TROYF,OTC,Stock,Troy Minerals Inc.,,,,,,,,False,False,no_sec_match
TRSNF,OTC,Stock,TRANSENER S A,,,,,,,,False,False,no_sec_match
TRTFV,OTC,Stock,TRTFV,,,,,,,,False,False,no_sec_match
TRTGV,OTC,Stock,TRTGV,,,,,,,,False,False,no_sec_match
TSOCF,OTC,Stock,Taisei Oncho Co. Ltd,,,,,,,,False,False,no_sec_match
TSTTF,OTC,Stock,TripSitter Clinic Ltd.,,,,,,,,False,False,no_sec_match
TSWCF,OTC,Stock,The Smarter Web Company PLC,,,,,,,,False,False,no_sec_match
TTCFQ,OTC,Stock,Tattooed Chef Inc.,,,,,,,,False,False,no_sec_match
TTLHF,OTC,Stock,Total Helium Ltd,,,,,,,,False,False,no_sec_match
TTNMF,OTC,Stock,Toho Titanium Co Ltd,,,,,,,,False,False,no_sec_match
TULYS,OTC,Stock,ARRIVED HOMES 5 LLC,,,,,,,,False,False,no_sec_match
TZLTF,OTC,Stock,TZ LTD,,,,,,,,False,False,no_sec_match
UACJF,OTC,Stock,UACJ Corp,,,,,,,,False,False,no_sec_match
UDSG,OTC,Stock,UDS Group Inc,,,,,,,,False,False,no_sec_match
UGODF,OTC,Stock,UPSIDE GOLD CORP,,,,,,,,False,False,no_sec_match
UHGI,OTC,Stock,Ultimate Holdings Group Inc.,,,,,,,,False,False,no_sec_match
UMEWF,OTC,Stock,UMeWorld Limited,,,,,,,,False,False,no_sec_match
UNBSF,OTC,Stock,"Uni Bio Science Group, Ltd.",,,,,,,,False,False,no_sec_match
UNHLF,OTC,Stock,EC Healthcare,,,,,,,,False,False,no_sec_match
UNHRF,OTC,Stock,UNITED HAMPSHIRE US REIT MGMT PTE LTD,,,,,,,,False,False,no_sec_match
UNSS,OTC,Stock,UNIVERSAL SOLAR TECHNOLOGY,,,,,,,,False,False,no_sec_match
UPBMF,OTC,Stock,United Plantations Berhad,,,,,,,,False,False,no_sec_match
UPHLW,OTC,Stock,"UpHealth, Inc.",,,,,,,,False,False,no_sec_match
UPLLF,OTC,Stock,Upland Resources Limited,,,,,,,,False,False,no_sec_match
URAIF,OTC,Stock,INTURAI VENTURES CORP,,,,,,,,False,False,no_sec_match
USNNF,OTC,Stock,USEN-NEXT HOLDINGS Co.Ltd.,,,,,,,,False,False,no_sec_match
USOPY,OTC,Stock,U.S. Oil and Gas Plc,,,,,,,,False,False,no_sec_match
USRED,OTC,Stock,Tactical Resources Corp.,,,,,,,,False,False,no_sec_match
UVCL,OTC,Stock,Univercell Holdings Inc,,,,,,,,False,False,no_sec_match
VAGNF,OTC,Stock,Vegano Foods Inc.,,,,,,,,False,False,no_sec_match
VCOR,OTC,Stock,Visiber57 Corp,,,,,,,,False,False,no_sec_match
VDASF,OTC,Stock,VAUDOISE ASSURANCES HOLDING,,,,,,,,False,False,no_sec_match
VETIF,OTC,Stock,VIP Entertainment Technologies Inc.,,,,,,,,False,False,no_sec_match
VETOF,OTC,Stock,Vetoquinol Ord,,,,,,,,False,False,no_sec_match
VGLIF,OTC,Stock,VISTA GROUP INTL,,,,,,,,False,False,no_sec_match
VGRDF,OTC,Stock,VANGUARD FUNDS PLC FTSE DEV EUR,,,,,,,,False,False,no_sec_match
VHLUF,OTC,Stock,Vitasora Health Limited,,,,,,,,False,False,no_sec_match
VHMLF,OTC,Stock,VHM LTD,,,,,,,,False,False,no_sec_match
VICFF,OTC,Stock,Vice Health and Wellness Inc.,,,,,,,,False,False,no_sec_match
VIFI,OTC,Stock,Vie Financial Group Inc,,,,,,,,False,False,no_sec_match
VINZF,OTC,Stock,London BTC Company Limited,,,,,,,,False,False,no_sec_match
VIRDY,OTC,Stock,VIRIDIEN S/ADR,,,,,,,,False,False,no_sec_match
VIZG,OTC,Stock,VisionGlobal Corporation,,,,,,,,False,False,no_sec_match
VLRMF,OTC,Stock,Valereum Plc,,,,,,,,False,False,no_sec_match
VLTLF,OTC,Stock,Volt Lithium Corp.,1872061,VLTLF,OTC,Volt Lithium Corp.,,,,True,True,missing_sic
VNTAD,OTC,Stock,VNTAD,,,,,,,,False,False,no_sec_match
VNTEF,OTC,Stock,VINTE VIVIENDAS INTEGRALES S A B,,,,,,,,False,False,no_sec_match
VNTXF,OTC,Stock,FORTE GROUP HOLDINGS INC.,1754180,VNTXF,OTC,FORTE GROUP HOLDINGS INC.,,,,True,True,missing_sic
VOLMF,OTC,Stock,VOLTA METALS LTD,,,,,,,,False,False,no_sec_match
VRLAF,OTC,Stock,Verallia Société Anonyme,,,,,,,,False,False,no_sec_match
VRMTF,OTC,Stock,VRMTF,,,,,,,,False,False,no_sec_match
VSCFF,OTC,Stock,Viscofan S.A,,,,,,,,False,False,no_sec_match
VSFFF,OTC,Stock,GREEN ECONOMY DEVELOPMENT,,,,,,,,False,False,no_sec_match
VTCHF,OTC,Stock,VTCHF,,,,,,,,False,False,no_sec_match
VVCHF,OTC,Stock,Viva China Holdings Limited,,,,,,,,False,False,no_sec_match
VZTCF,OTC,Stock,Vaultz Capital Plc,,,,,,,,False,False,no_sec_match
WACC,OTC,Stock,WestAmerica Corporation,,,,,,,,False,False,no_sec_match
WAORF,OTC,Stock,WA1 RES LTD.,,,,,,,,False,False,no_sec_match
WDGNF,OTC,Stock,Widgie Nickel Limited,,,,,,,,False,False,no_sec_match
WEDG,OTC,Stock,Weed Growth Fund Inc.,,,,,,,,False,False,no_sec_match
WFWRF,OTC,Stock,Wi-Fi Wireless ltd,,,,,,,,False,False,no_sec_match
WGELF,OTC,Stock,WESTERN GOLD EXPL LTD.,,,,,,,,False,False,no_sec_match
WGHW,OTC,Stock,WGHW,,,,,,,,False,False,no_sec_match
WGRFF,OTC,Stock,Champion Gaming Group Inc.,,,,,,,,False,False,no_sec_match
WHRDL,OTC,Stock,WHRDL,,,,,,,,False,False,no_sec_match
WINH,OTC,Stock,Willcox International Holdings Inc.,,,,,,,,False,False,no_sec_match
WINTW,OTC,Stock,Windtree Therapeutics Inc,,,,,,,,False,False,no_sec_match
WLHSF,OTC,Stock,Wilh. Wilhelmsen,,,,,,,,False,False,no_sec_match
WRLWF,OTC,Stock,West Red Lake Gold Mines Ltd.,1733968,WRLWF,OTC,West Red Lake Gold Mines Ltd.,,,,True,True,missing_sic
WSTTF,OTC,Stock,Westports Holdings Berhad,,,,,,,,False,False,no_sec_match
WTCRF,OTC,Stock,GLOBAL COPPER CORP.,,,,,,,,False,False,no_sec_match
WTFPV,OTC,Stock,WTFPV,,,,,,,,False,False,no_sec_match
WYCC,OTC,Stock,Worry Free Holdings Company,,,,,,,,False,False,no_sec_match
XCFT,OTC,Stock,"xCraft Enterprises, Inc",,,,,,,,False,False,no_sec_match
XDWDF,OTC,Stock,XTRACKERS IE PLC,,,,,,,,False,False,no_sec_match
XESP,OTC,Stock,CannAssist International Corp,,,,,,,,False,False,no_sec_match
XNAQF,OTC,Stock,XTRACKERS IE PLC,,,,,,,,False,False,no_sec_match
XTAAF,OTC,Stock,Xtrackers II,,,,,,,,False,False,no_sec_match
XTAIF,OTC,Stock,XTAO INC,,,,,,,,False,False,no_sec_match
XTCKF,OTC,Stock,XTRACKERS IE PLC,,,,,,,,False,False,no_sec_match
XTCYF,OTC,Stock,Xtacy Therapeutics Corp.,,,,,,,,False,False,no_sec_match
XTKEF,OTC,Stock,Xtrackers,,,,,,,,False,False,no_sec_match
XYLUF,OTC,Stock,GLOBAL X ETFS ICAV,,,,,,,,False,False,no_sec_match
YHEGF,OTC,Stock,YH ENTMT GROUP,,,,,,,,False,False,no_sec_match
YJGJ,OTC,Stock,Yijia Group Corp.,,,,,,,,False,False,no_sec_match
YMFCF,OTC,Stock,Yamashin-Filter Corp,,,,,,,,False,False,no_sec_match
YORI,OTC,Stock,Yora International Inc,,,,,,,,False,False,no_sec_match
YORKF,OTC,Stock,York Harbour Metals Inc,,,,,,,,False,False,no_sec_match
YUMFF,OTC,Stock,The Yumy Candy Company Inc,,,,,,,,False,False,no_sec_match
YUMM,OTC,Stock,Yummies Inc,,,,,,,,False,False,no_sec_match
ZAHA,OTC,Stock,Zahav Inc,,,,,,,,False,False,no_sec_match
ZCRMF,OTC,Stock,ZINCORE METALS INC,1425061,ZCRMF,OTC,ZINCORE METALS INC,,,,True,True,missing_sic
ZUKI,OTC,Stock,Zuki Inc.,,,,,,,,False,False,no_sec_match
ZUUZF,OTC,Stock,ZEUS NORTH AMER MNG CORP,,,,,,,,False,False,no_sec_match
