ticker,exchange,asset_type,name,nyse_symbol,nyse_issuer_name,nyse_issue_name,nyse_instrument_type,nyse_isin,nyse_asset_class,nyse_strategy,isin_update,category_update,decision
RJVI,NYSE ARCA,ETF,RJ Eagle Vertical Income ETF,,,,,,,,,,no_nyse_sample_match
RKNG,NASDAQ,ETF,Defiance Retail Kings ETF,,,,,,,,,,no_nyse_sample_match
RLTY,NYSE,ETF,Cohen & Steers Real Estate Opportunities and Income Fund,RLTY,Cohen & Steers Real Estate Opportunities and Income Fund,Common Shares of Beneficial Interest,P,US19249Q1031,,,US19249Q1031,,accept_isin
RMRC,NYSE ARCA,ETF,ARMOR Core Risk-Managed ETF,,,,,,,,,,no_nyse_sample_match
RNAM,NASDAQ,Stock,"Avidity Biosciences, Inc",,,,,,,,,,no_nyse_sample_match
RONB,NYSE,ETF,Baron ETF Trust,,,,,,,,,,no_nyse_sample_match
ROPE,NYSE ARCA,ETF,Coastal Compass 100 ETF,,,,,,,,,,no_nyse_sample_match
RSHO,NYSE ARCA,ETF,Tema ETF Trust,RSHO,Tema ETF Trust,Tema American Reshoring ETF,ETF,US87975E6023,EQUITY,ACTIVE,,Equity,accept_etf_category
RSSY,BATS,ETF,Return Stacked U,,,,,,,,,,name_mismatch
RVER,NYSE ARCA,ETF,Trenchless Fund ETF,RVER,Advisor Managed Portfolios,Trenchless Fund ETF,ETF,US00777X5462,EQUITY,ACTIVE,,Equity,accept_etf_category
RVRB,BATS,ETF,Advisors Series Trust - Reverb ETF,,,,,,,,,,name_mismatch
RVT,NYSE,Stock,"Royce Small-Cap Trust, Inc.",RVT,"Royce Small-Cap Trust, Inc.",Common Stock,P,US7809101055,,,US7809101055,,accept_isin
RWEM,NYSE ARCA,ETF,The Advisors' Inner Circle Fund III - Rayliant Wilshire NxtGen Emerging Markets Equity ETF,,,,,,,,,,no_nyse_sample_match
RWLC,NYSE ARCA,ETF,The Advisors' Inner Circle Fund III - Rayliant Wilshire NxtGen US Large Cap Equity ETF,,,,,,,,,,no_nyse_sample_match
RYZ,NYSE,Stock,Ryerson Holding Corporation,,,,,,,,,,no_nyse_sample_match
SAAQ,NASDAQ,Stock,Space Asset Acquisition Corp. Class A Ordinary Shares,,,,,,,,,,no_nyse_sample_match
SAC-UN,NYSE,Stock,Safeguard Acquisition Corp.,,,,,,,,,,no_nyse_sample_match
SAJ,NYSE,Stock,Saratoga Investment Corp 8.00%,SAJ,Saratoga Investment Corp.,8.00% Notes due 2027,G,US80349A8852,,,US80349A8852,,accept_isin
SASS,NYSE ARCA,ETF,M.D. Sass Concentrated Value ETF,,,,,,,,,,no_nyse_sample_match
SAT,NYSE,Stock,Saratoga Investment Corp 6.00%,,,,,,,,,,no_nyse_sample_match
SAWS,NYSE ARCA,ETF,AAM Sawgrass U.S. Small Cap Quality Growth ETF,SAWS,ETF Series Solutions,AAM Sawgrass US Small Cap Quality Growth ETF,ETF,US26922B4858,EQUITY,ACTIVE,US26922B4858,,accept_isin
SBXE-UN,NYSE,Stock,SilverBox Corp V,,,,,,,,,,no_nyse_sample_match
SCII,NASDAQ,Stock,SC II Acquisition Corp. Class A ordinary share,,,,,,,,,,no_nyse_sample_match
SCZM,NASDAQ,Stock,Santacruz Silver Mining Ltd. Common Shares,,,,,,,,,,no_nyse_sample_match
SDMF,NYSE ARCA,ETF,Simplify DBi CTA Managed Futures Index ETF,,,,,,,,,,no_nyse_sample_match
SE,NYSE,Stock,Sea Ltd,,,,,,,,,,name_mismatch
SEMY,NASDAQ,ETF,GraniteShares YieldBOOST Semiconductor ETF,,,,,,,,,,no_nyse_sample_match
SEPP,BATS,ETF,PGIM US Large-Cap Buffer 12 ETF - September,SEPP,PGIM US Large-Cap Buffer 12 ETF - September,ETF,ETF,US69420N7912,,,US69420N7912,,accept_isin
SGRT,NYSE ARCA,ETF,SMART Earnings Growth 30 ETF,,,,,,,,,,no_nyse_sample_match
SIFI,NYSE ARCA,ETF,Harbor Scientific Alpha Income,SIFI,Harbor ETF Trust,Harbor Scientific Alpha Income ETF,ETF,US41151J2087,FIXED_INCOME,ACTIVE,,Fixed Income,accept_etf_category
SIXF,BATS,ETF,AllianzIM U.S. Large Cap 6 Month Buffer10 Feb/Aug ETF,SIXF,AIM ETF Products Trust,AllianzIM U.S. Large Cap 6 Month Buffer10 Feb/Aug ETF,ETF,US00888H6797,EQUITY,ACTIVE,US00888H6797,,accept_isin
SIXP,BATS,ETF,AllianzIM U.S. Large Cap 6 Month Buffer10 Mar/Sep ETF,SIXP,AIM ETF Products Trust,AllianzIM U.S. Large Cap 6 Month Buffer10 Mar/Sep ETF,ETF,US00888H6615,EQUITY,ACTIVE,US00888H6615,,accept_isin
SIXZ,BATS,ETF,AllianzIM U.S. Large Cap 6 Month Buffer10 May/Nov ETF,SIXZ,AIM ETF Products Trust,AllianzIM U.S. Large Cap 6 Month Buffer10 May/Nov ETF,ETF,US00888H6532,EQUITY,ACTIVE,US00888H6532,,accept_isin
SKK,NASDAQ,Stock,SKK Holdings Limited,,,,,,,,,,name_mismatch
SLB,NYSE,Stock,SLB Limited Common Shares,,,,,,,,,,name_mismatch
SLJY,NYSE ARCA,ETF,Amplify ETF Trust,,,,,,,,,,no_nyse_sample_match
SLM,NASDAQ,Stock,SLM Corp,,,,,,,,,,name_mismatch
SLTY,NYSE ARCA,ETF,YieldmaxTM Ultra Short Option Income Strategy ETF,,,,,,,,,,no_nyse_sample_match
SLVX,NYSE ARCA,ETF,Nicholas Silver Income ETF,,,,,,,,,,no_nyse_sample_match
SMA,NYSE,Stock,"SmartStop Self Storage REIT, Inc.",,,,,,,,,,no_nyse_sample_match
SMIZ,NYSE ARCA,ETF,Zacks Trust,,,,,,,,,,name_mismatch
SMRF,NYSE ARCA,ETF,ALPS ETF Trust,,,,,,,,,,no_nyse_sample_match
SMTH,NYSE ARCA,ETF,ALPS ETF Trust,,,,,,,,,,name_mismatch
SOAR,NYSE MKT,Stock,Volato Group Inc.,SOAR,"Volato Group, Inc.",Class A Common Stock,A,US74349W1045,,,US74349W1045,,accept_isin
SOF,NYSE,ETF,Amplify Samsung SOFR ETF ,,,,,,,,,,no_nyse_sample_match
SOLC,NASDAQ,ETF,Canary Marinade Solana ETF Shares of Beneficial Interest,,,,,,,,,,no_nyse_sample_match
SORN,NASDAQ,Stock,Soren Acquisition Corp. Class A Ordinary Shares,,,,,,,,,,no_nyse_sample_match
SOVF,NYSE ARCA,ETF,Sovereign's Capital Flourish Fund,SOVF,Elevation Series Trust,Sovereign's Capital Flourish Fund,ETF,US2103222020,EQUITY,ACTIVE,,Equity,accept_etf_category
SPCT,NASDAQ,ETF,Liberty One Spectrum ETF,,,,,,,,,,no_nyse_sample_match
SPFF,NYSE ARCA,ETF,Global X SuperIncome Preferred ETF,SPFF,Global X Funds,Global X SuperIncome Preferred ETF,ETF,US37950E3339,FIXED_INCOME,INDEX,,Fixed Income,accept_etf_category
SPIT,NASDAQ,ETF,F/m Emerald Special Situations ETF,,,,,,,,,,no_nyse_sample_match
SPRX,NASDAQ,ETF,Spear Alpha ETF,SPRX,Spear Alpha ETF,ETF,ETF,US53656F3837,,,,,no_update
SPTE,NYSE ARCA,ETF,SP Funds Trust,SPTE,SP Funds Trust,SP Funds S&P Global Technology ETF,ETF,US84612A1016,EQUITY,INDEX,,Equity,accept_etf_category
SPTU,NYSE ARCA,ETF,State Street SPDR Portfolio Ultra Short T-Bill ETF,,,,,,,,,,no_nyse_sample_match
SPWO,NYSE ARCA,ETF,SP Funds Trust,SPWO,SP Funds Trust,SP Funds S&P World (ex-US) ETF,ETF,US84612A2006,EQUITY,INDEX,,Equity,accept_etf_category
SRL,NYSE,Stock,Scully Royalty Ltd,SRL,Scully Royalty Ltd.,Common Shares,A,KYG7T96K1077,,,,,no_update
STBQ,NYSE ARCA,ETF,Amplify ETF Trust,,,,,,,,,,no_nyse_sample_match
SUIS,NASDAQ,ETF,Canary Staked SUIS ETF Shares of Beneficial Interest,,,,,,,,,,no_nyse_sample_match
SULR,NYSE ARCA,ETF,Guinness Atkinson Funds - SmartETFs Sustainable Energy II ETF,,,,,,,,,,no_nyse_sample_match
SUNC,NYSE,Stock,SunocoCorp LLC,,,,,,,,,,no_nyse_sample_match
SUPP,NASDAQ,ETF,TCW Transform Supply Chain ETF,SUPP,TCW ETF Trust,TCW Transform Supply Chain ETF,ETF,US29287L3042,EQUITY,ACTIVE,,Equity,accept_etf_category
SUPX,NASDAQ,Stock,SuperX AI Technology Limited,,,,,,,,,,no_nyse_sample_match
SVAQ,NASDAQ,Stock,Silicon Valley Acquisition Corp. Class A Ordinary Shares,,,,,,,,,,no_nyse_sample_match
SVIV,NASDAQ,Stock,Spring Valley Acquisition Corp. IV Class A Ordinary Shares,,,,,,,,,,no_nyse_sample_match
SWMR,NASDAQ,Stock,"Swarmer, Inc Common Stock",,,,,,,,,,no_nyse_sample_match
TDOG,NASDAQ,ETF,21Shares Dogecoin ETF Common Shares of Beneficial Interest,,,,,,,,,,no_nyse_sample_match
TDOT,NASDAQ,ETF,21shares Polkadot ETF Shares of Beneficial Interest,,,,,,,,,,no_nyse_sample_match
TEMR,NYSE ARCA,ETF,T. Rowe Price Emerging Markets Equity Research ETF,,,,,,,,,,no_nyse_sample_match
TFFI,NYSE ARCA,ETF,Chesapeake Trend-Following Fixed Income ETF,,,,,,,,,,no_nyse_sample_match
TFSA,NYSE,Stock,"Terra Income Fund 6, LLC 7.00%",TFSA,"Terra Income Fund 6, LLC",7.00% Notes due 2026,G,US88104C2026,,,US88104C2026,,accept_isin
THRV,NASDAQ,ETF,Prospera Income ETF,,,,,,,,,,no_nyse_sample_match
TIIV,NYSE ARCA,ETF,AAM Todd International Intrinsic Value ETF,,,,,,,,,,no_nyse_sample_match
TIPD,NYSE ARCA,ETF,Northern Trust 2055 Inflation-Linked Distributing Ladder ETF,,,,,,,,,,no_nyse_sample_match
TJAN,BATS,ETF,Innovator Equity Defined Protection ETF - 2 Yr to January 2027,,,,,,,,,,no_nyse_sample_match
TJGC,NASDAQ,Stock,TJGC Group Limited,,,,,,,,,,no_nyse_sample_match
TKNQ,NYSE ARCA,ETF,Amplify ETF Trust,,,,,,,,,,no_nyse_sample_match
TLTP,BATS,ETF,Amplify Bloomberg U.S. Treasury Target High Income ETF,TLTP,Amplify Bloomberg U.S. Treasury Target High Income ETF,ETF,ETF,US0321085161,,,US0321085161,,accept_isin
TOAK,NYSE ARCA,ETF,Manager Directed Portfolios,,,,,,,,,,name_mismatch
TOGA,NYSE ARCA,ETF,Tremblant Global ETF,TOGA,Managed Portfolio Series,Tremblant Opportunistic Global ETF,ETF,US56167N1919,EQUITY,ACTIVE,US56167N1919,Equity,accept_isin_etf_category
TOLL,BATS,ETF,Tema Monopolies and Oligopolies ETF,TOLL,Tema Monopolies and Oligopolies ETF,ETF,ETF,US87975E1073,,,,,no_update
TOPW,BATS,ETF,Roundhill WeeklyPay Universe ETF,,,,,,,,,,no_nyse_sample_match
TOV,NYSE ARCA,ETF,JLens 500 Jewish Advocacy U.S. ETF,,,,,,,,,,no_nyse_sample_match
TPRY,NYSE ARCA,ETF,VistaShares Target 15 TEPRTantrum Contrarian Distribution ETF,,,,,,,,,,no_nyse_sample_match
TPTA,NYSE,Stock,"Terra Property Trust, Inc. 6.00%",,,,,,,,,,no_nyse_sample_match
TRAD-UN,NYSE,Stock,APEX Tech Acquisition Inc.,,,,,,,,,,no_nyse_sample_match
TROT,NYSE ARCA,ETF,Invesco MSCI Treasury Duration Rotation ETF,,,,,,,,,,no_nyse_sample_match
TRPA,BATS,ETF,HARTFORD AAA CLO ETF,,,,,,,,,,no_nyse_sample_match
TRUD,NASDAQ,ETF,VanEck Consumer Discretionary TruSector ETF,,,,,,,,,,no_nyse_sample_match
TSDD,NASDAQ,ETF,GraniteShares 1.5x Short TSLA Daily ETF,TSDD,GraniteShares 2x Short TSLA Daily ETF,ETF,ETS,US38747R7695,,,US38747R7695,,accept_isin
TSES,NYSE ARCA,ETF,Truth Social Funds,,,,,,,,,,no_nyse_sample_match
TSIC,NYSE ARCA,ETF,Truth Social Funds,,,,,,,,,,no_nyse_sample_match
TSNF,NYSE ARCA,ETF,Truth Social Funds,,,,,,,,,,no_nyse_sample_match
TSRS,NYSE ARCA,ETF,Truth Social Funds,,,,,,,,,,no_nyse_sample_match
TSSD,NYSE ARCA,ETF,Truth Social Funds,,,,,,,,,,no_nyse_sample_match
TSUI,NASDAQ,ETF,21shares Sui ETF Common Shares of Beneficial Interest Shares,,,,,,,,,,no_nyse_sample_match
TSYX,NASDAQ,ETF,TSPY Lift ETF,,,,,,,,,,no_nyse_sample_match
TULP,NASDAQ,Stock,"Bloomia Holdings, Inc.",,,,,,,,,,no_nyse_sample_match
TXS,NYSE ARCA,ETF,Texas Capital Funds Trust,TXS,Texas Capital Funds Trust,Texas Capital Texas Equity Index ETF,ETF,US88224A1025,EQUITY,INDEX,,Equity,accept_etf_category
UPGD,NYSE ARCA,ETF,Invesco Exchange-Traded Fund Trust - Invesco Raymond James SB-1 Equity ETF,,,,,,,,,,name_mismatch
URAA,NYSE ARCA,ETF,Direxion Daily Uranium Bull 2X ETF,URAA,Direxion Shares ETF Trust,Direxion Daily Uranium Industry Bull 2X Shares,ETF,US25461A6432,EQUITY,INDEX,US25461A6432,,accept_isin
URSP,NYSE ARCA,ETF,ProShares Ultra S&P 500 Equal Weight,,,,,,,,,,no_nyse_sample_match
USAF,NASDAQ,ETF,Atlas America Fund,USAF,Atlas America Fund,ETF,U,US9009344071,,,,,no_update
USSE,NYSE ARCA,ETF,Segall Bryant & Hamill Trust,USSE,Segall Bryant & Hamill Trust,Segall Bryant & Hamill Select Equity ETF,ETF,US81580H4496,,,,,no_update
VAVX,NASDAQ,ETF,VanEck Avalanche ETF Common Shares of Beneficial Interest,,,,,,,,,,no_nyse_sample_match
VCOB,NYSE ARCA,ETF,Voya Core Bond ETF,,,,,,,,,,no_nyse_sample_match
VIXI,NASDAQ,ETF,Defiance Enhanced Long Vol ETF,,,,,,,,,,no_nyse_sample_match
VOXP,BATS,ETF,Vox Populi ETF,,,,,,,,,,no_nyse_sample_match
VPX,NYSE ARCA,ETF,Variant Perception Cycle Aware US Equity ETF,,,,,,,,,,no_nyse_sample_match
VRAX,NASDAQ,Stock,Virax Biolabs Group Limited Ordinary Shares,VRAX,Virax Biolabs Group Ltd,ORD USD0.0001,A,KYG9495L1251,,,,,no_update
VSNT,NASDAQ,Stock,"Versant Media Group, Inc. Class A Common Stock When-Issued",,,,,,,,,,no_nyse_sample_match
VUSI,NYSE ARCA,ETF,Voya Ultra Short Income ETF,,,,,,,,,,no_nyse_sample_match
WAGN,NYSE,ETF,Pabrai Wagons ETF,,,,,,,,,,no_nyse_sample_match
WAMA,NASDAQ,ETF,WisdomTree US Adaptive Moving Average Fund,,,,,,,,,,no_nyse_sample_match
WCAP,NYSE ARCA,ETF,WarCap Unconstrained Equity ETF,,,,,,,,,,no_nyse_sample_match
WCPB,NYSE ARCA,ETF,Weitz Core Plus Bond ETF,,,,,,,,,,no_nyse_sample_match
WEPN,NYSE ARCA,ETF,Nicholas Defense and Rare Earth Income ETF,,,,,,,,,,no_nyse_sample_match
WINN,NYSE,ETF,Harbor Long-Term Growers ETF,WINN,Harbor ETF Trust,Harbor Long-Term Growers ETF,ETF,US41151J4067,,,,,no_update
WISD,NYSE ARCA,ETF,Wisdom Short Duration Income ETF,,,,,,,,,,no_nyse_sample_match
WLTH,NASDAQ,Stock,Wealthfront Corporation Common Stock,,,,,,,,,,no_nyse_sample_match
WMSB,NYSE ARCA,ETF,Weitz Multisector Bond ETF,,,,,,,,,,no_nyse_sample_match
WPAC-UN,NYSE,Stock,White Pearl Acquisition Corp.,,,,,,,,,,no_nyse_sample_match
WT,NYSE,ETF,WisdomTree Inc.,WT,"WisdomTree, Inc.",Common Stock,A,US97717P1049,,,,,no_update
XAPR,BATS,ETF,FT Cboe Vest U.S. Equity Enhance & Moderate Buffer ETF - April,XAPR,FT Vest US Equity Enhance & Moderate Buffer ETF - April,ETF,ETF,US33740U5965,,,US33740U5965,,accept_isin
XCBE,NASDAQ,Stock,X3 Acquisition Corp. Ltd. Class A Ordinary Shares,,,,,,,,,,no_nyse_sample_match
XCOR,NYSE ARCA,ETF,FundX ETF,XCOR,FundX Investment Trust,FundX ETF,ETF,US3608768095,EQUITY,ACTIVE,,Equity,accept_etf_category
XFLX,NYSE ARCA,ETF,FundX Flexible ETF,XFLX,FundX Investment Trust,FundX Flexible ETF,ETF,US3608768665,FIXED_INCOME,ACTIVE,,Fixed Income,accept_etf_category
XKFS,NYSE ARCA,ETF,SPDR Kensho Future Security ETF,,,,,,,,,,no_nyse_sample_match
XKII,NYSE ARCA,ETF,SPDR Kensho Intelligent Structures ETF,,,,,,,,,,no_nyse_sample_match
XKST,NYSE ARCA,ETF,SPDR S&P Kensho Smart Mobility ETF,,,,,,,,,,no_nyse_sample_match
XNAV,NYSE ARCA,ETF,FundX Aggressive ETF,XNAV,FundX Investment Trust,FundX Aggressive ETF,ETF,US3608768822,EQUITY,ACTIVE,,Equity,accept_etf_category
XNDU,NASDAQ,Stock,Xanadu Quantum Technologies Limited Class B Subordinate Voting Shares,,,,,,,,,,no_nyse_sample_match
XOM,NYSE,Stock,Exxon Mobil Corp,XOM,Exxon Mobil Corporation,Common Stock,A,US30231G1022,,,US30231G1022,,accept_isin
XPAY,NYSE ARCA,ETF,Roundhill ETF Trust,,,,,,,,,,name_mismatch
XPM,NASDAQ,ETF,Defiance Daily Target 2X Long PM ETF,,,,,,,,,,no_nyse_sample_match
XRPI,NASDAQ,ETF,XRP ETF,,,,,,,,,,no_nyse_sample_match
XRPR,BATS,ETF,REX-Osprey XRP ETF,,,,,,,,,,no_nyse_sample_match
XRPZ,NYSE ARCA,ETF,Franklin XRP Trust,,,,,,,,,,no_nyse_sample_match
XXI,NYSE,Stock,"Twenty One Capital, Inc.",,,,,,,,,,no_nyse_sample_match
YALL,NYSE ARCA,ETF,God Bless America ETF,YALL,Tidal ETF Trust,God Bless America ETF,ETF,US8863644626,EQUITY,ACTIVE,,Equity,accept_etf_category
YFYA,NYSE ARCA,ETF,Yields for You Strategy A ETF,,,,,,,,,,no_nyse_sample_match
YLDW,NYSE ARCA,ETF,Westwood Enhanced Income Opportunity ETF,,,,,,,,,,no_nyse_sample_match
YNOT,NASDAQ,ETF,Horizon Digital Frontier ETF,,,,,,,,,,no_nyse_sample_match
YYYM,NYSE ARCA,ETF,Amplify ETF Trust,,,,,,,,,,no_nyse_sample_match
ZETX,NYSE ARCA,ETF,Defiance Daily Target 2x Long ZETA ETF,,,,,,,,,,no_nyse_sample_match
ZIVB,BATS,ETF,Volatility Shares Trust -1x Short VIX Mid-Term Futures Strategy ETF,,,,,,,,,,no_nyse_sample_match
ZKP,NASDAQ,Stock,Lafayette Digital Acquisition Corp. I Class A Ordinary Shares,,,,,,,,,,no_nyse_sample_match
