ticker,exchange,asset_type,name,bse_scrip_code,bse_security_id,bse_name,bse_isin,bse_sector,bse_industry,bse_group,bse_subgroup,sector_update,name_match,isin_match,decision,error
TECHKGREEN,BSE_IN,Stock,Techknowgreen Solutions Ltd,543991,TECHKGREEN,Techknowgreen Solutions Ltd,INE0P4P01011,Services,Services,Commercial Services & Supplies,Consulting Services,Industrials,True,True,accept,
TECHNICHEM,BSE_IN,Stock,Technichem Organics Ltd,544327,TECHNICHEM,Technichem Organics Ltd,INE0ZHT01012,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Materials,True,True,accept,
TECHNOPACK,BSE_IN,Stock,Technopack Polymers Ltd,543656,TECHNOPACK,Technopack Polymers Ltd,INE0MXP01015,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,Consumer Discretionary,True,True,accept,
TEEAI,BSE_IN,Stock,Teesta Agro Industries Ltd,524204,TEEAI,Teesta Agro Industries Ltd,INE757D01011,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,Materials,True,True,accept,
TEJASSVI,BSE_IN,Stock,Tejassvi Aaharam Ltd,531628,TEJASSVI,Tejassvi Aaharam Ltd,INE173E01019,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
TEJNAKSH,BSE_IN,Stock,Tejnaksh Healthcare Ltd,539428,TEJNAKSH,Tejnaksh Healthcare Ltd,INE030T01027,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,Health Care,True,True,accept,
TELECANOR,BSE_IN,Stock,TeleCanor Global Ltd,530595,TELECANOR,TeleCanor Global Ltd,INE381G01013,Information Technology,Information Technology,IT - Software,Software Products,Information Technology,True,True,accept,
TELGE,BSE_IN,Stock,Telge Projects Ltd,544544,TELGE,Telge Projects Ltd,INE0SRP01014,Industrials,Construction,Construction,Civil Construction,Industrials,True,True,accept,
TELOGICA,BSE_IN,Stock,Telogica Ltd,532975,TELOGICA,Telogica Ltd,INE778I01024,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,Communication Services,True,True,accept,
TERAI,BSE_IN,Stock,Terai Tea Company Ltd,530533,TERAI,Terai Tea Company Ltd,INE390D01011,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,Consumer Staples,True,True,accept,
TERRAFORM,BSE_IN,Stock,Terraform Magnum Ltd,506162,TERRAFORM,Terraform Magnum Ltd,INE122V01010,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
TERRAREAL,BSE_IN,Stock,Terraform Realstate Ltd,512157,TERRAREAL,Terraform Realstate Ltd,INE123V01018,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Industrials,True,True,accept,
TFLL,BSE_IN,Stock,Tirupati Finlease Ltd,539488,TFLL,Tirupati Finlease Ltd,INE027S01017,Financial Services,Financial Services,Finance,Investment Company,Financials,True,True,accept,
TGIF,BSE_IN,Stock,TGIF Agribusiness Ltd,544175,TGIF,TGIF Agribusiness Ltd,INE0SMU01015,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,Consumer Staples,True,True,accept,
THACKER,BSE_IN,Stock,Thacker & Company Ltd,509945,THACKER,Thacker & Company Ltd,INE077P01034,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
THAKKERS,BSE_IN,Stock,Thakkers Group Ltd,507530,THAKKERS,Thakkers Group Ltd,INE04VT01017,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
THAKRAL,BSE_IN,Stock,Thakral Services India Ltd,509015,THAKRAL,Thakral Services India Ltd,INE190F01028,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Industrials,True,True,accept,
THREEMPAPE,BSE_IN,Stock,Three M Paper Boards Ltd,544214,THREEMPAPE,Three M Paper Boards Ltd,INE0UK501010,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,Materials,True,True,accept,
THRIVE,BSE_IN,Stock,Thrive Future Habitats Ltd,523120,THRIVE,Thrive Future Habitats Ltd,INE628D01014,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,Consumer Staples,True,True,accept,
TIAANC,BSE_IN,Stock,Tiaan Consumer Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
TIERRA,BSE_IN,Stock,Tierra Agrotech Ltd,543531,TIERRA,Tierra Agrotech Ltd,INE05CY01014,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,Consumer Staples,True,True,accept,
TIGLOB,BSE_IN,Stock,T & I Global Ltd,522294,TIGLOB,T & I Global Ltd,INE811B01010,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Industrials,False,True,accept,
TIHIL,BSE_IN,Stock,Trans India House Impex Ltd,523752,TIHIL,Trans India House Impex Ltd,INE502D01011,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Industrials,True,True,accept,
TILAK,BSE_IN,Stock,Tilak Ventures Ltd,503663,TILAK,Tilak Ventures Ltd,INE026L01022,Financial Services,Financial Services,Finance,Investment Company,Financials,True,True,accept,
TIMESGREEN,BSE_IN,Stock,Times Green Energy (India) Ltd,543310,TIMESGREEN,Times Green Energy (India) Ltd,INE0B6101012,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,Consumer Staples,True,True,accept,
TIRTPLS,BSE_IN,Stock,Tirth Plastic Ltd,526675,TIRTPLS,Tirth Plastic Ltd,INE008N01018,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
TIRUPATIIN,BSE_IN,Stock,Tirupati Innovar Ltd,539040,TIRUPATIIN,Tirupati Innovar Ltd,INE812Q01016,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,Consumer Discretionary,True,True,accept,
TITANIN,BSE_IN,Stock,Titan Intech Ltd,521005,TITANIN,Titan Intech Ltd,INE807M01031,Information Technology,Information Technology,IT - Services,IT Enabled Services,Information Technology,True,True,accept,
TLL,BSE_IN,Stock,Trident Lifeline Ltd,543616,TLL,Trident Lifeline Ltd,INE0MKA01014,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,True,True,accept,
TMTIND-B1,BSE_IN,Stock,TMT India Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
TOKYOFIN,BSE_IN,Stock,Tokyo Finance Ltd,531644,TOKYOFIN,Tokyo Finance Ltd,INE546D01018,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
TOTEM,BSE_IN,Stock,Forbes Precision Tools and Machine Parts Ltd,544186,TOTEM,Forbes Precision Tools and Machine Parts Ltd,INE0TT901016,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Industrials,True,True,accept,
TOYAMSL,BSE_IN,Stock,Toyam Sports Ltd,538607,TOYAMSL,Toyam Sports Ltd,INE457P01020,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
TPINDIA,BSE_IN,Stock,TPI India Ltd,500421,TPINDIA,TPI India Ltd,INE578C01021,Industrials,Capital Goods,Industrial Products,Packaging,Industrials,True,True,accept,
TPROJECT,BSE_IN,Stock,Thirani Projects Ltd,538464,TPROJECT,Thirani Projects Ltd,INE901C01017,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
TRABI,BSE_IN,Stock,Transgene Biotek Ltd,526139,TRABI,Transgene Biotek Ltd,INE773D01018,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,Health Care,True,True,accept,
TRADEUNO,BSE_IN,Stock,Game Changers Texfab Ltd,544594,TRADEUNO,Game Changers Texfab Ltd,INE1GUJ01014,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
TRADEWELL,BSE_IN,Stock,Tradewell Holdings Ltd,531203,TRADEWELL,Tradewell Holdings Ltd,INE819G01012,Services,Services,Commercial Services & Supplies,Consulting Services,Industrials,True,True,accept,
TRADWIN,BSE_IN,Stock,Trade Wings Ltd,509953,TRADWIN,Trade Wings Ltd,INE961E01017,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services",Consumer Discretionary,True,True,accept,
TRANOCE,BSE_IN,Stock,Transoceanic Properties Ltd,509003,TRANOCE,Transoceanic Properties Ltd,INE074J01018,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Industrials,True,True,accept,
TRANSCHEM,BSE_IN,Stock,Transchem Ltd-$,500422,TRANSCHEM,Transchem Ltd-$,INE019B01010,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,True,True,accept,
TRANSCOR,BSE_IN,Stock,Transcorp International Ltd,532410,TRANSCOR,Transcorp International Ltd,INE330E01023,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
TRANSFD,BSE_IN,Stock,Transglobe Foods Ltd,519367,TRANSFD,Transglobe Foods Ltd,INE213P01027,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages,Consumer Staples,True,True,accept,
TRANSFRE,BSE_IN,Stock,Trans Freight Containers Ltd,513063,TRANSFRE,Trans Freight Containers Ltd,INE360D01014,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Industrials,True,True,accept,
TRANSPACT,BSE_IN,Stock,Transpact Enterprises Ltd,542765,TRANSPACT,Transpact Enterprises Ltd,INE06YD01010,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,Health Care,True,True,accept,
TRANSVOY,BSE_IN,Stock,Transvoy Logistics India Ltd,543754,TRANSVOY,Transvoy Logistics India Ltd,INE0MPU01011,Services,Services,Transport Services,Logistics Solution Provider,Industrials,True,True,accept,
TRANWAY21,BSE_IN,Stock,Tranway21 Technologies Ltd,542923,TRANWAY21,Tranway21 Technologies Ltd,INE0BIW01023,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,Information Technology,True,True,accept,
TRAVELS,BSE_IN,Stock,Travels & Rentals Ltd,544242,TRAVELS,Travels & Rentals Ltd,INE0SG001011,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services",Consumer Discretionary,True,True,accept,
TREEHOUSE,BSE_IN,Stock,Tree House Education & Accessories Ltd,533540,TREEHOUSE,Tree House Education & Accessories Ltd,INE040M01013,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,Consumer Discretionary,True,True,accept,
TRESCON,BSE_IN,Stock,Trescon Ltd,532159,TRESCON,Trescon Ltd,INE088D01011,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Consumer Discretionary,True,True,accept,
TRILIANCE,BSE_IN,Stock,Triliance Polymers Ltd,509046,TRILIANCE,Triliance Polymers Ltd,INE778N01016,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Industrials,True,True,accept,
TRINITYLEA,BSE_IN,Stock,Trinity League India Ltd,531846,TRINITYLEA,Trinity League India Ltd,INE884X01011,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
TRIPR,BSE_IN,Stock,Triochem Products Ltd,512101,TRIPR,Triochem Products Ltd,INE331E01013,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,True,True,accept,
TRIUMPIN,BSE_IN,Stock,Triumph International Finance India Ltd,532131,TRIUMPIN,Triumph International Finance India Ltd,INE382B01012,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
TRIVENIGQ,BSE_IN,Stock,Triveni Glass Ltd-$,502281,TRIVENIGQ,Triveni Glass Ltd-$,INE094C01011,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,Materials,True,True,accept,
TRUECOLORS,BSE_IN,Stock,True Colors Ltd,544531,TRUECOLORS,True Colors Ltd,INE1LDV01015,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Industrials,True,True,accept,
TRUEGREEN,BSE_IN,Stock,True Green Bio Energy Ltd,533407,TRUEGREEN,True Green Bio Energy Ltd,INE672K01025,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
TRUSTEDGE,BSE_IN,Stock,Trustedge Capital Ltd,532056,TRUSTEDGE,Trustedge Capital Ltd,INE398H01015,Financial Services,Financial Services,Finance,Investment Company,Financials,True,True,accept,
TRUSTWAVE,BSE_IN,Stock,Trustwave Securities Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
TSIFDG,BSE_IN,Stock,Titanium Hybrid Long-Short Fund Direct Plan Growth,544649,TSIFDG,Titanium Hybrid Long-Short Fund Direct Plan Growth,INF277K30047,,,,,,True,True,unsupported_bse_sector,
TSIFDIR,BSE_IN,Stock,Titanium Hybrid Long-Short Fund Direct Plan IDCW Reinvestment,544650,TSIFDIR,Titanium Hybrid Long-Short Fund Direct Plan IDCW Reinvestment,INF277K30054,,,,,,True,True,unsupported_bse_sector,
TSIFRG,BSE_IN,Stock,Titanium Hybrid Long-Short Fund Regular Plan Growth,544651,TSIFRG,Titanium Hybrid Long-Short Fund Regular Plan Growth,INF277K30013,,,,,,True,True,unsupported_bse_sector,
TSIFRIP,BSE_IN,Stock,Titanium Hybrid Long-Short Fund Regular Plan IDCW Payout,544652,TSIFRIP,Titanium Hybrid Long-Short Fund Regular Plan IDCW Payout,INF277K30039,,,,,,True,True,unsupported_bse_sector,
TSIFRIR,BSE_IN,Stock,Titanium Hybrid Long-Short Fund Regular Plan IDCW Reinvestment,544653,TSIFRIR,Titanium Hybrid Long-Short Fund Regular Plan IDCW Reinvestment,INF277K30021,,,,,,True,True,unsupported_bse_sector,
TSPIRITUAL,BSE_IN,Stock,T Spiritual World Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
TTGIL,BSE_IN,Stock,Tomorrow Technologies Global Innovations Ltd,512018,TTGIL,Tomorrow Technologies Global Innovations Ltd,INE135H01029,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
TTIENT,BSE_IN,Stock,TTI Enterprise Ltd,538597,TTIENT,TTI Enterprise Ltd,INE404F01031,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
TTLEL,BSE_IN,Stock,TTL Enterprises Ltd,514236,TTLEL,TTL Enterprises Ltd,INE664X01025,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
TULASEEBIOE,BSE_IN,Stock,Tulasee Bio Ethanol Ltd,524514,TULASEEBIOE,Tulasee Bio Ethanol Ltd,INE276N01011,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,Materials,True,True,accept,
TULIVE,BSE_IN,Stock,Tulive Developers Ltd,505285,TULIVE,Tulive Developers Ltd,INE637D01015,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,Industrials,True,True,accept,
TULSYAN,BSE_IN,Stock,Tulsyan NEC Ltd-$,513629,TULSYAN,Tulsyan NEC Ltd-$,INE463D01016,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Industrials,True,True,accept,
TUNITEX,BSE_IN,Stock,Tuni Textile Mills Ltd,531411,TUNITEX,Tuni Textile Mills Ltd,INE560D01027,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
TUSALDAH,BSE_IN,Stock,Tusaldah Ltd,531301,TUSALDAH,Tusaldah Ltd,INE319M01011,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
TVOLCON,BSE_IN,Stock,Tivoli Construction Ltd,511096,TVOLCON,Tivoli Construction Ltd,INE747V01014,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Consumer Discretionary,True,True,accept,
TVSSCS,BSE_IN,Stock,TVS Supply Chain Solutions Ltd,543965,TVSSCS,TVS Supply Chain Solutions Ltd,INE395N01027,Services,Services,Transport Services,Logistics Solution Provider,Industrials,True,True,accept,
TWIROST,BSE_IN,Stock,Twin Roses Trades & Agencies Ltd,512117,TWIROST,Twin Roses Trades & Agencies Ltd,INE436U01016,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Industrials,True,True,accept,
UCIL,BSE_IN,Stock,Unifinz Capital India Ltd,541358,UCIL,Unifinz Capital India Ltd,INE926R01012,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
UDAYJEW,BSE_IN,Stock,Uday Jewellery Industries Ltd,539518,UDAYJEW,Uday Jewellery Industries Ltd,INE551B01012,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",Consumer Discretionary,True,True,accept,
UFMINDL,BSE_IN,Stock,UFM Industries Ltd,531610,UFMINDL,UFM Industries Ltd,INE832E01010,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,Consumer Staples,True,True,accept,
UHZAVERI,BSE_IN,Stock,U. H. Zaveri Ltd,541338,UHZAVERI,U. H. Zaveri Ltd,INE556Z01010,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",Consumer Discretionary,True,True,accept,
UML,BSE_IN,Stock,Umiya Mobile Ltd,544464,UML,Umiya Mobile Ltd,INE1P1A01018,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,Consumer Discretionary,True,True,accept,
UNICK,BSE_IN,Stock,Unick Fix-A-Form And Printers Ltd,541503,UNICK,Unick Fix-A-Form And Printers Ltd,INE250G01010,Consumer Discretionary,"Media, Entertainment & Publication",Printing & Publication,Printing & Publication,Consumer Discretionary,True,True,accept,
UNIFIED,BSE_IN,Stock,Unified Data Tech Solutions Ltd,544406,UNIFIED,Unified Data Tech Solutions Ltd,INE1ABX01018,Information Technology,Information Technology,IT - Services,IT Enabled Services,Information Technology,True,True,accept,
UNIJOLL,BSE_IN,Stock,Unijolly Investments Company Ltd,503671,UNIJOLL,Unijolly Investments Company Ltd,INE130N01010,Financial Services,Financial Services,Finance,Investment Company,Financials,True,True,accept,
UNISHIRE,BSE_IN,Stock,Unishire Urban Infra Ltd,537582,UNISHIRE,Unishire Urban Infra Ltd,INE210P01015,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Consumer Discretionary,True,True,accept,
UNITEDINT,BSE_IN,Stock,United Interactive Ltd,502893,UNITEDINT,United Interactive Ltd,INE706D01018,Information Technology,Information Technology,IT - Services,IT Enabled Services,Information Technology,True,True,accept,
UNITINT,BSE_IN,Stock,Unitech International Ltd,531867,UNITINT,Unitech International Ltd,INE929K01011,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Materials,True,True,accept,
UNIVAFOODS,BSE_IN,Stock,Univa Foods Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
UNIVARTS,BSE_IN,Stock,Universal Arts Ltd,532378,UNIVARTS,Universal Arts Ltd,INE464B01018,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",Consumer Discretionary,True,True,accept,
UNIVPHOTO,BSE_IN,Stock,Universus Photo Imagings Ltd,542933,UNIVPHOTO,Universus Photo Imagings Ltd,INE03V001013,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,Consumer Discretionary,True,True,accept,
UNIWSEC,BSE_IN,Stock,Uniworth Securities Ltd,512408,UNIWSEC,Uniworth Securities Ltd,INE728J01019,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
UNTTEMI,BSE_IN,Stock,United Leasing & Industries Ltd,507808,UNTTEMI,United Leasing & Industries Ltd,INE357P01014,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
UPHOT,BSE_IN,Stock,UP Hotels Ltd,509960,UPHOT,UP Hotels Ltd,INE726E01014,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,Consumer Discretionary,True,True,accept,
UPROTECH,BSE_IN,Stock,Unipro Technologies Ltd,540189,UPROTECH,Unipro Technologies Ltd,INE448F01012,Information Technology,Information Technology,IT - Services,IT Enabled Services,Information Technology,True,True,accept,
URSUGAR,BSE_IN,Stock,UR Sugar Industries Ltd,539097,URSUGAR,UR Sugar Industries Ltd,INE904R01027,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
USK,BSE_IN,Stock,Udayshivakumar Infra Ltd,543861,USK,Udayshivakumar Infra Ltd,INE0N0Y01013,Industrials,Construction,Construction,Civil Construction,Industrials,True,True,accept,
UTIQUE,BSE_IN,Stock,Utique Enterprises Ltd,500014,UTIQUE,Utique Enterprises Ltd,INE096A01010,Commodities,Metals & Mining,Non - Ferrous Metals,Precious Metals,Materials,True,True,accept,
UVS,BSE_IN,Stock,UVS Hospitality And Services Ltd,531652,UVS,UVS Hospitality And Services Ltd,INE528C01018,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
VAARAD,BSE_IN,Stock,Vaarad Ventures Ltd,532320,VAARAD,Vaarad Ventures Ltd,INE418B01048,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
VAICC,BSE_IN,Stock,Vaishno Cement Company Ltd,526941,VAICC,Vaishno Cement Company Ltd,INE116E01018,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,Materials,True,True,accept,
VALENCIA,BSE_IN,Stock,Valencia Nutrition Ltd,542910,VALENCIA,Valencia Nutrition Ltd,INE08RT01016,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages,Consumer Staples,True,True,accept,
VALINDIA,BSE_IN,Stock,Valencia India Ltd,544433,VALINDIA,Valencia India Ltd,INE130701019,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,Consumer Discretionary,True,True,accept,
VALLABHSQ,BSE_IN,Stock,Vallabh Steels Ltd-$,513397,VALLABHSQ,Vallabh Steels Ltd-$,INE457E01016,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,Industrials,True,True,accept,
VALLEY,BSE_IN,Stock,Valley Magnesite Company Ltd,539543,VALLEY,Valley Magnesite Company Ltd,INE834E01016,Financial Services,Financial Services,Finance,Investment Company,Financials,True,True,accept,
VALPLAST,BSE_IN,Stock,Valplast Technologies Ltd,544565,VALPLAST,Valplast Technologies Ltd,INE0QP701017,Industrials,Construction,Construction,Civil Construction,Industrials,True,True,accept,
VALSONQ,BSE_IN,Stock,Valson Industries Ltd-$,530459,VALSONQ,Valson Industries Ltd-$,INE808A01018,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
VAMA,BSE_IN,Stock,Vama Industries Ltd,512175,VAMA,Vama Industries Ltd,INE685D01022,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,Information Technology,True,True,accept,
VAMSHIRU,BSE_IN,Stock,Vamshi Rubber Ltd,530369,VAMSHIRU,Vamshi Rubber Ltd,INE380C01014,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,Consumer Discretionary,True,True,accept,
VANDAN,BSE_IN,Stock,Vandan Foods Ltd,544436,VANDAN,Vandan Foods Ltd,INE0RDJ01019,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,Consumer Staples,True,True,accept,
VANDU,BSE_IN,Stock,Leo Dryfruits & Spices Trading Ltd,544329,VANDU,Leo Dryfruits & Spices Trading Ltd,INE0RH001011,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,Consumer Staples,True,True,accept,
VANICOM,BSE_IN,Stock,Vani Commercials Ltd,538918,VANICOM,Vani Commercials Ltd,INE661Q01017,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
VANTABIO,BSE_IN,Stock,Vanta Bioscience Ltd,540729,VANTABIO,Vanta Bioscience Ltd,INE695X01011,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology",Health Care,True,True,accept,
VAPIENTER,BSE_IN,Stock,Vapi Enterprise Ltd,502589,VAPIENTER,Vapi Enterprise Ltd,INE464D01014,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,Materials,True,True,accept,
VARDHANCFL,BSE_IN,Stock,Vardhan Capital & Finance Ltd,542931,VARDHANCFL,Vardhan Capital & Finance Ltd,INE128G01018,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),Financials,True,True,accept,
VARDHMAN,BSE_IN,Stock,Vardhman Concrete Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
VARDMNPOLY,BSE_IN,Stock,Vardhman Polytex Ltd,514175,VARDMNPOLY,Vardhman Polytex Ltd,INE835A01029,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,Consumer Discretionary,True,True,accept,
VARIMAN,BSE_IN,Stock,Variman Global Enterprises Ltd,540570,VARIMAN,Variman Global Enterprises Ltd,INE717F01028,Services,Services,Commercial Services & Supplies,Trading & Distributors,Industrials,True,True,accept,
VARUNME,BSE_IN,Stock,Varun Mercantile Ltd,512511,VARUNME,Varun Mercantile Ltd,INE442U01014,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,Industrials,True,True,accept,
VARYAA,BSE_IN,Stock,Varyaa Creations Ltd,544168,VARYAA,Varyaa Creations Ltd,INE0R6801013,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",Consumer Discretionary,True,True,accept,
VASHISHTHA,BSE_IN,Stock,Vashishtha Luxury Fashion Ltd,544508,VASHISHTHA,Vashishtha Luxury Fashion Ltd,INE0WRP01016,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,Consumer Discretionary,True,True,accept,
VASINFRA,BSE_IN,Stock,Vas Infrastructure Ltd,531574,VASINFRA,Vas Infrastructure Ltd,INE192C01013,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",Consumer Discretionary,True,True,accept,
VASUDHAGAM,BSE_IN,Stock,Vasudhagama Enterprises Ltd,,,,,,,,,,False,False,no_bse_scrip_match,
VASUPRADA,BSE_IN,Stock,Shri Vasuprada Plantations Ltd,538092,VASUPRADA,Shri Vasuprada Plantations Ltd,INE574G01013,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,Consumer Staples,True,True,accept,
VBDESAI,BSE_IN,Stock,V B Desai Financial Services Ltd,511110,VBDESAI,V B Desai Financial Services Ltd,INE848D01018,Financial Services,Financial Services,Finance,Other Financial Services,Financials,True,True,accept,
VBIND,BSE_IN,Stock,V B Industries Ltd,539123,VBIND,V B Industries Ltd,INE334E01017,Financial Services,Financial Services,Finance,Investment Company,Financials,True,True,accept,
VEDANTASSET,BSE_IN,Stock,Vedant Asset Ltd,543623,VEDANTASSET,Vedant Asset Ltd,INE0NC801013,Financial Services,Financial Services,Capital Markets,Financial Products Distributor,Financials,True,True,accept,
VEEFIN,BSE_IN,Stock,Veefin Solutions Ltd,543931,VEEFIN,Veefin Solutions Ltd,INE0Q0M01015,Information Technology,Information Technology,IT - Services,IT Enabled Services,Information Technology,True,True,accept,
VEERHEALTH,BSE_IN,Stock,Veerhealth Care Ltd,511523,VEERHEALTH,Veerhealth Care Ltd,INE882C01035,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,Health Care,True,True,accept,
VEERKRUPA,BSE_IN,Stock,Veerkrupa Jewellers Ltd,543545,VEERKRUPA,Veerkrupa Jewellers Ltd,INE0ID001024,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",Consumer Discretionary,True,True,accept,
